saa_code;saa_xcoord;saa_ycoord
83092031;0;0
53451534;0;0
71106000;0;0
10331264;0;0
83020131;0;0
83078246;0;0
74046474;0;0
76021105;0;0
94720094;0;0
71110000;0;0
83002451;1076127;2054929
88330506;0;0
83061713;0;0
83024463;0;0
94789644;0;0
83117747;0;0
81036541;0;0
71201020;0;0
71602037;0;0
71033092;0;0
80145219;0;0
74045179;0;0
71201004;0;0
76021808;0;0
88747162;0;0
70861005;0;0
71104000;0;0
84000869;0;0
80296376;0;0
80013268;0;0
80291484;0;0
80190066;0;0
80191866;0;0
85090043;0;0
85035048;0;0
55034751;0;0
55034595;0;0
70450205;0;0
71794008;0;0
83002022;944281;2018001
83111195;0;0
83025205;0;0
83002030;0;0
84001008;0;0
54568980;0;0
82009100;911287;2575706
71653113;0;0
88211219;875003;2511692
85091975;0;0
80032318;0;0
80030254;0;0
80201491;0;0
82003186;0;0
85052092;0;0
80144998;1071060;2457065
55144493;0;0
70112706;0;0
80231480;0;0
88914050;0;0
79447169;0;0
84001172;0;0
71544007;0;0
80145706;0;0
74004119;0;0
83050435;0;0
71142190;0;0
74004275;0;0
84002303;0;0
74005207;0;0
80212639;0;0
56145763;0;0
84001313;818380;2805305
84006502;0;0
83018077;0;0
86008169;0;0
54530147;0;0
70859108;0;0
80101279;0;0
80534206;0;0
82500009;0;0
88142661;0;0
88222513;0;0
80144279;0;0
80113100;0;0
80160085;0;0
81010819;0;0
80102749;0;0
85035055;0;0
81031260;0;0
80140350;0;0
85062067;0;0
80130468;0;0
88210716;0;0
71609057;0;0
80012880;0;0
80210997;0;0
80210625;0;0
74007880;0;0
80081349;0;0
88222695;0;0
82002360;914154;2575213
71105049;0;0
80290551;0;0
70474007;0;0
94830067;0;0
83050583;0;0
74008508;0;0
94342493;0;0
76013854;0;0
83050096;0;0
71563015;0;0
83064212;0;0
80534065;0;0
88432088;0;0
53506030;0;0
83060335;0;0
55131938;0;0
83072090;0;0
83116038;0;0
80110684;0;0
81012351;0;0
80063495;0;0
87334482;581143;2446254
87276097;586613;2446838
87276139;582358;2449912
87994152;616412;2445760
87276170;596214;2440627
87337980;584736;2448488
87600163;583177;2449738
87276386;602339;2444129
87276568;602287;2457596
87172312;791476;2522705
87172007;772248;2532697
87172874;771445;2561234
87173401;810153;2512596
87172106;769919;2559851
87112714;811962;2513746
87172304;789210;2522415
87172700;791800;2520842
87172254;787304;2525090
87117119;717817;2346059
87215608;776710;2361757
87279901;781359;2358345
87118133;712264;2390005
87139584;706743;2390157
87515601;0;0
87139568;714754;2391113
87214940;745758;2361830
87117937;719885;2346132
87118075;721575;2377191
87139857;728545;2356079
87117945;0;0
87117952;727373;2353891
87118091;717611;2383404
87139667;728373;2365748
87279927;762572;2365210
87214965;782526;2354054
87171926;720473;2469471
87171322;704036;2479935
87171710;722101;2482589
87171314;707992;2477915
87171256;724152;2467564
87174268;761488;2422459
87171595;724399;2464608
87174243;759112;2424897
87214767;755915;2429107
87117788;761000;2421641
87117309;846924;2320525
87143354;834385;2303723
87142000;808341;2349293
87142273;808360;2377839
87142240;808130;2370118
87326397;765408;2416139
87142224;807973;2359200
87107482;806326;2391449
87215061;809198;2347900
87215558;788839;2348753
87175141;799860;2401689
87107458;807603;2375201
87142166;850574;2318966
87142893;853314;2319561
87338129;824251;2321348
87279885;788006;2351477
87215541;790301;2345803
87175000;792433;2408104
87402818;819708;2336539
87142620;822079;2299520
87107409;805220;2367976
87296566;680650;2500447
87297085;718435;2541592
87296368;713119;2517733
87116574;675262;2444237
87296152;685352;2514673
87116673;657241;2464920
87296293;678739;2550936
87324335;725737;2549548
87588764;694808;2508752
87271882;677417;2494091
80144154;991164;2325477
80223040;0;0
80262246;0;0
80012955;0;0
80053819;0;0
70367409;0;0
53608786;0;0
88242404;0;0
84004705;0;0
76021758;0;0
80023754;0;0
70799601;0;0
78727081;0;0
56134361;0;0
80292995;0;0
86008243;0;0
74029744;0;0
81038703;0;0
80190348;0;0
85002121;0;0
82003129;0;0
54354456;0;0
85002188;0;0
80190611;0;0
88218321;0;0
80132274;0;0
80113076;0;0
80135939;0;0
80100388;0;0
88857532;0;0
80081232;0;0
80143727;0;0
81011536;0;0
54338459;0;0
86007989;0;0
81028258;0;0
80202762;0;0
84003319;0;0
74017616;0;0
80293993;0;0
86000661;0;0
74015735;0;0
80138313;0;0
71742000;0;0
10001446;0;0
80211623;0;0
53336016;0;0
83050542;0;0
83045096;0;0
81011874;0;0
70864900;0;0
80014944;0;0
54341453;0;0
71031000;0;0
88845669;0;0
81011767;0;0
80216697;0;0
54339028;0;0
54743625;0;0
76013201;0;0
80111757;0;0
20100099;0;0
74019190;0;0
20248104;0;0
54758755;0;0
54531863;0;0
54336743;0;0
74019687;0;0
80142927;1003567;2411583
10354019;0;0
51188300;0;0
70300806;0;0
70865501;0;0
70914507;0;0
76021766;0;0
88439018;0;0
79420059;0;0
70380907;0;0
70323105;0;0
85040899;0;0
80190074;0;0
85083097;0;0
88194060;0;0
88119164;0;0
80012336;0;0
55010165;0;0
84001396;0;0
85080051;0;0
80114074;0;0
71106021;0;0
71354001;0;0
71670216;0;0
71142208;0;0
83060319;0;0
85093682;0;0
83120303;0;0
83006015;0;0
83065052;0;0
83050567;0;0
71602029;0;0
84001511;0;0
83047241;0;0
83045302;0;0
82002519;0;0
83058149;0;0
54732826;0;0
74006205;0;0
85013755;0;0
70661504;0;0
83077123;0;0
54534891;0;0
54733527;0;0
83025353;0;0
83075069;0;0
54730820;0;0
80251074;0;0
70487603;0;0
53808923;0;0
53561019;0;0
80040196;0;0
94540070;0;0
71604025;0;0
71094607;0;0
83118265;0;0
80004620;0;0
80113795;0;0
88850685;722936;2694462
55112961;0;0
94391649;0;0
74012831;0;0
88920070;746654;2740338
71550137;0;0
80290866;0;0
85000273;0;0
80225490;0;0
83047001;0;0
53440941;0;0
80130203;0;0
83114629;0;0
81012393;0;0
70981308;0;0
88417311;0;0
84002535;0;0
85063057;0;0
81011288;0;0
79441022;0;0
84842580;0;0
76006155;0;0
71791000;0;0
76006015;0;0
80152785;0;0
76013250;0;0
74011650;0;0
71562009;0;0
94490078;0;0
94240002;0;0
80020842;0;0
55178632;0;0
88958694;0;0
80016428;0;0
76005462;0;0
76023234;0;0
81019414;0;0
76007112;0;0
80110510;0;0
81023515;0;0
71810028;0;0
74017070;0;0
80135699;0;0
88648329;0;0
84003178;0;0
55013623;0;0
80015321;0;0
80296293;0;0
87175075;808783;2381795
87279984;821711;2326908
87216101;824123;2321961
87413229;822854;2312084
87142661;833457;2304903
87215533;792979;2345581
87143388;842707;2317289
87338145;794016;2406174
87319756;807888;2363742
87215210;803317;2349084
87171702;718866;2491300
87171348;692925;2479382
87296616;664106;2512935
87296178;689834;2505873
87272286;664072;2473398
87296632;674688;2518390
87171736;717939;2494298
87588772;692350;2507952
87588798;694242;2507922
87296350;705346;2513345
87171355;690268;2478381
80263400;0;0
81017293;0;0
80194035;0;0
80228247;0;0
70649905;0;0
80195016;0;0
84004606;0;0
84004556;0;0
88142091;0;0
80211094;0;0
70182600;0;0
79447003;0;0
54339127;0;0
79426007;0;0
86005181;0;0
88713321;0;0
80296988;0;0
80023812;0;0
74030312;0;0
80143099;1014573;2401204
80016501;0;0
83120378;0;0
80081869;0;0
71114058;0;0
10336016;0;0
83082099;0;0
80210252;0;0
80297432;0;0
54344341;0;0
71221000;0;0
74048884;0;0
83027045;0;0
74030742;0;0
74049429;0;0
54343640;0;0
86008409;0;0
84005231;0;0
54732057;0;0
53511907;0;0
76024042;0;0
84005264;0;0
83078048;0;0
80012393;0;0
81021303;0;0
85013979;0;0
56150607;0;0
70108704;0;0
54564591;0;0
10003376;0;0
51309559;0;0
83048058;0;0
80163329;0;0
80254680;0;0
80253617;0;0
71150094;0;0
10332213;0;0
81011148;0;0
85092510;0;0
71202168;0;0
76022269;0;0
20038208;0;0
94470010;0;0
71102061;0;0
55144154;0;0
85094110;0;0
53454520;0;0
85015024;0;0
81012435;0;0
80144063;0;0
88935429;0;0
80190892;0;0
84005611;0;0
80143792;0;0
80211573;0;0
80262261;0;0
80081364;0;0
85050062;0;0
80141549;0;0
71121000;0;0
10004531;0;0
86006593;0;0
54535195;0;0
80144204;0;0
74020511;0;0
80203216;0;0
54343061;0;0
86000836;0;0
80143321;0;0
76011031;0;0
78731604;0;0
56136002;0;0
54758409;0;0
56174755;0;0
80130609;0;0
74021170;0;0
56135236;0;0
80220350;0;0
85031013;0;0
74021584;0;0
56130161;0;0
56135608;0;0
71314120;0;0
83060004;0;0
10315010;0;0
80194258;0;0
81012120;0;0
80197145;0;0
70176107;0;0
71142091;0;0
79430025;0;0
80850222;0;0
80291153;0;0
54749754;0;0
71512038;0;0
81021410;0;0
80210906;0;0
81031815;0;0
81011395;0;0
81036038;0;0
71151000;0;0
79423137;0;0
88863480;0;0
56157164;0;0
79420034;0;0
81038737;0;0
88416735;0;0
88142414;0;0
80210757;0;0
80194829;0;0
87682005;623561;2392141
87682302;644931;2375830
87684100;629813;2371044
87116285;651937;2424139
87433136;624676;2418236
87682526;615373;2392938
87682542;615206;2396224
87730069;632200;2428726
87684217;629649;2353725
87987388;623373;2426823
87682468;637477;2376596
87386052;582078;2439691
87381491;578892;2441829
87382432;585437;2427152
87393272;569410;2416213
87414573;0;0
87381566;561367;2442903
87393512;587293;2418500
87381558;564072;2443908
87381509;553629;2443692
87381483;579728;2443253
87410696;0;0
87414599;0;0
87381731;563642;2437937
87393314;562748;2405139
87758094;582249;2433382
87382804;580680;2433912
87393454;550990;2425899
87381806;575765;2442590
87984591;0;0
87393009;585222;2421924
87591818;585222;2421924
87758078;585192;2432465
87393884;566250;2424213
87590570;604906;2412698
87684407;603146;2371489
87591750;614473;2409174
87545194;597477;2400892
87681510;603721;2374685
87393645;598622;2409640
87977355;0;0
87681635;611535;2396417
87545475;591559;2398192
87545350;585838;2380987
87681452;592742;2432654
87545129;579526;2375113
87545244;603440;2410102
87393611;596898;2411515
87758789;595337;2415144
87591172;609261;2412174
83004622;0;0
80155978;0;0
85074724;0;0
83085266;0;0
83002147;0;0
71203125;0;0
80201566;0;0
81019471;0;0
80211565;0;0
80155853;0;0
80270165;0;0
80135855;0;0
80142778;0;0
54543611;0;0
55034181;0;0
80220905;0;0
83120410;0;0
71202110;0;0
83028324;0;0
70327106;0;0
71114041;0;0
88911248;0;0
85070763;0;0
54562090;0;0
83093112;0;0
80263020;0;0
84841080;0;0
80334524;0;0
80031377;0;0
85070003;1039152;2299602
87191999;922290;2578143
85014027;0;0
80290148;0;0
80190413;0;0
70121509;0;0
80251603;0;0
71796060;0;0
88847152;0;0
76006171;0;0
76020024;0;0
80293837;0;0
51309179;0;0
83057257;0;0
80154856;0;0
83061614;0;0
83118547;0;0
86002196;0;0
53551020;0;0
56132068;0;0
54334250;0;0
87683649;700945;2298611
87683672;705914;2293054
87694422;729792;2276274
87564799;0;0
87683722;709655;2282025
87683219;670766;2343287
87287219;660791;2623618
87295600;707759;2579001
87281105;606282;2663989
87287235;661450;2620264
87296244;679624;2560946
87345587;671419;2570710
87286716;656785;2631892
87345009;653703;2597654
87281469;605133;2637410
87286427;641860;2619236
87295568;712776;2585411
87295642;696372;2571084
87286005;652078;2627125
87343475;671840;2591006
87286187;652162;2629846
87345306;660727;2596585
87286278;645403;2630498
87297515;719571;2588449
87281451;602518;2637570
87343103;677069;2605902
87345314;667104;2596005
87342287;609653;2628698
87286740;660514;2624475
87345595;669812;2571327
87281410;574202;2655480
87281428;581646;2653614
87345140;640986;2602434
87317115;549759;2632268
87317180;564233;2605880
87317263;565781;2662365
87317081;548767;2620390
87342204;619306;2614563
87342261;609178;2621742
87342535;612848;2612272
87342188;625823;2591965
87317164;559620;2608080
87342139;624018;2609844
87317057;550978;2602531
87342253;615781;2595428
87345256;647805;2609692
87141408;922177;2396987
87141218;894750;2392943
87141424;929581;2390399
87141085;881936;2422048.78
87590554;621240;2393505
87501999;0;0
87116087;640790;2401762
87684126;625925;2363266
87985275;0;0
87433144;0;0
87433078;0;0
87682187;618199;2399672
87758375;623373;2426823
87116491;644906;2440384
87594978;622252;2430812
87612978;0;0
87415893;544763;2449214
87386409;588870;2435832
87381475;577377;2441449
87381459;580817;2443481
87393405;578249;2423257
87393462;546034;2422204
87386425;585938;2438651
87604892;0;0
87382465;582393;2430364
87381822;569458;2445482
87604876;0;0
87393298;564634;2410556
87386573;578346;2437255
87393843;578546;2421099
87386417;586857;2437743
87414540;0;0
87591867;575748;2419673
87386656;574097;2442641
87382879;586385;2423161
87591800;586563;2422066
87604835;0;0
87414524;0;0
87543090;575307;2368091
87393546;591104;2416982
87681478;602966;2381781
87591768;612524;2411215
87682120;612524;2411180
87545152;591137;2390693
87681395;608432;2402739
87681387;606801;2403012
87540179;574762;2393047
87545228;599671;2407876
87681361;608525;2404009
87681379;604365;2406084
87414409;602698;2410151
87393579;594118;2414046
87393702;594484;2414171
87682104;609261;2412174
87462416;463542;1911060
87465476;421003;1926855
87124040;464741;1917220
87586586;490962;1944685
87586412;473250;1921978
87464990;433512;1896958
87586453;488952;1943809
87586107;444439;1918502
87465013;423930;1895915
87586602;469710;1934743
87448878;390320;1812240
87464917;0;0
87673400;285421;1836358
87673657;297013;1825342
87672618;378056;1807390
87677005;265708;1825509
87448894;385451;1814260
87465252;358973;1776045
87672709;368279;1798781
87672253;348560;1836303
87672600;379250;1813063
87448910;380218;1816276
87465179;359749;1785813
87448985;0;0
87448852;394625;1810413
87465278;363320;1767469
87232157;578644;1820902
87448779;559169;1786236
87232140;514239;1761083
87611558;552136;1751411
87455014;550549;1726831
87440040;559600;1769353
87615633;562382;1787487
87443978;527144;1789236
87130831;540818;1790645
87611731;502184;1776900
87618884;500940;1778397
87611368;537661;1804411
87448738;544406;1788563
87130898;542119;1782726
87130880;540804;1798243
87609602;0;0
87146621;588172;1953623
87441725;607677;1919549
87615757;607267;1918805
87789388;658105;1898502
87440016;576444;1914473
87157024;586012;1936015
87138966;653054;1927612
87138362;623596;1930075
87758839;589312;2411829
87495721;0;0
87545509;584420;2394714
87545517;580224;2393008
87984104;602852;2409558
87758763;597063;2416078
87758771;596394;2415677
87381079;595304;2435033
87393173;588788;2422385
87432856;0;0
87758011;592793;2432805
87271205;597883;2437235
87393108;592979;2424064
87758045;589673;2433033
87382382;592444;2431693
87758722;595959;2420179
87382374;591523;2430383
87271411;611577;2437084
87431791;613142;2436948
87987008;0;0
87271122;599432;2439990
87113886;613225;2436020
87986943;615511;2426978
87113472;612881;2432346
87433128;610640;2431610
87271015;600696;2437396
87271437;616874;2438511
87113845;611873;2432679
87758672;599372;2422222
87113779;612885;2425190
87758185;612984;2421854
87758128;609388;2427238
87758144;609353;2424744
87758136;609948;2426228
87414417;604869;2415918
87113746;611573;2426718
87590596;0;0
87590489;0;0
87984963;615824;2425300
87758110;607106;2427667
87381798;592276;2439136
87600122;589841;2445501
87600205;576283;2450103
87382499;577906;2450226
87276519;593086;2459775
87276394;601949;2447182
87276063;594159;2443029
87606582;0;0
87276659;589800;2449815
87276360;601240;2442921
81010892;0;0
83020149;0;0
21130005;0;0
54537191;0;0
70323006;0;0
54332957;0;0
81011445;0;0
85050070;0;0
85093666;0;0
88113040;0;0
53100110;0;0
80211730;0;0
80144113;0;0
80016626;0;0
53305482;0;0
71650036;0;0
71560094;0;0
71811083;0;0
71793059;0;0
71041046;0;0
82005181;0;0
53453233;0;0
70211805;0;0
83028308;0;0
71812008;0;0
94530090;0;0
54532002;0;0
83006031;0;0
80136317;0;0
83006080;0;0
53805812;0;0
54539130;0;0
88720090;0;0
80063776;0;0
83047225;0;0
54530501;0;0
54740555;0;0
83086504;0;0
83025007;0;0
53803619;0;0
83080101;0;0
80228031;0;0
71793141;0;0
83027060;0;0
85011155;0;0
85001206;0;0
70103002;0;0
70124305;0;0
85043158;937649;2240434
71203174;0;0
87406595;832404;2501246
80295741;0;0
80011791;0;0
80273169;0;0
81037150;0;0
70489104;0;0
80135657;0;0
80225342;0;0
81010454;0;0
85042002;0;0
84007336;0;0
71102046;0;0
54537894;0;0
20251207;0;0
56141234;0;0
79423145;0;0
88952080;0;0
85030015;0;0
85072900;0;0
87338152;802943;2397668
87517979;365346;1759003
RATbercy;603186;2426866
87987453;596965;2430626
87758599;599554;2430388
87393058;596562;2428620
87271023;601348;2431321
87281899;599370;2430582
RATgrlyo;602710;2427394
87686667;603400;2426762
87391003;598780;2426919
87381111;598350;2432142
87785436;600537;2428345
87588228;632764;2430346
RATnatio;604361;2427773
87606517;0;0
87982330;601638;2433251
87414698;596407;2426014
87588277;601128;2408603
87684191;627251;2359136
87430900;668397;2422611
87430819;671351;2420870
87682161;618994;2396359
87594960;618055;2430698
87433086;0;0
87271536;679505;2515590
87116517;657816;2439464
87682427;630647;2387677
87682435;631381;2382728
87758367;621858;2426771
87116103;639385;2440056
87758805;593374;2413260
87681346;605255;2404187
87983155;605786;2406144
87393652;599818;2408616
87681312;603677;2408612
87758755;597386;2417354
87982504;0;0
87414615;0;0
87382333;589075;2423759
87381087;594356;2436116
87386300;594232;2435024
87393074;594306;2424594
87606525;0;0
87758037;591099;2433704
87382358;591217;2427340
87382341;590013;2425458
87591164;591042;2424776
87594945;611577;2437084
87988717;613090;2435392
87986547;0;0
87113514;613974;2431683
87433177;0;0
87758334;615511;2426978
87594937;604688;2433279
87981803;0;0
87271247;598766;2434120
87271445;613775;2438847
87982116;0;0
87590588;606090;2414099
87758326;613938;2427345
87758177;612758;2423185
87495747;0;0
87545301;604015;2423996
87590463;606624;2422625
87546200;604876;2415924
87758169;610959;2422981
87758193;612617;2419185
87681809;607494;2416358
87986927;0;0
87983262;0;0
87590646;604844;2422459
87276147;584323;2450748
87276485;598997;2449675
87382655;576283;2450103
87276345;600091;2441960
87271171;598539;2440911
87381418;582028;2446712
87276584;594627;2443659
87276246;609276;2447338
87276576;606095;2457681
87442657;567141;1930695
87783738;629572;1932624
87462440;620782;1929048
87138446;647955;1928013
87613422;619441;1929092
87783480;643819;1884063
87440107;530731;1980082
87450874;641092;1929754
87450957;599969;1905933
87138776;576245;1928110
87611434;525499;1851772
87177626;555171;1818393
87443564;552191;1819938
87442152;531001;1847805
87442210;0;0
87613018;512522;1815582
87611079;497938;1801970
87440099;461668;1772081
87611467;518898;1845169
87611707;535696;1835326
87618702;460169;1777845
87615377;537926;1855193
87618827;488467;1785663
87612010;530729;1841682
87611111;483931;1791740
87611194;462148;1769535
87446872;518190;1818317
87449173;0;0
87611038;517948;1829715
87671057;392320;1859091
87464768;0;0
87611772;481298;1849033
87464750;0;0
87443267;457958;1831400
87586263;461627;1882579
87611756;469009;1850854
87677948;482375;1859854
87611798;489744;1847031
87443283;456156;1821967
87586370;461626;1858105
87671065;0;1856268
87582353;466146;1890499
87443226;459854;1837181
87450106;395586;1860590
87442681;534588;0
87594747;552466;1993721
87165548;565639;1967763
87619957;563639;1943505
87165498;568586;1957168
87165464;584848;1952376
87394403;528665;2379161
87543074;570260;2354323
87201541;551322;2201276
87597047;576243;2227633
87576355;535922;2238159
87597104;540829;2188595
87279166;541189;2204185
87206789;468796;2265714
87597369;539278;2205077
87115337;494679;2246451
87574475;498077;2260655
87205575;477115;2262169
87571794;434878;2252157
87571448;488794;2249715
87574335;502973;2273089
87427393;483530;2279174
87571273;485331;2266873
87574699;477241;2274615
87571539;470422;2279663
87571497;501196;2232354
87571810;446714;2255974
87280057;476388;2263574
87309757;567510;2290208
87358556;506088;2338523
87576082;571422;2264965
87576157;562092;2265758
87543157;577167;2281651
87576173;554956;2263205
87543165;578212;2269538
87574236;533795;2298267
87328195;522557;2258585
87576165;559251;2263423
87574111;558653;2319932
87684241;632483;2344233
87543017;567831;2325376
87338574;630399;2334265
87444059;386201;2472693
87444414;421889;2478851
87444083;365458;2477162
87447706;346765;2430428
87419291;351664;2432226
87448514;327096;2416644
87447680;311970;2433913
87447185;347283;2468257
87447615;321394;2448246
87779686;338424;2432100
87444562;437723;2409643
87391680;401349;2402470
87444638;473818;2420070
87444570;444210;2413787
88121533;0;0
86000270;0;0
88242248;0;0
80115733;0;0
80203422;0;0
88954305;0;0
84843220;0;0
76011023;0;0
54734822;0;0
80220533;0;0
81010777;0;0
85074732;0;0
80260596;0;0
70479402;0;0
84003368;0;0
54758029;0;0
71654079;0;0
54337220;0;0
79442020;0;0
53322610;0;0
80015511;0;0
88965038;0;0
80005800;0;0
80145342;0;0
72168013;0;0
85044834;0;0
85074922;0;0
71116000;264052;1824087
54572099;0;0
76006163;0;0
88747246;0;0
79424002;0;0
56138032;0;0
71550152;0;0
71560045;0;0
81036152;0;0
88811661;0;0
80196980;0;0
52110015;0;0
10234401;0;0
55138479;0;0
80142281;1043585;2461146
80053652;0;0
80195107;0;0
55163527;0;0
80143271;0;0
10009662;0;0
88214510;0;0
80260893;0;0
80252734;0;0
87682500;619406;2390722
87433185;0;0
87116400;635932;2432614
87116095;649907;2396078
87595033;625992;2419198
87116160;671359;2395657
87116038;623033;2421933
87682294;635516;2376026
87272054;625179;2445676
87116210;631119;2415717
87271510;619503;2439483
87381657;581046;2441272
87386730;564248;2441642
87381624;541716;2438619
87432831;0;0
87414565;0;0
87393280;567147;2413802
87410852;561449;2443604
87381582;556834;2443052
87514596;553629;2443692
87604884;0;0
87414557;0;0
87591859;0;0
87393876;579842;2427058
87415885;548315;2444570
87366922;580590;2433004
87382481;579039;2429991
87393421;571109;2426002
87561944;0;0
87386664;572076;2443870
87393256;571114;2417530
87393157;584681;2422427
87758086;584282;2433353
87393215;587854;2422512
87545251;604906;2412698
87545178;596586;2392723
87984427;613990;2410271
87545483;589318;2397612
87758854;587226;2410820
87984369;606682;2403011
87681007;610134;2401727
87681627;610565;2397181
87996082;0;0
87545145;589496;2388325
87574954;606801;2403012
87758888;582513;2411404
87496695;603440;2410102
87681486;604216;2377190
87681411;607142;2396933
87545459;594901;2399217
76006080;0;0
71112080;0;0
80253666;0;0
56178954;0;0
85032060;0;0
80224741;0;0
85031294;0;0
80270983;0;0
80295501;0;0
80023747;0;0
80212399;0;0
80261370;0;0
85061051;0;0
70194001;0;0
81011320;0;0
88963967;0;0
88935593;0;0
81010017;0;0
85060178;0;0
70236307;0;0
80251421;0;0
80155929;0;0
71621030;0;0
80296939;0;0
80134205;0;0
83065102;0;0
84002105;0;0
53424119;0;0
85051144;0;0
86002154;0;0
74008169;0;0
80101840;0;0
80154260;0;0
85014043;0;0
83072082;0;0
74008433;0;0
83111302;0;0
53805051;0;0
71043075;0;0
83045229;0;0
83001511;0;0
85062091;0;0
70251306;0;0
85094136;0;0
70333302;0;0
71792051;0;0
83006064;1080792;2035388
88815704;0;0
80111245;0;0
54740050;0;0
81010918;0;0
83123455;0;0
80291492;0;0
83090068;0;0
53115865;0;0
80190355;0;0
80295774;0;0
81019380;0;0
81019448;0;0
80056473;0;0
80191874;0;0
81017244;0;0
80534024;0;0
83117705;0;0
71613034;0;0
78725036;0;0
55144071;0;0
71790048;0;0
80004910;0;0
74005637;0;0
83098236;0;0
53410548;0;0
83058172;0;0
71561035;0;0
80113068;0;0
83015297;0;0
80284968;0;0
80030346;0;0
80030379;0;0
82005108;0;0
71210013;0;0
88947481;0;0
80135970;0;0
54548198;0;0
81011346;0;0
74003269;0;0
53462010;0;0
54330951;0;0
81012302;0;0
80101790;0;0
80262287;0;0
54341248;0;0
80154906;0;0
80190298;0;0
80013003;0;0
83118299;0;0
88830060;0;0
80240192;0;0
81017962;0;0
79421016;0;0
87396333;478064;2364397
87475723;0;0
87536441;0;0
87713537;795888;2234812
87713008;805441;2261671
87713842;810511;2279092
87712620;811991;2247560
87694455;740916;2261705
87712182;809836;0
87712604;807090;2254262
87713834;810643;2271060
87478792;0;0
87142646;815743;2290123
87694430;734743;2271917
87713115;760050;2284800
87696641;694257;2267234
87696302;663832;2192375
87499897;0;0
87499913;0;0
87500819;0;0
87696534;724629;2200637
87691600;661592;2223178
87559070;662889;2223325
87696179;647623;2253794
87500900;0;0
87696161;641109;2259831
87605162;0;0
87478503;0;0
87694539;752098;2233810
87605188;0;0
87699009;751018;2141649
87694398;778222;2212948
87694646;750363;2180125
87478628;0;0
87713966;776520;2214803
87478834;0;0
87536409;0;0
87713586;785913;2208581
87606293;0;0
87725283;779796;2175979
87694620;754866;2187617
87712133;775112;2215194
87739912;781833;2214838
87725259;779675;2186447
87605352;0;0
87739961;749716;2149938
87536383;0;0
87614420;0;0
87683607;695536;2308204
87683615;695032;2305074
74020057;0;0
54535161;0;0
81038646;0;0
85090688;0;0
86006262;0;0
80320036;0;0
80143297;0;0
10344010;0;0
80154583;0;0
80004950;0;0
84003640;0;0
88923201;0;0
10321018;0;0
74021121;0;0
54566596;0;0
80251462;0;0
54339044;0;0
79420042;0;0
80220178;0;0
10365015;0;0
78725051;0;0
86000059;0;0
71609008;0;0
84003822;0;0
94904648;0;0
81010868;0;0
88336050;0;0
80112854;0;0
10004168;0;0
71102079;0;0
83086082;0;0
80223180;0;0
85073841;0;0
87598219;933313;2237089
76012013;0;0
83015206;0;0
80142901;1011493;2410143
84003905;0;0
85074955;0;0
85072793;0;0
71784009;0;0
54533307;0;0
83001347;0;0
70532903;0;0
71115162;0;0
80220566;0;0
81014597;0;0
74023960;0;0
80023713;0;0
74024210;0;0
87758847;588634;2411027
87495713;602310;2414394
87545210;598249;2406054
87681304;605738;2412198
87574913;605738;2412198
87682112;610814;2412035
87606533;0;0
87414714;0;0
87391565;595337;2423945
87382002;595017;2434148
87382259;589008;2426668
87272146;598402;2435767
87393082;592977;2423284
87382218;592819;2432592
RATdefen;592772;2432620
87758706;597109;2420331
87391532;596696;2424460
87271478;610328;2437146
87986513;0;0
87271395;606545;2436965
87986570;0;0
87758318;613008;2428364
87113217;609055;2433165
87113696;610640;2431610
87433110;610493;2430279
87164780;601060;2435477
87594952;614544;2437556
87271486;613017;2441735
87982074;0;0
87758664;599805;2423230
87590612;605477;2418471
87113712;611300;2428798
87432963;611300;2428798
87681247;607032;2421172
87495739;0;0
87546192;602680;2416599
87681858;607122;2418531
87590497;0;0
87113795;615121;2424997
87492108;605341;2420491
87276543;588213;2452522
87276550;601766;2455509
87432823;0;0
87600189;581212;2448747
87381194;570820;2462868
87276030;596725;2442406
87276055;595204;2442490
87276071;592566;2443940
87381871;588549;2442457
87381889;587217;2443592
76005223;0;0
85003053;0;0
81036251;0;0
83086629;0;0
80023945;0;0
74010405;0;0
83010306;0;0
85016030;0;0
83058164;0;0
80110072;0;0
80021568;0;0
83030197;0;0
83047027;0;0
53405795;0;0
80110338;0;0
71793000;0;0
76006262;0;0
85032300;0;0
81031336;0;0
82001297;0;0
54540930;0;0
80295527;0;0
52240002;0;0
81023259;0;0
80201996;0;0
70489203;0;0
85002022;0;0
80210591;0;0
79432005;0;0
80228114;0;0
71093013;0;0
83072116;0;0
85044867;0;0
80190629;0;0
76021840;0;0
55012898;0;0
80132571;0;0
80144105;0;0
74016880;0;0
80143263;0;0
85083188;0;0
74014761;0;0
88416081;0;0
80134130;0;0
80221291;0;0
86000091;0;0
80194084;0;0
84003251;772307;2846174
81023275;0;0
76016170;0;0
81023382;0;0
83020016;0;0
79420026;0;0
85003240;0;0
70526806;0;0
81011742;0;0
81031583;0;0
85003095;0;0
88140010;0;0
85031229;0;0
85002710;0;0
80142810;0;0
71662064;0;0
71111000;0;0
83002089;0;0
51000364;0;0
85054049;0;0
71706002;0;0
71796030;0;0
71671008;0;0
71320044;0;0
71313049;0;0
83060053;0;0
54540443;0;0
83086710;0;0
83025379;0;0
83123323;0;0
83060269;0;0
71113035;0;0
71793018;0;0
83050666;0;0
83007427;0;0
85015040;0;0
88740050;0;0
85003210;0;0
83069252;0;0
85090001;0;0
54730424;0;0
88645010;0;0
