saa_code;saa_xcoord;saa_ycoord
71372003;0;0
76023358;0;0
85090720;0;0
54556894;0;0
53411959;0;0
81038687;0;0
84002808;0;0
53335530;0;0
84001651;0;0
80210419;0;0
80020784;0;0
87734160;666340;2080747
87407577;689055;2110720
87734525;693946;2084870
87641886;610201;2089058
87395665;671974;2060370
87734442;681538;2091749
87641472;636550;2064439
87407684;691704;2101027
87641316;639566;2091249
87734053;660872;2099145
87732313;689026;2112157
87420976;638331;2128949
87395749;693448;2096449
87641423;651755;2096253
87615187;593077;1777151
87443473;600932;1801468
87615211;590303;1770320
87598755;590365;1785091
87615260;647138;1830377
87775858;750014;1842786
87775023;786152;1869457
87775221;731185;1923514
87775866;746039;1838850
87775072;760376;1869991
87775841;749965;1850330
87447540;647125;1826493
87439984;630423;1830232
87773408;744862;1854730
87781666;672365;1829927
87781179;663424;1810679
87447557;649793;1824699
87773531;718493;1834314
87783324;668476;1938887
87503524;705358;1954956
87783548;681328;1942758
87783308;672856;1945760
87784801;579601;1721540
87784892;565478;1717197
87784827;573828;1717717
87176966;561755;1719158
87784728;594728;1727875
87611509;557854;1726239
87784637;607631;1734823
87784850;573154;1715330
87784686;602751;1731972
87459016;0;0
87751313;0;0
87763466;930532;1960527
87763755;877952;1930084
87757666;986046;1852721
87745380;879944;2133620
87725812;798796;2143310
87745224;882294;2145739
87742650;881920;2142885
87420836;778892;1954713
87535096;764472;1958984
87422733;0;0
87764662;784414;1969971
87337063;761095;1953545
87764407;791018;1975719
87764688;779337;1973012
87420794;765110;1958411
87761494;798421;1997328
87764472;786773;1952971
87337022;767303;1963633
87338707;793887;1981786
87769554;804254;1977048
87761841;839710;1977660
87761874;847579;1961886
87556522;0;0
87764308;788781;1933229
87761130;794755;2023638
87741496;852918;2065402
87747626;858527;1986096
87747402;870990;2026426
87761239;824872;2071595
87747493;887215;2054884
87722652;790353;2052940
87392829;869706;2027271
87722579;797723;2063169
87747576;863839;2010844
87747287;855256;2045682
87726711;755508;2045776
87726448;735876;2068626
87734509;710708;2091626
87726802;733636;2117022
87726174;759773;2050592
87726422;744201;2060434
87721787;773712;2103176
87722710;789052;2080458
87721704;787986;2089225
87721225;795012;2095204
87722702;789304;2084502
87721860;766768;2120162
87721555;781084;2093949
87721175;791975;2088098
87722207;792799;2082690
87721290;789455;2103680
87728501;795908;2081515
87721472;763174;2101017
87465492;0;0
87124065;0;0
87124057;466746;1919028
87586594;492731;1944962
87464701;0;0
87465021;423215;1895843
87134411;471236;1925655
87586404;467222;1916021
87586495;494734;1955160
87465591;470354;1933623
87672162;385954;1809385
87465187;360030;1781996
87465245;359153;1777929
87672634;372476;1797994
87672824;362115;1772088
87673640;294524;1826873
87677104;267222;1827329
87672790;358989;1776073
87448860;392606;1811261
87465153;360213;1802239
87448886;387902;1813228
87448902;380425;1814372
87672766;360240;1787630
87464941;0;0
87672832;363332;1767463
87673616;292536;1832901
87443986;526920;1792864
87130872;562513;1784221
87448761;558291;1785938
87443994;524366;1797298
87611517;555723;1731780
87615690;560096;1770120
87130849;558890;1739302
87232132;508283;1764127
87440255;553276;1786392
87443937;0;0
87446997;542301;1786871
87444273;521791;1803614
87137158;540011;1760653
87611327;542194;1782337
87611350;540968;1798822
87587931;0;0
87146639;585992;1952601
87442384;586984;1922957
87442558;611595;1920488
87613232;594766;1946902
87613695;593237;1951191
87177170;638683;1931378
87138370;625325;1930877
87138438;643944;1929407
84003343;0;0
84003376;0;0
80145110;0;0
84003392;0;0
54531202;0;0
79422014;0;0
74015792;0;0
86007690;0;0
80252791;0;0
83058180;0;0
10324012;0;0
85011577;0;0
70367904;0;0
71511000;0;0
83118117;0;0
85015099;0;0
53553010;0;0
71703025;0;0
53335505;0;0
88945089;776270;2756467
88318071;0;0
86000612;0;0
74035923;0;0
74035485;0;0
70317206;0;0
80252692;0;0
74039727;0;0
80103739;0;0
80081828;0;0
71821009;0;0
81004400;0;0
81021287;0;0
85063024;0;0
85063032;0;0
85014035;0;0
81036335;0;0
80135723;0;0
70126805;0;0
85083915;0;0
76022343;0;0
81011056;0;0
76013144;0;0
88620187;0;0
76021832;0;0
81011049;0;0
70477109;0;0
80290346;1102566;2442468
72234500;0;0
10004242;0;0
54349720;0;0
79420018;0;0
54735159;0;0
80020420;0;0
81023291;0;0
71511030;0;0
76021030;0;0
84001925;0;0
78725176;0;0
80103168;0;0
76013706;0;0
70544809;0;0
80141218;0;0
80228122;0;0
84842000;0;0
87321943;317512;2138600
87389882;343713;2150662
87437798;330692;2135695
87491357;379327;2108513
87321919;317950;2134655
87491001;370169;2087380
87485474;397437;2154541
87485359;381425;2132002
87489088;394347;2203131
87485508;410307;2156403
87344440;400099;2214645
87519009;427248;2186896
87324095;450168;2187448
87449298;518066;1829575
87449207;0;0
87446930;523378;1834387
87177295;573633;1827649
87449199;0;0
87611657;522164;1860065
87620195;517603;1814697
87611939;522974;1844312
87611301;528254;1842329
87611004;528618;1845908
87440347;528523;1846136
87442194;542576;1850159
87443598;549997;1822360
87462382;458717;1849320
87184275;952283;2301436
87182733;954213;2346854
87533620;975213;2316654
87182634;946467;2333770
87200659;965581;2376230
87182600;950826;2329769
87182469;953321;2316893
87472605;956699;2323072
87182360;964848;2351248
87757757;975676;1849944
87756775;1001313;1874733
87756809;1003542;1883774
87756486;1015376;1877261
87756007;999176;1869644
87756460;1012609;1875555
87756361;1001462;1868850
87751404;851638;1840624
87753657;785301;1856375
87751784;868302;1805297
87751719;852330;1814771
87759316;846651;1821438
87751701;854441;1814599
87753509;818185;1824916
87753582;837149;1819726
87753558;825252;1818478
87751800;846069;1827070
87755223;878144;1799117
87757518;958143;1835246
87458984;0;0
87757567;969214;1836568
87755264;888587;1796976
87755009;892807;1798432
87765198;805084;1896597
87751362;855634;1858790
87240085;811655;1935388
87214254;979574;2391788
87407320;996865;2438179
87193672;947123;2456959
87213686;1000487;2425468
87214510;993052;2408535
87215491;945051;2451147
87214502;994164;2409032
87006247;988204;2433748
87212142;990000;2430674
87212100;996660;2418745
87213884;988057;2440491
87215723;963750;2447551
87214320;980750;2402075
87214783;953728;2382774
87215459;947920;2448108
87212225;969525;2428034
87212159;986974;2430200
87212209;973388;2430429
87212027;998169;2412168
87214635;969325;2403653
87212175;980212;2428879
87215426;947281;2441678
87674143;959969;2318719
87182709;968744;2329073
87721332;784714;2112157
87723361;808524;2075467
87741256;909969;2068191
87746115;880786;2093765
87741272;910805;2062623
87741009;879642;2069779
87749465;873824;2127412
87742007;939597;2030783
87741728;927830;2062754
87742320;915180;2038869
87745596;910467;2149057
87746768;949184;2110728
87746826;952801;2114610
87745679;925966;2164104
87746412;931656;2122007
87746305;906796;2126349
87746719;943210;2112357
87746875;955634;2125116
87641068;656346;2133494
87696435;708547;2171049
87641050;650025;2136197
87323675;621150;2148427
87417840;621422;2147207
87589804;621421;2162561
87405068;689759;2114100
87589408;680854;2148343
87783167;656818;2006693
87110197;633184;2037237
87407650;634043;2036067
87645135;588657;1995958
87645481;641961;2012196
87408831;609961;2039285
87645606;649681;2019328
87110213;614402;2037690
87731885;705605;1991814
87734681;715102;2012136
87407569;682069;2032953
87734731;730081;2024188
87734319;690856;2011847
87440701;710754;2013702
87409474;692247;2023680
87407965;722123;2005762
87734749;733554;2023750
87395962;677097;2045052
87734715;724437;2017700
87734723;723799;2021497
87734574;709217;2061999
87734590;708671;2046824
87407536;617538;2072025
87407940;672372;2052859
87462754;563842;1932566
87146472;629456;1932555
87442467;600480;1910769
87783795;650342;1926860
87442376;592421;1923035
87442715;650193;1885928
87613877;579495;1941650
87448993;658642;1924846
87613893;576062;1927443
87613661;590576;1950685
87611715;457650;1759670
87443697;531457;1836577
87611236;457345;1756469
87446880;520484;1820319
87442160;536885;1849686
87442871;545058;1863507
87611665;519840;1865451
87170811;461834;1769403
87611376;533723;1811788
87446898;521755;1823731
87442236;552664;1842360
87176974;457074;1787255
87612028;534975;1836832
87611210;458711;1765337
87447813;523714;1856879
87618819;487037;1787533
87165852;539505;1858200
87462846;534442;1849331
87173542;457437;1758379
87462804;0;0
87450601;425155;1864957
87618694;412295;1848056
87166207;482330;1848027
87617126;437214;1831777
87617191;0;0
87450585;415203;1869193
87177402;443609;1836789
87443218;460267;1839363
87443234;459471;1835819
87619577;410842;1847257
87450205;0;0
87177485;437918;1832905
87462796;0;0
87462739;402234;1854864
87620021;510830;1944548
87517953;538338;1991435
87407551;560666;1990880
87677021;529916;1941009
87613588;560936;1942709
87442673;544850;1933596
85020073;0;0
76013474;0;0
55162206;0;0
86008573;0;0
83085225;0;0
74042846;0;0
76007062;0;0
55011312;0;0
85000281;0;0
80143305;0;0
83110197;0;0
83069229;0;0
85071001;0;0
74040964;0;0
80016402;0;0
86000976;0;0
10333013;0;0
71202044;0;0
56139030;0;0
71142133;0;0
80012351;0;0
74041855;0;0
79422030;0;0
80251041;0;0
83020388;0;0
83017087;0;0
83033175;0;0
80155713;0;0
85094086;0;0
81223073;0;0
94780064;0;0
85016022;0;0
54531806;0;0
54365759;0;0
54156067;0;0
74043372;0;0
74043513;0;0
10003764;0;0
10003772;0;0
55104471;0;0
76023374;0;0
83117093;0;0
81223040;0;0
74044289;0;0
74046045;0;0
80132506;0;0
86002238;0;0
83025890;0;0
83003400;1024617;1879876
76013086;0;0
87182378;963147;2349811
87182196;971903;2311154
87710731;0;0
87718312;867886;2250905
87715169;902655;2216437
87715219;901081;2204574
87718437;894602;2262764
87715268;906384;2204882
87715144;895422;2215083
87718320;863087;2248444
87718114;869224;2246543
87715102;873416;2212844
87718270;833931;2175106
87718221;848301;2195745
87718189;856471;2210402
87718197;852356;2207952
87567008;846258;2208088
87142182;862575;2323996
87142711;844103;2281429
87143420;851415;2289308
87185454;865113;2289164
87435123;0;0
87435107;0;0
87185173;884821;2297895
87142703;842924;2286367
87185439;876320;2293484
87185421;878781;2295627
87316562;856285;2318235
87300822;942990;2297402
87481267;268302;2240712
87481853;265661;2276461
87481168;321311;2263590
87481721;266864;2265899
87481432;323062;2240675
87481416;317391;2246910
87481259;270678;2238210
87481424;320739;2244772
87481218;290849;2243207
87481234;281251;2242516
87463125;285361;2242315
87481838;276276;2270930
87484386;346614;2269286
87487843;393601;2274098
87484154;389909;2298985
87462960;0;0
87487819;415019;2268129
87487603;417825;2254929
87213439;372111;2318185
87478552;396619;2354250
87478537;385088;2353057
87181222;972986;2354387
87565093;976490;2366456
87303875;969400;2354956
87182543;956479;2348204
87534347;970154;2318130
87116566;672266;2441630
87296004;669177;2538589
87297119;696246;2517672
87296129;712158;2538145
87297150;699874;2526361
87588418;0;0
87276717;590570;2466322
87381228;566143;2473846
87272112;614760;2467021
87588376;610659;2472727
87279117;615613;2511872
87313841;563122;2526729
87316398;595376;2482525
87313585;593111;2484101
87276303;627739;2482832
87276733;630303;2484726
87276782;648499;2509122
87276287;612347;2458813
87276329;619385;2479162
87588467;613882;2512469
87313288;606461;2496754
87448951;583718;2495784
87313593;591570;2485605
87316208;619958;2500668
87313072;622115;2556630
87313213;604409;2538880
87315259;648294;2546837
87317503;546409;2563293
87316109;604041;2533632
87316349;631667;2526828
87313494;652964;2527256
87315267;632574;2530256
87313122;576045;2557299
87342030;628515;2566634
87588665;617110;2516562
87313106;586046;2550040
87313460;627003;2536285
87588632;632604;2521559
87588590;632960;2522571
87317511;542673;2562813
87387142;504750;2444166
87393603;487341;2419692
87387001;513153;2447374
87393553;515900;2420313
87444315;481867;2457851
87734103;663879;2104694
87731703;711243;2066578
87734152;664716;2082384
87734046;662666;2092880
87641274;628720;2071911
87734582;708685;2054416
87327601;636408;2131242
87734194;668665;2068612
87409433;670565;2089155
87408989;688191;2107312
87408955;689037;2112173
87641092;638444;2130050
87409516;693291;2095099
87734186;667840;2074214
87615229;589174;1768143
87615120;598399;1794730
87781161;658125;1803735
87615161;590729;1783751
87615146;596070;1789945
87443515;579609;1808799
87775288;740037;1904536
87775825;753244;1855336
87775254;735731;1913544
87775239;731004;1918469
87775361;750947;1885030
87781278;691772;1813463
87447565;0;0
87781575;669230;1856849
87773002;724967;1846108
87781542;665953;1868174
87773465;731426;1849530
87781260;688490;1813221
87111864;689182;1942999
87775148;719501;1951478
87783290;673762;1947493
87783605;692702;1947505
87784298;664947;1720174
87784207;651582;1732834
87611483;564475;1717222
87784736;593940;1726495
87784819;575512;1720863
87611491;557634;1724190
87784520;633255;1741517
87784702;598914;1729252
87784884;567353;1717056
87751495;911397;1906319
87751230;893499;1902408
87763425;912815;1957248
87763003;897917;1958522
87757674;986592;1854413
87723734;802585;2106218
87743112;829334;2126062
87743336;837902;2140241
87158170;889431;2151422
87743328;836209;2137264
87761270;783437;2029753
87420828;763137;1946745
87420430;788626;2037169
87336958;800766;1995668
87337097;768379;1954849
87420505;788951;1976266
87337071;762879;1957920
87233395;785948;2031122
87420802;786746;1952985
87764811;758317;1948572
87420752;772877;1954849
87769612;802850;1987349
87761221;800212;1986067
87240069;804601;1938645
87240242;793038;1945125
87761817;826583;1970066
87240275;810478;1941517
87763029;808395;2002478
87723452;837240;2066902
87747220;841658;2048768
87747329;854434;2040991
87747519;864606;2019503
87723494;848913;2065503
87747568;865099;2010461
87723478;843011;2067015
87417501;878297;2032267
87726406;749903;2059757
87726869;743833;2092525
87726877;747376;2084415
87721050;745536;2111460
87726307;770505;2054819
87726851;738836;2099954
87721035;754228;2109814
87721431;777257;2095123
87722728;789103;2077748
87721415;785439;2099815
87721449;788418;2093461
87721506;790016;2087996
87722405;789603;2067928
87409771;768959;2109141
87723197;796248;2087623
87721159;793699;2088153
87721464;767398;2099099
87721282;791505;2101691
87721811;770565;2107487
88440080;0;0
83060400;0;0
88451468;0;0
71223081;0;0
71793117;0;0
81036566;0;0
71102004;0;0
83006007;0;0
85013037;0;0
24120006;0;0
78711606;0;0
81011254;0;0
80144246;0;0
80010710;0;0
80100024;0;0
54335422;0;0
74017012;0;0
80224147;0;0
80194027;0;0
80145029;1082402;2452055
80054916;0;0
80145821;0;0
80226050;0;0
82001123;0;0
80142083;1097693;2459945
80010546;0;0
84003061;0;0
70268508;0;0
70144402;0;0
74029595;0;0
80295253;0;0
80151894;0;0
54368951;0;0
87116376;666864;2422802
87276253;612122;2450178
87116681;668154;2465878
87396747;492130;2332633
87605386;0;0
87286245;646657;2635090
87141648;880614;2384375
87406090;829690;2503971
87476788;0;0
87405621;908557;2397244
87407064;929997;2413241
87117168;924556;2411957
87194274;837159;2499030
87141481;882685;2409489
87141267;912811;2391353
87117473;858451;2407240
87141002;882566;2417033
87396572;444557;2300663
87358622;0;0
87396325;473791;2355517
87396036;440398;2348272
87396556;441465;2321544
87396580;444790;2308787
87396259;411316;2354265
87396234;416665;2356503
87396051;440481;2355759
87320747;259223;2220024
87486332;340725;2193388
87463026;0;0
87485078;347025;2152531
87486423;294007;2186316
87487314;359323;2199543
87486571;273000;2197392
87334177;351552;2161088
87473546;174167;2394268
87473561;168297;2387274
87478156;279335;2397444
87473389;220970;2365780
87473322;218483;2394382
87473272;262832;2401210
87473181;172247;2416639
87473579;185457;2401652
87473819;193928;2417114
87414284;163079;2380071
87474387;0;0
87474015;110030;2397734
87474239;112770;2404339
87474098;120698;2352437
87414334;136465;2432254
87478339;0;0
87474676;149673;2353734
87334490;306767;2353262
87478040;301922;2379985
87471607;338307;2378253
87471060;290715;2355292
87471094;269621;2366488
87471177;292429;2327198
87471359;321546;2330368
87478107;280143;2414176
87471169;293350;2330062
87476200;199612;2311455
87335208;266597;2335165
87322008;235395;2339776
87476234;190809;2320897
87322966;246644;2336395
87674895;216335;2360156
87476648;202566;2311062
87313767;558133;2529981
87419135;528664;2532117
87411819;510966;2512034
87413732;447016;2509461
87381293;556596;2498417
87413203;442253;2502476
87415141;511617;2533464
87413716;444173;2505440
87411645;482040;2537167
87413740;446498;2511491
87411173;503464;2479154
87439083;489628;2522355
87411470;542348;2515244
87413336;456521;2511418
87465690;602224;2229163
87441543;583324;2221635
87317727;578011;2235704
87317701;578895;2236428
87576322;611429;2191849
87576405;611214;2232951
87314880;637820;2259318
87394205;529915;2382600
87394007;536694;2383602
87394221;518492;2384185
87394015;534607;2382287
87394247;511620;2387233
84006528;0;0
86000919;0;0
76023309;0;0
54354423;0;0
80144741;0;0
80085217;0;0
88414003;0;0
51033506;0;0
70140202;0;0
84006841;0;0
80154237;0;0
80224048;0;0
81021345;0;0
80145557;0;0
81011650;0;0
85031237;0;0
81010033;0;0
80260943;0;0
85021154;0;0
76002162;0;0
80130583;0;0
71101030;0;0
84002071;0;0
80214569;0;0
87756338;989924;1862941
87756395;1007819;1870771
87757591;972609;1846677
87751529;1000315;1871829
87756254;993868;1864364
87756478;1014523;1875821
87757641;983017;1852048
87756882;1021141;1912810
87319012;841563;1832693
87751776;861670;1808860
87751602;842279;1822528
87751826;845237;1823286
87751644;845902;1820721
87753491;817631;1826703
87753251;834419;1835930
87753764;822323;1852468
87755447;935915;1837037
87755611;904020;1800831
87757500;956336;1835506
87755629;908770;1797014
87757559;966359;1836029
87757526;959310;1834735
87755330;901990;1805821
87765412;803937;1884526
87765107;798841;1907140
87765453;813786;1884172
81014571;0;0
10005074;0;0
54735720;0;0
86003277;0;0
52160002;0;0
85002071;0;0
86006080;0;0
85074831;0;0
78766600;0;0
80145185;0;0
80254649;0;0
81016501;0;0
85016857;0;0
80252965;0;0
83068072;0;0
54566406;0;0
84005751;0;0
81038653;0;0
80240622;0;0
74037510;0;0
76011148;0;0
80263970;0;0
51000273;0;0
80201145;0;0
87722538;796090;2077087
87722546;793497;2072699
87177576;792178;2069305
87741769;936590;2070786
87741793;945747;2078438
87741298;908443;2050747
87741462;862346;2063886
87741611;905952;2073640
87741702;923938;2066333
87741223;898163;2069131
87746008;893625;2107269
87462085;951239;2112305
87746834;953547;2115851
87746743;946028;2109119
87745620;914798;2152982
87746701;939815;2112370
87745430;889540;2133780
87745646;918770;2160502
87696336;678680;2160829
87101998;628182;2139023
87732404;667142;2122286
87408906;621203;2177695
87696328;676836;2173970
87732206;684413;2134914
87409490;619364;2180787
87395855;682186;2146388
87732008;684540;2125786
87645002;607819;1991148
87645119;596324;1990904
87645473;632815;2010103
87645267;600655;2024583
87645176;592389;1987367
87408948;658660;2005623
87003707;607815;2038178
87645192;592002;1983985
87731828;700250;2014399
87731786;710923;2021025
87407692;689381;2026083
87734707;723461;2014643
87407981;693276;2012713
87589705;708601;2028314
87734699;722627;2005890
87726661;750822;2034764
87731802;694714;2018019
87630244;752120;2029137
87407502;677517;2044477
87589606;636757;2102824
87562421;664126;2088319
87395657;677102;2046389
87731604;701488;2097125
87192435;866537;2452345
87141523;877784.66;2407076.55
87141374;915473.1;2401062.14
87405753;861548;2414022
87192732;862401.7;2473556.41
87141606;878245.78;2393533.26
87175042;808106;2423210
87192658;844852;2481540
87534065;0;0
87175828;850110.95;2416295.19
87175018;794579.51;2428368.32
87192419;872401;2457499
87215152;955180;2424149
87192302;923800;2443352
87215335;943116;2433738
87193177;905155;2485048
87193409;916218;2475052
87406744;885528;2488757
87215251;944161;2429736
87193805;965488.22;2458076.24
87406892;933021;2464914
87215400;944187;2437697
87191742;876665;2480373
87191601;883186;2494000
87191239;871740;2487884
87117499;898332;2481616
87215178;952985;2427413
87191346;890725;2486054
87191213;869212;2488918
87193813;969023;2456573
87191106;878563;2475376
87192070;879650;2466698
87215327;937894;2439183
87476911;900221;2446696
87215418;944446;2439756
87213272;982672;2455549
87192104;899526;2451954
87191734;874032.29;2479705.86
87193318;920305;2463122
87193714;943855;2455037
87407106;946159;2425312
87477646;946756;2425064
87406934;972220;2462150
87191635;891181.56;2501500.66
87192112;902218;2450353
87191304;881437.26;2491777
87144188;932165;2365755
87144782;926380;2368700
87405613;925834;2365768
87144386;955492;2379251
87592873;474250;2098217
87592881;470399;2099834
87583849;433848;2116749
87491019;356749;2104218
87575498;494356;2149659
87575704;452348;2171382
87575175;459424;2197153
87485532;423634;2160211
87595157;475400;2033057
87595751;487033;1983970
87592501;493608;2060958
87584235;441423;1983579
87595207;468404;2022003
87595298;443742;2005721
87595249;457309;2017029
87595827;511901;1986840
87594408;518482;2015549
87595892;497784;1959292
87581850;374157;1993061
87581009;371173;1984856
87584136;412043;1986891
87582403;359615;1979250
87582619;329729;1965818
87581314;342624;2039058
87581181;367404;2001444
87581231;357399;2014032
87582767;390354;1956567
87491282;376372;1992602
87582833;399420;1955913
87582643;323851;1965680
87581389;334414;2066730
87671479;347559;1894553
87451658;0;0
87673293;295581;1850092
87465096;380612;1880258
87464784;0;0
87464867;0;0
87465534;463870.08;1913078.38
87586693;440170;1923989
87465583;467752;1919876
80212514;0;0
83018283;0;0
83045328;0;0
88964122;0;0
83118125;0;0
85001214;0;0
53107706;0;0
85042986;0;0
83118232;0;0
83006106;1067883;2016251
85083998;0;0
83122382;0;0
81010645;0;0
80160432;0;0
80153361;0;0
86006676;0;0
10311274;0;0
94381582;0;0
80137372;0;0
53571018;0;0
83071050;0;0
85074963;0;0
80143768;0;0
81011551;0;0
76023226;0;0
80534057;0;0
76023077;0;0
74009001;0;0
81036525;0;0
55034918;0;0
88141184;0;0
81012377;0;0
84002329;0;0
80110650;0;0
85061002;0;0
80143503;1010605;2347536
81015834;0;0
80130476;0;0
85074781;0;0
80056374;0;0
80221879;0;0
80295873;0;0
71691105;0;0
74012963;0;0
80534081;0;0
88612000;0;0
80144972;1068828;2464259
85010082;893578;2141551
88840040;0;0
71154104;0;0
83115055;0;0
85052142;0;0
85033100;0;0
70476002;0;0
80014910;0;0
85051193;0;0
85074740;0;0
85062109;0;0
94940060;0;0
71050005;0;0
74041020;0;0
86007559;0;0
83027128;0;0
80103820;0;0
85001248;0;0
84006213;0;0
10342014;0;0
74043760;0;0
54351627;0;0
85011031;908304;2198161
74045906;0;0
83045310;0;0
53606582;0;0
86006627;0;0
86000737;0;0
79439109;0;0
83025932;0;0
80137414;0;0
54735522;0;0
20174300;0;0
80151225;0;0
10003343;0;0
94454603;0;0
83061663;0;0
83004580;0;0
71652081;0;0
71601005;0;0
80264887;0;0
74045252;0;0
83042069;0;0
79421008;0;0
78767608;0;0
80155887;0;0
83065136;0;0
10004135;0;0
88926923;0;0
55033506;0;0
83123497;0;0
76005082;0;0
86006056;0;0
79423152;0;0
56132001;0;0
76006098;0;0
53516070;0;0
85062174;0;0
74038604;0;0
83027086;0;0
54541334;0;0
54736223;0;0
71352005;0;0
87734491;705577;2098282
87566869;657265;2102284
87405423;710568;2043273
87734202;671663;2060813
87395673;671331;2061524
87408872;681054;2092530
87731653;692055;2089405
87407718;691693;2101218
87409466;690826;2093999
87409425;639990;2092573
87534073;636529;2076417
87589846;639120;2104262
87409508;694047;2095690
87570374;651426;2098038
87443499;587155;1805723
87615286;601246;1801691
87443531;560465;1816272
87781104;654511;1798953
87138065;569625;1817607
87443523;563581;1815097
87775809;760171;1860153
87775379;750380;1880204
87775791;761931;1861092
87775064;772512;1871775
87775106;755671;1863726
87773457;734905;1851573
87440263;630110;1830412
87773424;741831;1854820
87781294;697427;1813625
87447607;660921;1813638
87440321;634139;1831960
87773515;722461;1839117
87783654;705576;1949860
87783563;685471;1944847
87734350;720516;1971364
87734343;711158;1982918
87784876;568046;1714300
87784843;574569;1715528
87784769;587931;1723341
87784629;612263;1737717
87784868;570392;1712957
87784264;663098;1723582
87784660;604615;1733361
87784157;647604;1759349
87784611;615703;1738307
87751453;896001;1901146
87751321;878381;1875208
87763557;933932;1985655
87763508;939317;1972985
87756379;1002855;1868901
87142497;847305;2349086
87146241;921361;2342065
87405969;888473;2365612
87144527;926625;2332236
87144303;855009;2348973
87144295;859796;2351267
87174482;881994;2371332
87141291;848524;2378447
87146290;920339;2379879
87144535;929111;2330642
87405696;0;0
87146233;921012;2336152
87405928;925237;2332399
87144568;935261;2326826
87141259;851395;2383408
87144543;930770;2329610
87174425;899686;2362735
87144063;896411.41;2379147.81
87212308;998446;2415147
87212134;994456;2428409
87212183;977030;2429358
87212357;1012355;2433313
87214544;985999;2406913
87214148;992245;2393685
87394171;539836;2387416
87597120;537299;2177238
87597377;530031;2209848
87597401;516432;2216730
87304691;578843;2218281
87597070;563896;2209306
87597039;578031;2231839
87206771;516567;2218002
87576231;545289;2246320
87571638;457090;2253552
87337543;496288;2243396
87422402;493094;2289102
87574491;503932;2259771
87571430;486287;2252489
87110288;473389;2262313
87571513;472128;2271621
87110320;465656;2284504
87571455;491302;2247440
87571653;450599;2253869
87571851;468628;2264932
87465724;486228;2247243
87574434;485459;2264622
87574004;523820;2287809
87574301;517992;2280651
87543140;576390;2288315
87574194;537698;2301040
87212332;1007878;2425089
87213223;989718;2447276
87212506;973653;2433438
87674218;970988;2429054
87117614;0;0
87213660;1002655;2429962
87110643;977023;2448214
87213819;978625;2441095
87214643;967391;2403404
87213256;987940;2452425
87407288;988547;2452296
87215632;950881;2455341
87212407;1017883;2441321
87212373;1016611;2439725
87407379;948071;2446353
87438879;0;0
87213108;996802;2439246
87212365;1015157;2436934
87213587;0;0
87213405;1001257;2445965
87212316;1004112;2421503
87214676;964432;2401311
87182113;986832;2305483
87182410;962096;2322528
87182014;973186;2353357
87182626;947547;2332298
87182618;948394;2331479
87182477;950758;2316832
87182725;970974;2335481
87588715;729516;2525098
87171751;710216;2504351
87296442;669444;2518459
87297218;724218;2525809
87272120;615610;2467333
87313569;600546;2477405
87316422;585403;2490791
87276725;592993;2462865
87313304;605865;2487543
87299867;612105;2508971
87272096;587928;2468326
87313742;563456;2517607
87588491;615632;2510300
87381210;568575;2469267
87588442;612401;2506099
87313726;572354;2508285
87316406;590135;2487103
87279109;607460;2503488
87313403;626806;2492944
87276352;613335;2477816
87276402;605954;2468490
70646901;0;0
81038661;0;0
81017269;0;0
84002634;0;0
83060392;0;0
85014928;0;0
71374108;0;0
71103028;0;0
81021352;0;0
80227496;0;0
10002006;0;0
80080739;0;0
81011841;0;0
74013748;0;0
81011122;0;0
80010934;0;0
80053538;0;0
84002949;0;0
10002188;0;0
76013359;0;0
70521906;0;0
54334540;0;0
85063172;0;0
88215194;0;0
80140319;0;0
84003095;0;0
87276493;598936;2451983
87276469;595830;2461141
87600130;586613;2446838
87994228;617208;2445134
87994566;0;0
87381426;582965;2449131
87381186;571722;2458458
87276626;592260;2447038
87276535;590197;2454880
87172122;773692;2570211
87112334;803683;2519634
87172320;795094;2522768
87297267;741928;2531371
87172130;777649;2574413
87172189;776550;2529014
87172023;773380;2537720
87172346;801904;2522727
87173302;788122;2524049
87215707;771678;2365748
87398735;776062;2362016
87139519;726949;2369610
87118414;718250;2339613
87110379;725242;2349179
87215574;785770;2352828
26081406;0;0
83123174;0;0
81017376;0;0
74040782;0;0
54532895;0;0
71672006;0;0
85091892;0;0
10311183;0;0
85093690;0;0
71921020;0;0
74042978;0;0
10355016;0;0
83060152;0;0
71621045;0;0
83111120;0;0
54531608;0;0
54365551;0;0
54349241;0;0
82001360;0;0
54570200;0;0
20533364;0;0
56130831;0;0
80294298;0;0
80146019;0;0
74043141;0;0
54365858;0;0
87134353;465011;1907858
87465500;0;0
87465575;464564;1916551
87462101;490382;1944288
87465526;408308;1898933
87586305;465760;1904948
87464974;440365;1905745
87464966;0;0
87586479;421593;1950475
87586446;484360;1939073
87465161;360574;1798062
87673004;291744;1840213
87517912;360498;1801203
87672139;390035;1801143
87672527;338444;1812370
87448977;405476;1807984
87673632;293264;1828407
87672550;337583;1807919
87672113;393368;1794934
87672733;361016;1799296
87614156;0;0
87677120;275683;1828654
87610253;326547;1819676
87465112;0;0
87757625;978747;1850387
87565143;1057477;1945963
87756387;1004791;1870770
87756494;1017236;1878582
87756056;997248;1868328
87756346;992116;1863297
87757583;972325;1845497
87756304;987487;1859394
87751750;862474;1815796
87753574;832355;1818912
87753418;814051;1838414
87751081;849486;1815297
