prefixe;libelle;codeuic;coderesarail;codemnemo;tarentaise;localite;banlieue;pang;bipass;particularites;nrzonebanlieue;indicgp;numdep
0;CHAPONOST;87722710;FRCRR;CHAPO;;0;0;0;0;0;0.0;N;69
0;CHAPONVAL;87276162;FRCFM;FRCFM;;0;0;0;0;0;75.0;N;95
2;CHAPUS;99348383;FRCIU;FRCIU;;0;0;0;1;0;0.0;N;17
0;CHARBONNIERES (LOCALITE);69072153;FRNRS;FRNRS;;1;0;0;0;0;0.0;N;69
0;CHARBONNIERES LES BAINS;87721530;FRHCW;CHARB;;0;0;0;0;0;0.0;N;69
0;CHARD;87484071;FRGWZ;FRGWZ;;0;0;0;0;0;0.0;N;23
0;CHARENCY VEZIN;87194258;FRBTK;CHARV;;0;0;0;0;0;0.0;N;54
0;CHARGEY LES GRAY;87142711;FRAWC;CHARG;;0;0;0;0;0;0.0;N;70
0;CHARIEZ;87117200;FRBNH;MONTU;;0;0;0;0;0;0.0;N;70
3;CHARITE SUR LOIRE;87696195;FRGSL;LCHAR;;0;0;0;0;0;0.0;N;58
0;CHARIX LALLEYRIAT;87745737;FRHSU;CHARX;;0;0;0;0;0;0.0;N;1
0;CHARLES DE GAULLE ETOILE;87758003;FRIBP;FRIBP;;0;1;0;0;0;75.0;N;75
0;CHARLEVILLE MEZIERES;87172007;FRXCZ;CHARL;;0;0;0;0;0;0.0;O;8
0;CHARMES LA COTE;87141713;FRATO;CHRMC;;0;0;0;0;0;0.0;N;54
0;CHARMES SUR RHONE CENTRE;87761510;FRCME;FRCME;;0;0;0;0;0;0.0;N;7
0;CHARMES VOSGES;87144055;FRAXO;CHAES;;0;0;0;0;0;0.0;N;88
0;CHARMOILLE;87117424;FRANM;CHRML;;0;0;0;0;0;0.0;N;70
0;CHARMOY FAYL BILLOT;87142158;FRAUG;CHARM;;0;0;0;0;0;0.0;N;52
0;CHARNAY LES MACON VOIE VERTE;87725390;FRHGM;CHARC;;0;0;0;0;0;0.0;N;71
0;CHAROLLES;87694885;FRGRX;FRGRX;;0;0;0;0;0;0.0;N;71
0;CHAROST;87304659;FROST;FROST;;0;0;0;0;0;0.0;N;18
0;CHARS;87381194;FRDCK;CHARS;;0;0;0;0;0;75.0;O;95
0;CHARTRES;87394007;FRQTJ;CHART;;0;0;0;0;0;0.0;O;28
0;CHARTRES (LOCALITE);28039400;FRHTS;FRHTS;;1;0;0;0;0;0.0;N;28
0;CHARTRES GARE ROUTIERE;87137810;FRCTG;FRCTG;;0;0;0;0;0;0.0;O;28
0;CHARTRETTES;87682419;FRGMC;CHRTT;;0;0;0;0;0;75.0;N;77
0;CHASSAL;87743609;FRHQX;CHSSL;;0;0;0;0;0;0.0;N;39
0;CHASSE SUR RHONE;87722561;FRCSR;CHARH;;0;0;0;0;0;0.0;O;38
0;CHASSENEUIL SUR BONNIEURE;87583443;FRFDE;CHBON;;0;0;0;0;0;0.0;N;16
0;CHASSENEUIL VIENNE;87575225;FREWF;CHAIL;;0;0;0;0;0;0.0;N;86
0;CHASSERADES;87775148;FRIJU;CHADS;;0;0;0;0;0;0.0;N;48
0;CHASSIGNY;87117234;FRAMT;CHASS;;0;0;0;0;0;0.0;N;52
0;CHATEAU ARNOUX MAIRIE;87751222;FRHXG;CARNA;;0;0;0;0;0;0.0;O;4
0;CHATEAU ARNOUX ST AUBAN;87751230;FRCAA;CHARN;;0;0;0;0;0;0.0;O;4
2;CHATEAU D'OLERON;87339499;FRCTE;FRCTE;;0;0;0;0;0;0.0;O;17
0;CHATEAU DU LOIR;87396606;FRCDL;CLOIR;;0;0;0;0;0;0.0;O;72
0;CHATEAU DU LOIR COLLEGE BERCE;87462945;FRHLT;FRHLT;;0;0;0;0;0;0.0;O;72
0;CHATEAU DU LOIR HOTEL DE VILLE;87389114;FRDHF;FRDHF;;0;0;0;0;0;0.0;N;72
0;CHATEAU DU LOIR RACAN;87462952;FRHLP;FRHLP;;0;0;0;0;0;0.0;N;72
0;CHATEAU DU LOIR VILLE;87939660;FRNAF;FRNAF;;1;0;0;0;0;0.0;N;72
0;CHATEAU GAILLARD;87543066;FREPK;CHGAI;;0;0;0;0;0;0.0;N;28
0;CHATEAU GONTIER (JOFFE);87213439;FRTCT;FRTCT;;0;0;0;0;0;0.0;O;53
0;CHATEAU GONTIER (LOCALITE);53048465;FRTCL;FRTCL;;1;0;0;0;0;0.0;N;53
0;CHATEAU LA VALLIERE;87396630;FRDMQ;CHVAL;;0;0;0;0;0;0.0;N;37
0;CHATEAU L'EVEQUE;87595165;FRFLA;CHAEQ;;0;0;0;0;0;0.0;N;24
0;CHATEAU RENAULT;87574665;FREVE;CRENA;;0;0;0;0;0;0.0;O;37
0;CHATEAU RENAULT (LOCALITE);37057466;FRQTV;FRQTV;;1;0;0;0;0;0.0;N;37
0;CHATEAU RENAULT PL.JEAN JAURES;87422402;FRRRC;FRRRC;;0;0;0;0;0;0.0;N;37
0;CHATEAU RENAULT SALLE DES FETE;87422394;FRTTR;FRTTR;;0;0;0;0;0;0.0;N;37
0;CHATEAU THIERRY;87116582;FRXCY;CTHIE;;0;0;0;0;0;0.0;O;2
0;CHATEAUBOURG;87471524;FRDXN;CHBOU;;0;0;0;0;0;0.0;N;35
0;CHATEAUBRIANT;87481648;FRCTB;FRCTB;;0;0;0;0;0;0.0;O;44
0;CHATEAUDUN;87545756;FRCUN;CDUN;;0;0;0;0;0;0.0;N;28
0;CHATEAULIN EMBRANCHEMENT;87474064;FREAL;CHEMB;;0;0;0;0;0;0.0;N;29
0;CHATEAUNEUF BUJALEUF;87592105;FRFGO;CHBUJ;;0;0;0;0;0;0.0;N;87
0;CHATEAUNEUF LAMONTGIE;87548438;FREIH;FREIH;;0;0;0;0;0;0.0;N;63
0;CHATEAUNEUF SUR CHARENTE;87491506;FRENR;CTCHA;;0;0;0;0;0;0.0;N;16
0;CHATEAUNEUF SUR CHER;87576298;FREYC;CTCHE;;0;0;0;0;0;0.0;N;18
0;CHATEAUROUX;87597005;FRCHR;CROUX;;0;0;0;0;0;0.0;O;36
0;CHATEAUROUX (LOCALITE);36059700;FRCTX;FRCTX;;1;0;0;0;0;0.0;N;36
0;CHATEAUROUX GARE ROUTIERE;87201541;FRXGR;FRXGR;;0;0;0;0;0;0.0;O;36
2;CHATEL;99198382;FRCLJ;FRCLJ;;0;0;0;1;0;0.0;N;74
0;CHATEL CENSOIR;87696856;FRGUB;CCENS;;0;0;0;0;0;0.0;N;89
0;CHATEL GUYON;99189076;FRCNJ;FRCNJ;;0;0;0;1;0;0.0;N;63
0;CHATEL GUYON OFFICE DU TOURISM;87566869;FREIK;FREIK;;0;0;0;0;0;0.0;N;63
0;CHATEL NOMEXY;87144071;FRAXQ;CNOME;;0;0;0;0;0;0.0;N;88
0;CHATELAILLON;87485110;FREIL;CAILL;;0;0;0;0;0;0.0;N;17
2;CHATELARD;99730810;FRIVR;LCHTL;;0;0;0;1;;0.0;N;73
2;CHATELARD FR;87151589;FRJBR;FRJBR;;0;0;0;0;0;0.0;O;74
2;CHATELARD FRANCE (LOCAL;73074661;FRLCT;FRLCT;;1;0;0;0;0;0.0;N;73
0;CHATELAUDREN PLOUAGAT;87473140;FRDYC;CHPLO;;0;0;0;0;0;0.0;N;22
0;CHATELAY CHISSEY;87718858;FRHBP;CHCHI;;0;0;0;0;0;0.0;N;39
0;CHATELET LES HALLES;87758607;FRICU;FRICU;;0;0;0;0;;0.0;O;75
0;CHATELLERAULT;87575142;FRXCX;CLERA;;0;0;0;0;0;0.0;N;86
0;CHATENAY ST IMBERT LOC;58069630;FRTYC;FRTYC;;1;0;0;0;0;0.0;N;58
0;CHATENOIS BAS RHIN;87214809;FRBZG;CHBRH;;0;0;0;0;0;0.0;N;67
0;CHATENOY LE ROYAL - LES ALOUET;87605212;FRPHO;FRPHO;;0;0;0;0;0;0.0;N;71
0;CHATENOY LE ROYAL - VESSEY;87605220;FRPHP;FRPHP;;0;0;0;0;0;0.0;N;71
0;CHATILLON D'AZERGUES;87721753;FRHDG;CHAZE;;0;0;0;0;0;0.0;N;69
0;CHATILLON DE MICHAILLE;87745711;FRHSS;CHMIC;;0;0;0;0;0;0.0;N;1
0;CHATILLON EN VENDELAIS;87471649;FRDXR;CHVEN;;0;0;0;0;0;0.0;N;35
0;CHATILLON JOFFRE;87536441;FRJFR;FRJFR;;0;0;0;0;0;0.0;N;21
0;CHATILLON LYCEE;87541912;FRJGF;FRJGF;;0;0;0;0;0;0.0;N;21
0;CHATILLON SUR INDRE;87597419;FRFNG;CHIND;;0;0;0;0;0;0.0;N;36
0;CHATILLON SUR SEINE;87142554;FRAVM;CHATI;;0;0;0;0;0;0.0;O;21
0;CHATILLON SUR SEINE LOCALITE;21142255;FRJGG;FRJGG;;1;0;0;0;;0.0;N;21
0;CHATILLON VILLE;87536433;FRJFS;FRJFS;;0;0;0;0;0;0.0;N;21
0;CHATONRUPT;87107482;FRTPT;FRTPT;;0;0;0;0;0;0.0;N;52
0;CHATOU CROISSY RATP;87758060;FRIBV;FRIBV;;0;1;0;0;0;75.0;N;78
0;CHATRES;87118133;FRAPG;CHTRS;;0;0;0;0;0;0.0;N;10
0;CHATRES LOIR ET CHER;87576710;FREYU;CHATR;;0;0;0;0;0;0.0;N;41
0;CHAUDENAY;87142133;FRAUE;CHAUD;;0;0;0;0;0;0.0;N;52
0;CHAUFFAILLES;87694778;FRGRR;CHAUF;;0;0;0;0;0;0.0;N;71
0;CHAUFFRY;87116350;FRALD;CHFFR;;0;0;0;0;0;75.0;N;77
0;CHAUGEY;87712679;FRGVM;CHAUG;;0;0;0;0;0;0.0;N;21
0;CHAULNES CENTRE;87299818;FRCPV;FRCPV;;0;0;0;0;0;0.0;N;80
0;CHAULNES SNCF;87313478;FRCHL;CHAUL;;0;0;0;0;0;0.0;O;80
0;CHAUM PONT;87170787;FRGCX;FRGCX;;0;0;0;0;0;0.0;N;31
0;CHAUMEUIL;87597880;FRFOK;FRFOK;;0;0;0;0;0;0.0;N;19
0;CHAUMONT;87142000;FRXCW;CHAON;;0;0;0;0;0;0.0;O;52
0;CHAUMONT (LOCALITE);52014200;FRMNT;FRMNT;;1;0;0;0;0;0.0;N;52
0;CHAUMONT EN VEXIN;87381228;FRDCN;CHAVE;;0;0;0;0;0;0.0;N;60
0;CHAUMONT GENDARMERIE;87217042;FRTGD;FRTGD;;0;0;0;0;0;0.0;N;52
0;CHAUMONT HOPITAL;87107417;FRMHT;FRMHT;;0;0;0;0;0;0.0;N;52
0;CHAUMONT QUARTIER FOCH;87215061;FRTQF;FRTQF;;0;0;0;0;0;0.0;N;52
0;CHAUMONT SUR THARONNE;87309757;FRTHN;FRTHN;;0;0;0;0;0;0.0;N;41
3;CHAUMUSSE FORT DU PLASN;87715391;FRGZD;LCHAF;;0;0;0;0;0;0.0;N;39
0;CHAUNY;87296616;FRCOA;CHAUN;;0;0;0;0;0;0.0;N;2
3;CHAUPRILLADE;87407684;FRPRL;FRPRL;;0;0;0;0;0;0.0;N;63
3;CHAUSSEE ST VICTOR;87574251;FREUJ;LCHSV;;0;0;0;0;0;0.0;N;41
0;CHAUVIGNY;87202465;FRVGY;FRVGY;;0;0;0;0;0;0.0;N;86
3;CHAUX DES CROTENAY;87715383;FRGZC;LCHAC;;0;0;0;0;0;0.0;N;39
0;CHAUX LES PORT;87117416;FRANL;CHAUX;;0;0;0;0;0;0.0;N;70
0;CHAVAGNES LES REDOUX;87487348;FRELB;CHARE;;0;0;0;0;0;0.0;N;85
4;CHAVANNES ST REMY;87741298;FRHOI;LCHAV;;0;0;0;0;0;0.0;N;73
0;CHAVILLE;92039317;FRVLE;FRVLE;;1;0;0;0;0;0.0;N;92
0;CHAVILLE RIVE DROITE;87382333;FRDEJ;CHVRD;;0;0;0;0;0;75.0;N;92
0;CHAVILLE RIVE GAUCHE;87393207;FRDIH;CHVRG;;0;0;0;0;0;75.0;N;92
0;CHAVILLE VELIZY;87393173;FRDIG;CHVLE;;0;0;0;0;0;75.0;N;92
2;CHAZAL;87594143;FRFIS;LCHAZ;;0;0;0;0;0;0.0;N;19
0;CHAZAY MARCILLY;87721415;FRHCQ;CHAZA;;0;0;0;0;0;0.0;N;69
0;CHAZEUIL BAR DE L'ETAPE;87589408;FRNDE;FRNDE;;0;0;0;0;0;0.0;N;3
0;CHEDDE;87746701;FRHUQ;CHEDE;;0;0;0;0;0;0.0;N;74
0;CHEF DU PONT STE MERE;87447250;FRDTL;CHEFP;;0;0;0;0;0;0.0;N;50
0;CHEILLY LES MARANGES;87694398;FRGQN;CHLLY;;0;0;0;0;0;0.0;N;71
2;CHEIX SUR MORGE;87407957;FRMRC;FRMRC;;0;0;0;0;0;0.0;N;63
0;CHELAN ECOLE;87443291;FRUKL;FRUKL;;0;0;0;0;0;0.0;N;32
0;CHELLES GOURNAY;87116111;FRAKM;CHELL;;0;0;0;0;0;75.0;N;77
5;CHELY D'APCHER;87783241;FRINB;SCHEL;;0;0;0;0;0;0.0;N;48
0;CHEMILLE;87484246;FREHK;CHLLE;;0;0;0;0;0;0.0;N;49
0;CHEMILLY APPOIGNY;87683532;FRGNA;CHEMI;;0;0;0;0;0;0.0;N;89
0;CHEMIN D'ANTONY;87546317;FRERU;CHEAN;;0;0;0;0;0;75.0;N;92
2;CHEMINOT;87139899;FRTMN;FRTMN;;0;0;0;0;0;0.0;N;10
0;CHENAY GAGNY;87113522;FRAIR;CHEGA;;0;0;0;0;0;75.0;N;93
0;CHENE BOURG;87745919;FRVZB;FRVZB;;0;0;0;0;0;0.0;N;1
0;CHENERAILLES;87158030;FRIPK;FRIPK;;0;0;0;0;0;0.0;N;23
0;CHENEVIERES;87141382;FRASJ;CHENE;;0;0;0;0;0;0.0;N;54
0;CHENOIS;87192138;FRBPH;FRBPH;;0;0;0;0;;0.0;N;57
0;CHENONCEAUX;87574491;FREUV;CHENO;;0;0;0;0;0;0.0;N;37
0;CHENOVES LES FILLETIERES;87725242;FRHGA;LFILL;;0;0;0;0;0;0.0;N;71
0;CHEPPES LA PRAIRIE;87674069;FRGIB;CHEPP;;0;0;0;0;0;0.0;N;51
0;CHEPY VALINES;87317495;FRCWS;CHEPY;;0;0;0;0;0;0.0;N;80
0;CHERBOURG;87444877;FRACK;CHRBG;;0;0;0;0;0;0.0;O;50
4;CHERES CHASSELAY;87721407;FRHCP;LCHER;;0;0;0;0;0;0.0;N;69
5;CHERON;87545509;FRERF;SCHER;;0;0;0;0;0;75.0;N;91
0;CHERY CENTRE;87317727;FRCYE;FRCYE;;0;0;0;0;0;0.0;N;18
0;CHERY LES ROZOY PL DE L'EGLISE;87297226;FRCOZ;CHERR;;0;0;0;0;0;0.0;N;2
0;CHERY LURY;87597021;FRFMJ;CHERL;;0;0;0;0;0;0.0;N;18
0;CHESSY      RHONE;87721761;FRHDH;CHESS;;0;0;0;0;0;0.0;N;69
0;CHEVAIGNE;87471458;FRDXL;CHEVA;;0;0;0;0;0;0.0;N;35
0;CHEVILLON;87175117;FRBGQ;CHEVI;;0;0;0;0;0;0.0;N;52
0;CHEVILLY;87543041;FREPI;CHEVY;;0;0;0;0;0;0.0;N;45
0;CHEVREMONT;87184259;FRBLQ;CHVRM;;0;0;0;0;0;0.0;N;90
0;CHEVRIERES;87276311;FRCGB;CHEVR;;0;0;0;0;0;0.0;N;60
0;CHEVRY;87745240;FRHRT;CHVRY;;0;0;0;0;0;0.0;N;1
2;CHEYLAS LA BUISSIERE;87747485;FRHVY;LCHEY;;0;0;0;0;0;0.0;N;38
0;CHEZY SUR MARNE;87116574;FRALQ;CHEZY;;0;0;0;0;0;0.0;N;2
0;CHICHE;87489088;FREMB;CHICH;;0;0;0;0;0;0.0;N;79
0;CHILLEURS AUX BOIS;87207159;FRLRB;FRLRB;;0;0;0;0;0;0.0;N;45
0;CHILLY MAZARIN;87393637;FRDJQ;CHILM;;0;0;0;0;0;75.0;N;91
0;CHINDRIEUX;87741116;FRHNX;CHNDX;;0;0;0;0;0;0.0;N;73
5;CHINIAN PLACE ESPLANADE;87447557;FRUMH;FRUMH;;0;0;0;0;0;0.0;N;34
0;CHINON;87571687;FRETN;CHINO;;0;0;0;0;0;0.0;N;37
0;CHIRAC;87783290;FRINF;CHIRA;;0;0;0;0;0;0.0;N;48
0;CHIS;87177303;FRGJB;FRGJB;;0;0;0;0;0;0.0;N;65
0;CHISSAY EN TOURAINE;87574848;FREVI;CHISS;;0;0;0;0;0;0.0;N;41
0;CHIVRES EN LAONNOIS;87297192;FRCOW;CHIVR;;0;0;0;0;0;0.0;N;2
0;CHOCQUES;87342220;FRCXT;CHOCQ;;0;0;0;0;0;0.0;N;62
0;CHOISY AU BAC;87272062;FRCEK;CHOIB;;0;0;0;0;0;0.0;N;60
0;CHOISY LE ROI;87545285;FREQW;CHOIS;;0;0;0;0;0;75.0;O;94
0;CHOLET;87484303;FRCET;CHOLE;;0;0;0;0;0;0.0;O;49
0;CHOLET LES HALLES;87462960;FRHOB;FRHOB;;0;0;0;0;0;0.0;N;49
0;CHOLOY;87148130;FRBBQ;CHOLO;;0;0;0;0;0;0.0;N;54
0;CHOLOY MENILLOT;87458844;FRDLL;FRDLL;;0;0;0;0;0;0.0;N;54
0;CHOMERAC;87764662;FRCKB;FRCKB;;0;0;0;0;0;0.0;N;7
3;CHOMETTE;87407692;FRHMT;FRHMT;;0;0;0;0;0;0.0;N;43
0;CHORGES;87763425;FRIGS;CHORG;;0;0;0;0;0;0.0;N;5
0;CHOUZY;87574301;FREUK;CHOUZ;;0;0;0;0;0;0.0;N;41
6;CHRISTIE;87586362;FRFFJ;SCHST;;0;0;0;0;0;0.0;N;32
6;CHRISTIE (LOCALITE);32058636;FRFIJ;FRFIJ;;1;0;0;0;0;0.0;N;32
6;CHRISTIE D'ARMAGNAC RN;87450205;FRULU;FRULU;;0;0;0;0;0;0.0;N;32
6;CHRISTIE-32 (CASTELJALO;87586776;FRFGC;FRFGC;;0;0;0;0;0;0.0;N;32
6;CHRISTIE-CASTEJALOUX;87168302;FRFIF;FRFIF;;0;0;0;0;0;0.0;N;32
5;CHRISTOPHE;87613257;FRFST;SCHRI;;0;0;0;0;0;0.0;N;12
5;CHRISTOPHE EN OISANS;99383750;FRITX;SCHOI;;0;0;0;1;;0.0;N;38
5;CHRISTOPHE SUR LE NAIS;87110338;FRJBA;SCHNA;;0;0;0;0;0;0.0;N;37
0;CIER DE LUCHON;87611228;FRFPP;CIERL;;0;0;0;0;0;0.0;N;31
0;CIERP PLACE J.VIVIES;87170795;FRGFY;FRGFY;;0;0;0;0;0;0.0;N;31
0;CINQ MARS;87571836;FRETX;CINQM;;0;0;0;0;0;0.0;N;37
0;CINTEGABELLE;87611376;FRFPV;CINTE;;0;0;0;0;0;0.0;N;31
3;CIOTAT;87751784;FRXCT;LCIOT;;0;0;0;0;0;0.0;N;13
0;CIRES LES MELLO;87313551;FRCRT;CIRES;;0;0;0;0;0;0.0;N;60
0;CIRFONTAINES EN AZOIS;87215558;FRTZS;FRTZS;;0;0;0;0;0;0.0;N;52
5;CIRQ LAPOPIE;87613554;FRFTN;SCIRQ;;0;0;0;0;0;0.0;N;46
0;CIRY LE NOBLE;87694646;FRGRJ;CIRYN;;0;0;0;0;0;0.0;N;71
0;CITE UNIVERSITAIRE;87758649;FRICY;FRICY;;0;0;0;0;;0.0;N;75
0;CIVRAY GRAND ENTREVIN;87441543;FRFSZ;FRFSZ;;0;0;0;0;0;0.0;N;18
0;CIVRIEUX D'AZERGUES;87721746;FRHDF;CIVRI;;0;0;0;0;0;0.0;N;69
0;CIZE BOLOZON;87743344;FRHQM;CIZEB;;0;0;0;0;0;0.0;N;1
0;CIZOS CLARET;87443325;FRUKN;FRUKN;;0;0;0;0;0;0.0;N;65
0;CLACY MONS;87296178;FRCNH;CLACY;;0;0;0;0;0;0.0;N;2
5;CLAIR;87613166;FRFSK;SCLAI;;0;0;0;0;0;0.0;N;46
5;CLAIR LES ROCHES;87722652;FRHEL;SCLRO;;0;0;0;0;0;0.0;N;38
0;CLAIRAVAUX;87597864;FRFOJ;CLRVX;;0;0;0;0;0;0.0;N;23
4;CLAIRIERES DE VERNEUIL;87386664;FRDGD;FRDGD;;0;0;0;0;0;75.0;N;78
0;CLAIRVAUX D12;87279893;FRZAP;FRZAP;;0;0;0;0;0;0.0;N;10
0;CLAMART;87391565;FRDHS;CLAMA;;0;0;0;0;0;75.0;N;92
0;CLAMECY;87696807;FRGTX;CLAME;;0;0;0;0;0;0.0;O;58
0;CLAMECY HOPITAL;87499772;FRKAW;FRKAW;;0;0;0;0;0;0.0;N;58
0;CLARACQ;87464883;FRINU;FRINU;;0;0;0;0;0;0.0;N;64
5;CLAUDE;87743633;FRXTC;SCLAU;;0;0;0;0;0;0.0;N;39
0;CLAVEISOLLES;87721886;FRHDS;CLAVE;;0;0;0;0;0;0.0;N;69
2;CLAVIER;87465468;FRHTP;FRHTP;;0;0;0;0;0;0.0;N;47
3;CLAYETTE BAUDEMONT;87694737;FRAFT;LCLAY;;0;0;0;0;0;0.0;N;71
0;CLEFS;87396507;FRDMJ;CLEFS;;0;0;0;0;0;0.0;N;49
0;CLELLES MENS;87747626;FRHWG;CLELL;;0;0;0;0;0;0.0;N;38
5;CLEMENT CORREZE;87594077;FRSCC;SCLMC;;0;0;0;0;0;0.0;O;19
5;CLEMENT DES BALEINES;87321836;FRSCB;FRSCB;;0;0;0;0;0;0.0;N;17
5;CLEMENT LARONXE;87141374;FRASI;SCLML;;0;0;0;0;0;0.0;N;54
0;CLERES;87411819;FRDOD;CLERE;;0;0;0;0;0;0.0;N;76
0;CLERMONT - LA ROTONDE;87396895;FRHCL;FRHCL;;0;0;0;0;0;0.0;N;63
0;CLERMONT DE L'OISE;87313304;FRCQZ;CLEOI;;0;0;0;0;0;0.0;N;60
0;CLERMONT DOLLET;87407585;FRFDP;FRFDP;;0;0;0;0;0;0.0;N;63
0;CLERMONT EN ARGONNE;87175737;FRBHX;CLERM;;0;0;0;0;0;0.0;N;55
0;CLERMONT FERRAND;87734004;FRCFE;CLEFE;;0;0;0;0;0;0.0;O;63
0;CLERMONT LA PARDIEU;87782607;FRFDM;CMTLP;;0;0;0;0;0;0.0;N;63
0;CLERMONT LES CEZEAUX;87407593;FRDGM;FRDGM;;0;0;0;0;0;0.0;N;63
0;CLERMONT LES FERMES;87296376;FRCNR;CMTLF;;0;0;0;0;0;0.0;N;2
0;CLERMONT-CREANS;87358622;FRDBG;CMTCC;;0;0;0;0;0;0.0;N;72
0;CLERMONT-FERRAND (LOCALITE);63073400;FRCWP;FRCWP;;1;0;0;0;0;0.0;N;63
0;CLERMONT-FERRAND SNCF PASSER;87395814;FRCWQ;FRCWQ;;0;0;0;0;0;0.0;N;63
0;CLERVAL;87184622;FRBMG;CLERV;;0;0;0;0;0;0.0;N;25
0;CLICHY LEVALLOIS;87381129;FRDCD;CLICH;;0;0;0;0;0;75.0;N;92
0;CLION SUR INDRE;87597401;FRFNF;CLIIN;;0;0;0;0;0;0.0;N;36
0;CLION SUR SEUGNE;87491134;FREMQ;CLISE;;0;0;0;0;0;0.0;N;17
0;CLISSON;87481440;FRCLI;CLISS;;0;0;0;0;0;0.0;O;44
5;CLOUD;87382358;FRDEL;SCLOU;;0;0;0;0;0;75.0;O;92
4;CLOUZEAUX;87486407;FREKG;LCLOU;;0;0;0;0;0;0.0;N;85
0;CLOYES;87574509;FREUW;CLOYE;;0;0;0;0;0;0.0;N;28
0;CLOYES (LOCALITE);28057450;FREUP;FREUP;;1;0;0;0;0;0.0;N;28
0;CLOYES CENTRE COLLEGE RABELAIS;87343152;FREUU;FREUU;;0;0;0;0;0;0.0;N;28
0;CLUNY;87725341;FRCUY;CLUNY;;0;0;0;0;0;0.0;O;71
0;CLUNY VILLE PORTE DE PARIS;87605246;FRNEW;FRNEW;;0;0;0;0;0;0.0;N;71
3;CLUSAZ;99197541;FRCIZ;FRCIZ;;0;0;0;1;0;0.0;N;74
0;CLUSES  74;87746370;FRHTZ;CLUSE;;0;0;0;0;0;0.0;N;74
3;CLUSES ET MIJOUX;87397190;FRCWJ;FRCWJ;;0;0;0;0;0;0.0;N;25
0;COARRAZE NAY;87672139;FRGFB;COARR;;0;0;0;0;0;0.0;N;64
0;COAT GUEGAN;87473579;FRDZG;COATG;;0;0;0;0;0;0.0;N;22
0;COATLOC'H;87474684;FREBV;COATL;;0;0;0;0;0;0.0;N;29
0;COBRIEUX;87287243;FRCLN;COBRI;;0;0;0;0;0;0.0;N;59
0;COCHEREN (LOCALITE);57015177;FRWDB;FRWDB;;1;0;0;0;0;0.0;N;57
0;COCHEREN (VILLAGE);87406850;FRZCX;FRZCX;;0;0;0;0;0;0.0;N;57
0;COCHEREN CARS;87151779;FRJBP;FRJBP;;0;0;0;0;;0.0;N;57
4;COCHES;99739430;FRIYI;LCOCH;;0;0;0;1;;0.0;N;73
0;COGNAC;87491449;FRCNG;COGNA;;0;0;0;0;0;0.0;N;16
0;COIGNIERES;87393272;FRDIO;COIGN;;0;0;0;0;0;75.0;N;78
0;COL DU TELEGRAPHE;99739640;FRIZD;COLTE;;0;0;0;1;0;0.0;N;73
0;COL ST JEAN;99049230;FRAFP;COLJE;;0;0;0;1;;0.0;N;4
0;COLIGNY;87743229;FRHQH;COLIG;;0;0;0;0;0;0.0;N;1
2;COLLET D'ALLEVARD;99739710;FRIZJ;LCOLA;;0;0;0;1;0;0.0;N;73
0;COLLIOURE;87784256;FRXCU;COLLI;;0;0;0;0;0;0.0;N;66
0;COLLONGES;87713321;FRGWQ;CLLGE;;0;0;0;0;0;0.0;N;21
0;COLLONGES AIN;87742601;FRHPS;CLLGA;;0;0;0;0;0;0.0;O;1
0;COLLONGES FONTAINES;87721225;FRCOF;COLLO;;0;0;0;0;0;0.0;O;69
0;COLMAR;87182014;FRAEJ;COLMR;;0;0;0;0;0;0.0;O;68
0;COLMAR (LOCALITE);68018201;FRCMR;COLMA;;1;0;0;0;0;0.0;N;68
0;COLMAR ST JOSEPH;87181222;FRBIV;COLMJ;;0;0;0;0;0;0.0;N;68
0;COLMAR-MESANGES;87402297;FRBIU;FRBIU;;0;0;0;0;0;0.0;N;68
0;COLMEY FLABEUVILLE;87117572;FRANZ;COLME;;0;0;0;0;0;0.0;N;54
0;COLMIANE VALDEBLORE;99178970;FRCVB;FRCVB;;0;0;0;1;0;0.0;N;6
5;COLOMBAN DES VILLARDS;99197467;FRCVO;FRCVO;;0;0;0;1;0;0.0;N;73
6;COLOMBE;87715151;FRGYN;SCOLO;;0;0;0;0;0;0.0;N;25
6;COLOMBE LES VIENNE;87722322;FRHEC;FRHEC;;0;0;0;0;0;0.0;N;69
6;COLOMBE SEPTVEILLES;87116178;FRAKO;SCOLS;;0;0;0;0;0;75.0;N;77
0;COLOMBES;87381087;FRDCA;COLOB;;0;0;0;0;0;75.0;N;92
0;COLOMBIER;87185207;FRBMQ;CLMBR;;0;0;0;0;0;0.0;N;70
0;COLOMBIER FONTAINE;87184556;FRBMB;COLFO;;0;0;0;0;0;0.0;N;25
0;COLOMIERS;87611467;FRFQB;CLMRS;;0;0;0;0;0;0.0;N;31
0;COLOMIERS (LOCALITE);31061146;FRABP;CLMRV;;1;0;0;0;0;0.0;N;31
0;COLOMIERS LYCEE INTERNATIONAL;87611921;FRFRP;LYCEE;;0;0;0;0;0;0.0;N;31
0;COLPO;87432385;FRUAG;FRUAG;;0;0;0;0;0;0.0;N;56
0;COLROY LUBINE;87144386;FRAYP;COLRO;;0;0;0;0;0;0.0;N;88
3;COMBELLE;87407700;FRMBE;FRMBE;;0;0;0;0;0;0.0;N;63
0;COMBES LOUVIERES;99739350;FRIYA;COMBE;;0;0;0;1;;0.0;N;73
