saa_ide;csp_ide;saa_code;saa_name;coord;saa_xcoord;saa_ycoord;saa_insee;mainstoparea;mainconnection;carpark;multimodal;additionaldata;saa_visible
2679;2;OCE80211573;gare de SCHUETTORF;0,0;0;0;;1;0;0;0;;1
2684;2;OCE80262261;gare de Schwandorf;0,0;0;0;;1;0;0;0;;1
2691;2;OCE80081364;gare de Schwelm;0,0;0;0;;1;0;0;0;;1
2696;2;OCE85050062;gare de Schwyz;0,0;0;0;;1;0;0;0;;1
2698;2;OCE80141549;gare de SECKACH;0,0;0;0;;1;0;0;0;;1
2703;2;OCE71121000;gare de Segovia;0,0;0;0;;1;0;0;0;;1
1455;2;OCE10004531;gare de KITEE;0,0;0;0;;1;0;0;0;;1
1460;2;OCE86006593;gare de Klampenborg;0,0;0;0;;1;0;0;0;;1
1462;2;OCE54535195;gare de KLASTEREC NAD OHRI;0,0;0;0;;1;0;0;0;;1
1467;2;OCE80144204;gare de Kleinkems;0,0;0;0;;1;0;0;0;;1
1474;2;OCE74020511;gare de KNIVSTA;0,0;0;0;;1;0;0;0;;1
1479;2;OCE80203216;gare de Kochel;0,0;0;0;;1;0;0;0;;1
1486;2;OCE54343061;gare de KOJETIN;0,0;0;0;;1;0;0;0;;1
1491;2;OCE86000836;gare de Kolding;0,0;0;0;;1;0;0;0;;1
1493;2;OCE80143321;gare de Kollmarsreute;0,0;0;0;;1;0;0;0;;1
1498;2;OCE76011031;gare de KONGSVOLL;0,0;0;0;;1;0;0;0;;1
1507;2;OCE78731604;gare de KOPRIVNICA.;0,0;0;0;;1;0;0;0;;1
1512;2;OCE56136002;gare de Kosice;0,0;0;0;;1;0;0;0;;1
1514;2;OCE54758409;gare de KOSTELEC U JIHLAVY;0,0;0;0;;1;0;0;0;;1
1519;2;OCE56174755;gare de Kralovany;0,0;0;0;;1;0;0;0;;1
1526;2;OCE80130609;gare de Kreiensen;0,0;0;0;;1;0;0;0;;1
1531;2;OCE74021170;gare de KRISTIANSTADS CENTRAL;0,0;0;0;;1;0;0;0;;1
1533;2;OCE56135236;gare de Krivan;0,0;0;0;;1;0;0;0;;1
1538;2;OCE80220350;gare de KRONACH;0,0;0;0;;1;0;0;0;;1
1545;2;OCE85031013;gare de Kuesnacht-zh;0,0;0;0;;1;0;0;0;;1
1550;2;OCE74021584;gare de KUNGSBACKA;0,0;0;0;;1;0;0;0;;1
1557;2;OCE56130161;gare de KUTY.;0,0;0;0;;1;0;0;0;;1
1562;2;OCE56135608;gare de Kysak;0,0;0;0;;1;0;0;0;;1
1564;2;OCE71314120;gare de La Coruna-SC;0,0;0;0;;1;0;0;0;;1
1569;2;OCE83060004;gare de La Spezia-Centrale;0,0;0;0;;1;0;0;0;;1
1576;2;OCE10315010;gare de LAHTI;0,0;0;0;;1;0;0;0;;1
1582;2;OCE80194258;gare de Landau Hbf;0,0;0;0;;1;0;0;0;;1
1584;2;OCE81012120;gare de Landeck;0,0;0;0;;1;0;0;0;;1
1589;2;OCE80197145;gare de Landstuhl;0,0;0;0;;1;0;0;0;;1
1596;2;OCE70176107;gare de LANGLEY MILL;0,0;0;0;;1;0;0;0;;1
1601;2;OCE71142091;gare de LAS FRAGUAS APT;0,0;0;0;;1;0;0;0;;1
1604;2;OCE79430025;gare de Lasko;0,0;0;0;;1;0;0;0;;1
1609;2;OCE80850222;gare de Lauchringen-West;0,0;0;0;;1;0;0;0;;1
1616;2;OCE80291153;gare de LAUPHEIM WEST;0,0;0;0;;1;0;0;0;;1
1621;2;OCE54749754;gare de LAZNE KYNZVART;0,0;0;0;;1;0;0;0;;1
1628;2;OCE71512038;gare de Lebrija;0,0;0;0;;1;0;0;0;;1
1633;2;OCE81021410;gare de LEDENITZEN;0,0;0;0;;1;0;0;0;;1
1635;2;OCE80210906;gare de Leer Ostfrie;0,0;0;0;;1;0;0;0;;1
1640;2;OCE81031815;gare de Leibnitz;0,0;0;0;;1;0;0;0;;1
1647;2;OCE81011395;gare de Lend;0,0;0;0;;1;0;0;0;;1
1652;2;OCE81036038;gare de Leoben-Hbf;0,0;0;0;;1;0;0;0;;1
1654;2;OCE71151000;gare de Leon;0,0;0;0;;1;0;0;0;;1
1659;2;OCE79423137;gare de Lesce-Bled;0,0;0;0;;1;0;0;0;;1
1667;2;OCE88863480;gare de Leuze;0,0;0;0;;1;0;0;0;;1
1672;2;OCE56157164;gare de Levice;0,0;0;0;;1;0;0;0;;1
1679;2;OCE79420034;gare de Libna;0,0;0;0;;1;0;0;0;;1
1684;2;OCE81038737;gare de Lienz;0,0;0;0;;1;0;0;0;;1
1686;2;OCE88416735;gare de Liers;0,0;0;0;;1;0;0;0;;1
1691;2;OCE88142414;gare de Lillois;0,0;0;0;;1;0;0;0;;1
1698;2;OCE80210757;gare de LINGEN EMS;0,0;0;0;;1;0;0;0;;1
1703;2;OCE80194829;gare de Linz Rhein;0,0;0;0;;1;0;0;0;;1
3560;2;OCE87682005;gare de Melun;623561,2392141;623561;2392141;77288;1;0;0;0;;1
3565;2;OCE87682302;gare de Montereau;644931,2375830;644931;2375830;77305;1;0;0;0;;1
3567;2;OCE87684100;gare de Montigny-sur-Loing;629813,2371044;629813;2371044;77312;1;0;0;0;;1
3572;2;OCE87116285;gare de Mouroux;651937,2424139;651937;2424139;77320;1;0;0;0;;1
3579;2;OCE87433136;Ozoir-la-Ferriere-Centr;624676,2418236;624676;2418236;77350;1;0;0;0;;1
3584;2;OCE87682526;gare de Ponthierry-Pringy;615373,2392938;615373;2392938;77378;1;0;0;0;;1
3591;2;OCE87682542;gare de St-Fargeau;615206,2396224;615206;2396224;77407;1;0;0;0;;1
3597;2;OCE87730069;gare de Val-d'Europe;632200,2428726;632200;2428726;77449;1;0;0;0;;1
3599;2;OCE87684217;gare de Souppes-Château-Landon;629649,2353725;629649;2353725;77458;1;0;0;0;;1
3604;2;OCE87987388;Torcy-RER;623373,2426823;623373;2426823;77468;1;0;0;0;;1
3611;2;OCE87682468;gare de Vernou-sur-Seine;637477,2376596;637477;2376596;77494;1;0;0;0;;1
3616;2;OCE87386052;gare de Achères-Grand-Cormier;582078,2439691;582078;2439691;78005;1;0;0;0;;1
3618;2;OCE87381491;gare de Andrésy;578892,2441829;578892;2441829;78015;1;0;0;0;;1
3623;2;OCE87382432;gare de La Celle-St-Cloud;585437,2427152;585437;2427152;78092;1;0;0;0;;1
3630;2;OCE87393272;gare de Coignières;569410,2416213;569410;2416213;78168;1;0;0;0;;1
3635;2;OCE87414573;La-Passerelle;0,0;0;0;78208;1;0;0;0;;1
3642;2;OCE87381566;gare de Gargenville;561367,2442903;561367;2442903;78267;1;0;0;0;;1
3647;2;OCE87393512;gare de Jouy-en-Josas;587293,2418500;587293;2418500;78322;1;0;0;0;;1
3649;2;OCE87381558;gare de Juziers;564072,2443908;564072;2443908;78327;1;0;0;0;;1
3654;2;OCE87381509;gare de Mantes-la-Jolie;553629,2443692;553629;2443692;78361;1;0;0;0;;1
3663;2;OCE87381483;gare de Maurecourt;579728,2443253;579728;2443253;78382;1;0;0;0;;1
3668;2;OCE87410696;Meulan-Place-du-Vexin;0,0;0;0;78401;1;0;0;0;;1
3670;2;OCE87414599;Groupe-Scolaire-Pasteur;0,0;0;0;78423;1;0;0;0;;1
3675;2;OCE87381731;gare de Nezel-Aulnay;563642,2437937;563642;2437937;78451;1;0;0;0;;1
3682;2;OCE87393314;gare de Rambouillet;562748,2405139;562748;2405139;78517;1;0;0;0;;1
3687;2;OCE87758094;gare de St-Germain-en-Laye;582249,2433382;582249;2433382;78551;1;0;0;0;;1
3689;2;OCE87382804;gare de St-Germain-Gde-Ceinture;580680,2433912;580680;2433912;78551;1;0;0;0;;1
3694;2;OCE87393454;gare de Tacoignières-Richebourg;550990,2425899;550990;2425899;78605;1;0;0;0;;1
3701;2;OCE87381806;gare de Triel-sur-Seine;575765,2442590;575765;2442590;78624;1;0;0;0;;1
3706;2;OCE87984591;Verneuil-La-Faisanderie;0,0;0;0;78642;1;0;0;0;;1
3713;2;OCE87393009;gare de Versailles-Chantiers;585222,2421924;585222;2421924;78646;1;0;0;0;;1
3718;2;OCE87591818;Versailles-Ch-Noctilien;585222,2421924;585222;2421924;78646;1;0;0;0;;1
3720;2;OCE87758078;gare de Le Vésinet-Centre;585192,2432465;585192;2432465;78650;1;0;0;0;;1
3725;2;OCE87393884;gare de Villiers-Neauphle-Pont.;566250,2424213;566250;2424213;78683;1;0;0;0;;1
3733;2;OCE87590570;Athis-Mons-Noctilien;604906,2412698;604906;2412698;91027;1;0;0;0;;1
3738;2;OCE87684407;gare de Boigneville;603146,2371489;603146;2371489;91069;1;0;0;0;;1
3740;2;OCE87591750;Boussy-St-Ant-Noctilien;614473,2409174;614473;2409174;91097;1;0;0;0;;1
3745;2;OCE87545194;gare de Brétigny;597477,2400892;597477;2400892;91103;1;0;0;0;;1
3752;2;OCE87681510;gare de Buno-Gironville;603721,2374685;603721;2374685;91121;1;0;0;0;;1
3757;2;OCE87393645;gare de Gravigny-Balizy;598622,2409640;598622;2409640;91161;1;0;0;0;;1
3760;2;OCE87977355;Corbeil-Essonnes-Tart.;0,0;0;0;91174;1;0;0;0;;1
3765;2;OCE87681635;gare de Coudray-Montceaux;611535,2396417;611535;2396417;91179;1;0;0;0;;1
3772;2;OCE87545475;gare de Egly;591559,2398192;591559;2398192;91207;1;0;0;0;;1
3777;2;OCE87545350;gare de St-Martin-d'Etampes;585838,2380987;585838;2380987;91223;1;0;0;0;;1
3784;2;OCE87681452;gare de La Ferté-Alais;592742,2432654;592742;2432654;91232;1;0;0;0;;1
3789;2;OCE87545129;gare de Guillerval;579526,2375113;579526;2375113;91294;1;0;0;0;;1
3791;2;OCE87545244;gare de Juvisy;603440,2410102;603440;2410102;91326;1;0;0;0;;1
3797;2;OCE87393611;gare de Longjumeau;596898,2411515;596898;2411515;91345;1;0;0;0;;1
3804;2;OCE87758789;gare de Massy-Verrières .;595337,2415144;595337;2415144;91377;1;0;0;0;;1
3809;2;OCE87591172;Montgeron-Noctilien;609261,2412174;609261;2412174;91421;1;0;0;0;;1
162;2;OCE83004622;gare de Asti;0,0;0;0;;1;0;0;0;;1
167;2;OCE80155978;gare de AU SIEG;0,0;0;0;;1;0;0;0;;1
174;2;OCE85074724;gare de Ausserberg;0,0;0;0;;1;0;0;0;;1
179;2;OCE83085266;gare de Avezzano;0,0;0;0;;1;0;0;0;;1
181;2;OCE83002147;gare de AVIGLIANA;0,0;0;0;;1;0;0;0;;1
186;2;OCE71203125;gare de BAAMONDE APT CGD;0,0;0;0;;1;0;0;0;;1
193;2;OCE80201566;gare de BAD ENDORF OBERBAY;0,0;0;0;;1;0;0;0;;1
198;2;OCE81019471;gare de BAD MITTERNDORF;0,0;0;0;;1;0;0;0;;1
205;2;OCE80211565;gare de Bad-Bentheim;0,0;0;0;;1;0;0;0;;1
210;2;OCE80155853;gare de Bad-Honnef;0,0;0;0;;1;0;0;0;;1
212;2;OCE80270165;gare de Bad-Kleinen.;0,0;0;0;;1;0;0;0;;1
217;2;OCE80135855;gare de Bad-Oeynhausen;0,0;0;0;;1;0;0;0;;1
224;2;OCE80142778;gare de Baden-Baden;0,0;0;0;;1;0;0;0;;1
229;2;OCE54543611;gare de BAKOV NAD JIZEROU;0,0;0;0;;1;0;0;0;;1
231;2;OCE55034181;gare de Balatonfoeldvar;0,0;0;0;;1;0;0;0;;1
236;2;OCE80220905;gare de Bamberg;0,0;0;0;;1;0;0;0;;1
244;2;OCE83120410;gare de Barcellona-Castroreale;0,0;0;0;;1;0;0;0;;1
249;2;OCE71202110;gare de Barco Vald;0,0;0;0;;1;0;0;0;;1
256;2;OCE83028324;gare de Basiliano;0,0;0;0;;1;0;0;0;;1
261;2;OCE70327106;gare de Bath-Spa;0,0;0;0;;1;0;0;0;;1
264;2;OCE71114041;gare de Beasain;0,0;0;0;;1;0;0;0;;1
269;2;OCE88911248;gare de Beernem;0,0;0;0;;1;0;0;0;;1
276;2;OCE85070763;gare de Belp;0,0;0;0;;1;0;0;0;;1
281;2;OCE54562090;gare de BENESOV NAD PLOUCNICI;0,0;0;0;;1;0;0;0;;1
283;2;OCE83093112;gare de Benevento;0,0;0;0;;1;0;0;0;;1
288;2;OCE80263020;gare de BERATZHAUSEN;0,0;0;0;;1;0;0;0;;1
295;2;OCE84841080;gare de Bergen-Op-Zoom;0,0;0;0;;1;0;0;0;;1
300;2;OCE80334524;gare de Berlin-Hbf;0,0;0;0;;1;0;0;0;;1
302;2;OCE80031377;gare de Berlin-Ostbf;0,0;0;0;;1;0;0;0;;1
307;2;OCE85070003;gare de Bern;1039152,2299602;1039152;2299602;;1;0;0;0;;1
315;2;OCE87191999;gare de Bettembourg.;922290,2578143;922290;2578143;;1;0;0;0;;1
320;2;OCE85014027;gare de Bex;0,0;0;0;;1;0;0;0;;1
327;2;OCE80290148;gare de Bietigheim-Bissingen;0,0;0;0;;1;0;0;0;;1
332;2;OCE80190413;gare de Bingen;0,0;0;0;;1;0;0;0;;1
334;2;OCE70121509;gare de Birmingham-Inter.;0,0;0;0;;1;0;0;0;;1
339;2;OCE80251603;gare de BITBURG ERDORF;0,0;0;0;;1;0;0;0;;1
346;2;OCE71796060;gare de Blanes;0,0;0;0;;1;0;0;0;;1
351;2;OCE88847152;gare de Blaton;0,0;0;0;;1;0;0;0;;1
353;2;OCE76006171;gare de BLEIKEN;0,0;0;0;;1;0;0;0;;1
358;2;OCE76020024;gare de BO;0,0;0;0;;1;0;0;0;;1
366;2;OCE80293837;gare de Boeblingen;0,0;0;0;;1;0;0;0;;1
371;2;OCE51309179;gare de BOLESLAWIEC;0,0;0;0;;1;0;0;0;;1
373;2;OCE83057257;gare de BOLOGNA CORTICELLA;0,0;0;0;;1;0;0;0;;1
378;2;OCE80154856;gare de Bonn-Hbf;0,0;0;0;;1;0;0;0;;1
385;2;OCE83061614;gare de BORGO VAL DI TARO;0,0;0;0;;1;0;0;0;;1
390;2;OCE83118547;gare de Bovalino;0,0;0;0;;1;0;0;0;;1
398;2;OCE86002196;gare de BRAMMING;0,0;0;0;;1;0;0;0;;1
403;2;OCE53551020;gare de Brasov;0,0;0;0;;1;0;0;0;;1
405;2;OCE56132068;gare de Bratislava Hlavna Stani;0,0;0;0;;1;0;0;0;;1
410;2;OCE54334250;gare de Breclav CS;0,0;0;0;;1;0;0;0;;1
5290;2;OCE87683649;gare de Cravant-Bazarnes;700945,2298611;700945;2298611;89130;1;0;0;0;;1
5295;2;OCE87683672;gare de Lucy-sur-Cure-Bessy;705914,2293054;705914;2293054;89233;1;0;0;0;;1
5302;2;OCE87694422;St-André-en-Terre-Plain;729792,2276274;729792;2276274;89333;1;0;0;0;;1
5307;2;OCE87564799;Père (st);0,0;0;0;89364;1;0;0;0;;1
5309;2;OCE87683722;gare de Sermizelles-Vézelay;709655,2282025;709655;2282025;89392;1;0;0;0;;1
5314;2;OCE87683219;gare de Villeneuve-sur-Yonne;670766,2343287;670766;2343287;89464;1;0;0;0;;1
5321;2;OCE87287219;gare de Anstaing;660791,2623618;660791;2623618;59013;1;0;0;0;;1
5326;2;OCE87295600;gare de Aulnoye Aymeries;707759,2579001;707759;2579001;59033;1;0;0;0;;1
5333;2;OCE87281105;gare de Bergues;606282,2663989;606282;2663989;59067;1;0;0;0;;1
5339;2;OCE87287235;gare de Bouvines;661450,2620264;661450;2620264;59106;1;0;0;0;;1
5341;2;OCE87296244;gare de Busigny;679624,2560946;679624;2560946;59118;1;0;0;0;;1
5346;2;OCE87345587;gare de Cattenières;671419,2570710;671419;2570710;59138;1;0;0;0;;1
5353;2;OCE87286716;gare de Croix Wasquehal;656785,2631892;656785;2631892;59163;1;0;0;0;;1
5358;2;OCE87345009;gare de Douai;653703,2597654;653703;2597654;59178;1;0;0;0;;1
5360;2;OCE87281469;gare de Ebblinghem;605133,2637410;605133;2637410;59184;1;0;0;0;;1
5365;2;OCE87286427;gare de La Fontaine (Nord);641860,2619236;641860;2619236;59244;1;0;0;0;;1
5372;2;OCE87295568;gare de Hautmont;712776,2585411;712776;2585411;59291;1;0;0;0;;1
5377;2;OCE87295642;gare de Landrecies;696372,2571084;696372;2571084;59331;1;0;0;0;;1
5384;2;OCE87286005;gare de Lille Flandres;652078,2627125;652078;2627125;59350;1;0;0;0;;1
5389;2;OCE87343475;gare de Lourches;671840,2591006;671840;2591006;59361;1;0;0;0;;1
5392;2;OCE87286187;gare de La Madeleine (Nord);652162,2629846;652162;2629846;59368;1;0;0;0;;1
5397;2;OCE87345306;gare de Montigny en Ostrevent;660727,2596585;660727;2596585;59414;1;0;0;0;;1
5404;2;OCE87286278;gare de Pérenchies;645403,2630498;645403;2630498;59457;1;0;0;0;;1
5410;2;OCE87297515;gare de Les Bons Pères;719571,2588449;719571;2588449;59495;1;0;0;0;;1
5412;2;OCE87281451;gare de Renescure;602518,2637570;602518;2637570;59497;1;0;0;0;;1
5417;2;OCE87343103;gare de St-Amand-les-Eaux;677069,2605902;677069;2605902;59526;1;0;0;0;;1
5424;2;OCE87345314;gare de Somain;667104,2596005;667104;2596005;59574;1;0;0;0;;1
5429;2;OCE87342287;gare de Thiennes;609653,2628698;609653;2628698;59590;1;0;0;0;;1
5431;2;OCE87286740;gare de Tressin;660514,2624475;660514;2624475;59602;1;0;0;0;;1
5436;2;OCE87345595;gare de Wambaix;669812,2571327;669812;2571327;59635;1;0;0;0;;1
5443;2;OCE87281410;gare de Pont d'Ardres;574202,2655480;574202;2655480;62038;1;0;0;0;;1
5448;2;OCE87281428;gare de Audruicq;581646,2653614;581646;2653614;62057;1;0;0;0;;1
5455;2;OCE87345140;gare de Billy Montigny;640986,2602434;640986;2602434;62133;1;0;0;0;;1
5460;2;OCE87317115;gare de Pont de Briques;549759,2632268;549759;2632268;62160;1;0;0;0;;1
5462;2;OCE87317180;gare de Brimeux;564233,2605880;564233;2605880;62177;1;0;0;0;;1
5467;2;OCE87317263;gare de Calais Ville;565781,2662365;565781;2662365;62193;1;0;0;0;;1
5474;2;OCE87317081;gare de Dannes Camiers;548767,2620390;548767;2620390;62264;1;0;0;0;;1
5480;2;OCE87342204;gare de Fouquereuil;619306,2614563;619306;2614563;62349;1;0;0;0;;1
5482;2;OCE87342261;gare de Ham en Artois;609178,2621742;609178;2621742;62407;1;0;0;0;;1
5487;2;OCE87342535;gare de Vis à Marles;612848,2612272;612848;2612272;62489;1;0;0;0;;1
5495;2;OCE87342188;gare de Maroeuil;625823,2591965;625823;2591965;62557;1;0;0;0;;1
5500;2;OCE87317164;gare de Montreuil sur Mer;559620,2608080;559620;2608080;62588;1;0;0;0;;1
5502;2;OCE87342139;gare de Noeux;624018,2609844;624018;2609844;62617;1;0;0;0;;1
5507;2;OCE87317057;gare de Rang du Fl. Verton Ber.;550978,2602531;550978;2602531;62688;1;0;0;0;;1
5514;2;OCE87342253;gare de Savy-Berlette;615781,2595428;615781;2595428;62785;1;0;0;0;;1
5519;2;OCE87345256;gare de Libercourt;647805,2609692;647805;2609692;62907;1;0;0;0;;1
5526;2;OCE87141408;gare de Azerailles;922177,2396987;922177;2396987;54038;1;0;0;0;;1
5531;2;OCE87141218;gare de Bayon;894750,2392943;894750;2392943;54054;1;0;0;0;;1
5533;2;OCE87141424;gare de Bertrichamps;929581,2390399;929581;2390399;54065;1;0;0;0;;1
5538;2;OCE87141085;gare de Champigneulles;881936,2422048.78;881936;2422048.78;54115;1;0;0;0;;1
3558;2;OCE87590554;Le-Mee-Noctilien;621240,2393505;621240;2393505;77285;1;0;0;0;;1
3563;2;OCE87501999;Robert-Schuman;0,0;0;0;77288;1;0;0;0;;1
3570;2;OCE87116087;gare de Mormant;640790,2401762;640790;2401762;77317;1;0;0;0;;1
3575;2;OCE87684126;gare de Nemours-St-Pierre;625925,2363266;625925;2363266;77333;1;0;0;0;;1
3577;2;OCE87985275;Noisiel-Le-Luzard-RER;0,0;0;0;77337;1;0;0;0;;1
3582;2;OCE87433144;Emerainville-P.C-Noctil;0,0;0;0;77373;1;0;0;0;;1
3589;2;OCE87433078;St-Thiebault-des-Vignes;0,0;0;0;77400;1;0;0;0;;1
3595;2;OCE87682187;gare de Savigny-le-Temple-Nandy;618199,2399672;618199;2399672;77445;1;0;0;0;;1
3602;2;OCE87758375;gare de Torcy;623373,2426823;623373;2426823;77468;1;0;0;0;;1
3607;2;OCE87116491;gare de Trilport;644906,2440384;644906;2440384;77475;1;0;0;0;;1
3609;2;OCE87594978;Vaires-Torcy-Noctilien;622252,2430812;622252;2430812;77479;1;0;0;0;;1
3614;2;OCE87612978;Acheres-GD-C-Noc;0,0;0;0;78005;1;0;0;0;;1
3621;2;OCE87415893;gare de Bonnières;544763,2449214;544763;2449214;78089;1;0;0;0;;1
3626;2;OCE87386409;gare de Houilles-Carrières/S.;588870,2435832;588870;2435832;78124;1;0;0;0;;1
3628;2;OCE87381475;gare de Chanteloup-les-Vignes;577377,2441449;577377;2441449;78138;1;0;0;0;;1
3633;2;OCE87381459;gare de Conflans-Fin-d'Oise;580817,2443481;580817;2443481;78172;1;0;0;0;;1
3640;2;OCE87393405;gare de Fontenay-le-Fleury;578249,2423257;578249;2423257;78242;1;0;0;0;;1
3645;2;OCE87393462;gare de Houdan;546034,2422204;546034;2422204;78310;1;0;0;0;;1
3652;2;OCE87386425;gare de Maisons-Laffitte;585938,2438651;585938;2438651;78358;1;0;0;0;;1
3657;2;OCE87604892;Mantes-La-Jolie-Noc;0,0;0;0;78361;1;0;0;0;;1
3661;2;OCE87382465;gare de Marly-le-Roi;582393,2430364;582393;2430364;78372;1;0;0;0;;1
3666;2;OCE87381822;gare de Thun-le-Paradis;569458,2445482;569458;2445482;78401;1;0;0;0;;1
3673;2;OCE87604876;Les-Mureaux-Noctilien;0,0;0;0;78440;1;0;0;0;;1
3678;2;OCE87393298;gare de Le Perray;564634,2410556;564634;2410556;78486;1;0;0;0;;1
3680;2;OCE87386573;gare de Poissy;578346,2437255;578346;2437255;78498;1;0;0;0;;1
3685;2;OCE87393843;gare de St-Quentin-en-Yvelines;578546,2421099;578546;2421099;78545;1;0;0;0;;1
3692;2;OCE87386417;gare de Sartrouville;586857,2437743;586857;2437743;78586;1;0;0;0;;1
3697;2;OCE87414540;Pasteur;0,0;0;0;78621;1;0;0;0;;1
3699;2;OCE87591867;Trappes-Noctilien;575748,2419673;575748;2419673;78621;1;0;0;0;;1
3704;2;OCE87386656;gare de Vernouillet-Verneuil;574097,2442641;574097;2442641;78642;1;0;0;0;;1
3711;2;OCE87382879;gare de Montreuil;586385,2423161;586385;2423161;78646;1;0;0;0;;1
3716;2;OCE87591800;Porchefontaine-Noctilie;586563,2422066;586563;2422066;78646;1;0;0;0;;1
3723;2;OCE87604835;Villennes-sur-Seine-Noc;0,0;0;0;78672;1;0;0;0;;1
3729;2;OCE87414524;Pierre-Edouard;0,0;0;0;78686;1;0;0;0;;1
3731;2;OCE87543090;gare de Angerville;575307,2368091;575307;2368091;91016;1;0;0;0;;1
3736;2;OCE87393546;gare de Bièvres;591104,2416982;591104;2416982;91064;1;0;0;0;;1
3743;2;OCE87681478;gare de Boutigny;602966,2381781;602966;2381781;91099;1;0;0;0;;1
3748;2;OCE87591768;Brunoy-Noctilien;612524,2411215;612524;2411215;91114;1;0;0;0;;1
3750;2;OCE87682120;gare de Brunoy;612524,2411180;612524;2411180;91114;1;0;0;0;;1
3755;2;OCE87545152;gare de Chamarande;591137,2390693;591137;2390693;91132;1;0;0;0;;1
3763;2;OCE87681395;gare de Le Bras-de-Fer;608432,2402739;608432;2402739;91174;1;0;0;0;;1
3768;2;OCE87681387;gare de Evry-Courcouronnes;606801,2403012;606801;2403012;91182;1;0;0;0;;1
3770;2;OCE87540179;gare de Dourdan-la-Forêt;574762,2393047;574762;2393047;91200;1;0;0;0;;1
3775;2;OCE87545228;gare de Epinay-sur-Orge;599671,2407876;599671;2407876;91216;1;0;0;0;;1
3782;2;OCE87681361;gare de Evry;608525,2404009;608525;2404009;91228;1;0;0;0;;1
3787;2;OCE87681379;gare de Grigny-Centre;604365,2406084;604365;2406084;91286;1;0;0;0;;1
3794;2;OCE87414409;Mairie-de-Juvisy;602698,2410151;602698;2410151;91326;1;0;0;0;;1
3800;2;OCE87393579;gare de Massy-Palaiseau;594118,2414046;594118;2414046;91377;1;0;0;0;;1
3802;2;OCE87393702;gare de Massy-TGV;594484,2414171;594484;2414171;91377;1;0;0;0;;1
3807;2;OCE87682104;gare de Montgeron-Crosne;609261,2412174;609261;2412174;91421;1;0;0;0;;1
6931;2;OCE87462416;Boe-la-Couronne;463542,1911060;463542;1911060;47031;1;0;0;0;;1
6936;2;OCE87465476;Casteljaloux-Hlm;421003,1926855;421003;1926855;47052;1;0;0;0;;1
6943;2;OCE87124040;Le Caoulet;464741,1917220;464741;1917220;47100;1;0;0;0;;1
6948;2;OCE87586586;Fumel;490962,1944685;490962;1944685;47106;1;0;0;0;;1
6955;2;OCE87586412;gare de Laroque;473250,1921978;473250;1921978;47138;1;0;0;0;;1
6960;2;OCE87464990;Mézin;433512,1896958;433512;1896958;47167;1;0;0;0;;1
6962;2;OCE87586453;gare de Monsempron-Libos;488952,1943809;488952;1943809;47179;1;0;0;0;;1
6967;2;OCE87586107;gare de Port-Ste-Marie;444439,1918502;444439;1918502;47210;1;0;0;0;;1
6974;2;OCE87465013;Sos;423930,1895915;423930;1895915;47302;1;0;0;0;;1
6979;2;OCE87586602;Villeneuve/Lot;469710,1934743;469710;1934743;47323;1;0;0;0;;1
6981;2;OCE87448878;Artigueloutan-RN;390320,1812240;390320;1812240;64059;1;0;0;0;;1
6986;2;OCE87464917;Astis;0,0;0;0;64070;1;0;0;0;;1
6993;2;OCE87673400;gare de Biarritz;285421,1836358;285421;1836358;64122;1;0;0;0;;1
6998;2;OCE87673657;gare de Cambo-les-Bains;297013,1825342;297013;1825342;64160;1;0;0;0;;1
7005;2;OCE87672618;gare de Gan;378056,1807390;378056;1807390;64230;1;0;0;0;;1
7010;2;OCE87677005;gare de Hendaye;265708,1825509;265708;1825509;64260;1;0;0;0;;1
7012;2;OCE87448894;Idron-RN;385451,1814260;385451;1814260;64269;1;0;0;0;;1
7017;2;OCE87465252;Pont-De-Lescun;358973,1776045;358973;1776045;64336;1;0;0;0;;1
7024;2;OCE87672709;gare de Ogeu-les-Bains;368279,1798781;368279;1798781;64421;1;0;0;0;;1
7029;2;OCE87672253;gare de Orthez;348560,1836303;348560;1836303;64430;1;0;0;0;;1
7032;2;OCE87672600;gare de Croix-du-Prince;379250,1813063;379250;1813063;64445;1;0;0;0;;1
7037;2;OCE87448910;Pau-Université;380218,1816276;380218;1816276;64445;1;0;0;0;;1
7044;2;OCE87465179;Sarrance-Pont;359749,1785813;359749;1785813;64506;1;0;0;0;;1
7049;2;OCE87448985;RD 817;0,0;0;0;64526;1;0;0;0;;1
7051;2;OCE87448852;Soumoulou-Mairie;394625,1810413;394625;1810413;64526;1;0;0;0;;1
7056;2;OCE87465278;Urdos-Douane;363320,1767469;363320;1767469;64542;1;0;0;0;;1
7063;2;OCE87232157;Aulus-les-Bains-Pont;578644,1820902;578644;1820902;9029;1;0;0;0;;1
7068;2;OCE87448779;Besset-D119;559169,1786236;559169;1786236;9052;1;0;0;0;;1
7075;2;OCE87232140;Erce;514239,1761083;514239;1761083;9113;1;0;0;0;;1
7080;2;OCE87611558;gare de Luzenac-Garanou;552136,1751411;552136;1751411;9131;1;0;0;0;;1
7082;2;OCE87455014;Pas-de-la-Case;550549,1726831;550549;1726831;9139;1;0;0;0;;1
7087;2;OCE87440040;Lavelanet-Lycée;559600,1769353;559600;1769353;9160;1;0;0;0;;1
7094;2;OCE87615633;Mirepoix;562382,1787487;562382;1787487;9194;1;0;0;0;;1
