saa_ide;csp_ide;saa_code;saa_name;coord;saa_xcoord;saa_ycoord;saa_insee;mainstoparea;mainconnection;carpark;multimodal;additionaldata;saa_visible
314;2;OCE82006030;gare de Bettembourg;922290,2578143;922290;2578143;;1;0;0;0;;1
709;2;OCE85035089;gare de Dietikon;0,0;0;0;;1;0;0;0;;1
1025;2;OCE76021071;gare de GJERSTAD;0,0;0;0;;1;0;0;0;;1
1421;2;OCE10002998;gare de Kauhava;0,0;0;0;;1;0;0;0;;1
1973;2;OCE20195503;gare de Moskva-Iaroslavsk;0,0;0;0;;1;0;0;0;;1
2362;2;OCE54572263;gare de Praha-Smichow;0,0;0;0;;1;0;0;0;;1
2522;2;OCE80270892;gare de Rostock hbf.;0,0;0;0;;1;0;0;0;;1
2914;2;OCE70422204;gare de Swansea;0,0;0;0;;1;0;0;0;;1
3458;2;OCE87758623;gare de Port-Royal;600012,2426830;600012;2426830;75056;1;0;0;0;;1
3795;2;OCE87414425;Pyramide-de-Juvisy;0,0;0;0;91326;1;0;0;0;;1
3930;2;OCE87271163;gare de Pierrefitte-Stains;602614,2440660;602614;2440660;93059;1;0;0;0;;1
4277;2;OCE87174870;gare de Ste-Menehould;787625,2457738;787625;2457738;51507;1;0;0;0;;1
4770;2;OCE87393488;gare de Dreux;528881,2415213;528881;2415213;28134;1;0;0;0;;1
5125;2;OCE87696146;gare de Cosne-sur-Loire;644942,2268432;644942;2268432;58086;1;0;0;0;;1
5548;2;OCE87406678;Cons-la-Grandville (Mo);844006,2503755;844006;2503755;54137;1;0;0;0;;1
5553;2;OCE87141705;Domgermain;857751,2410900;857751;2410900;54162;1;0;0;0;;1
5555;2;OCE87141200;gare de Einvaux;899741,2397158;899741;2397158;54175;1;0;0;0;;1
5560;2;OCE87141036;gare de Foug;854455,2414544;854455;2414544;54205;1;0;0;0;;1
5567;2;OCE87141473;gare de Houdemont;883204,2412138;883204;2412138;54264;1;0;0;0;;1
5572;2;OCE87148015;Laneuveville-aux-Bois;918159,2410223;918159;2410223;54297;1;0;0;0;;1
5577;2;OCE87406694;Lexy (Rue du Square);845853,2505113;845853;2505113;54314;1;0;0;0;;1
5582;2;OCE87406611;Longuyon (Pont-2-Eaux);836770,2499501;836770;2499501;54322;1;0;0;0;;1
5584;2;OCE87406710;Longwy (Gare Routière);848727,2507253;848727;2507253;54323;1;0;0;0;;1
5589;2;OCE87407072;Lunéville (Cité Scolai);907664,2408033;907664;2408033;54329;1;0;0;0;;1
5596;2;OCE87194480;La Roche-sous-Montigny;840843,2502762;840843;2502762;54378;1;0;0;0;;1
5601;2;OCE87405647;Mont-sur-Meurthe (Mont);903228,2403041;903228;2403041;54383;1;0;0;0;;1
5608;2;OCE87141788;gare de Pompey;878909.55,2426152.15;878909.55;2426152.15;54430;1;0;0;0;;1
5613;2;OCE87117135;Rehainviller;905064,2404008;905064;2404008;54449;1;0;0;0;;1
5615;2;OCE87477570;Rehon-Poste;847723,2506156;847723;2506156;54451;1;0;0;0;;1
5620;2;OCE87141432;gare de Thiaville;931088.75,2388862.86;931088.75;2388862.86;54519;1;0;0;0;;1
5627;2;OCE87192476;gare de Vandières;871226.89,2445753.36;871226.89;2445753.36;54546;1;0;0;0;;1
5632;2;OCE87406652;Villette Moulin Battin;0,0;0;0;54582;1;0;0;0;;1
5634;2;OCE87141226;Xermaménil;904590,2400712;904590;2400712;54595;1;0;0;0;;1
5639;2;OCE87175257;gare de Commercy;839142,2423547;839142;2423547;55122;1;0;0;0;;1
5646;2;OCE87147322;gare de Meuse-TGV;814901,2446269;814901;2446269;55254;1;0;0;0;;1
5651;2;OCE87406637;Montmédy (Centre);819569,2506688;819569;2506688;55351;1;0;0;0;;1
5658;2;OCE87191403;Aboncourt;891997,2481151;891997;2481151;57001;1;0;0;0;;1
5663;2;OCE87191387;gare de Anzeling;900129,2481745;900129;2481745;57025;1;0;0;0;;1
5665;2;OCE87192153;Arraincourt;907215,2449595;907215;2449595;57027;1;0;0;0;;1
5670;2;OCE87192245;Baudrecourt;901426,2448231;901426;2448231;57054;1;0;0;0;;1
5678;2;OCE87193839;Bitche-Camp;975688,2462381;975688;2462381;57089;1;0;0;0;;1
5683;2;OCE87192146;Holacourt;905945,2449741;905945;2449741;57115;1;0;0;0;;1
5685;2;OCE87406850;Cocheren (Village);929863,2470398;929863;2470398;57144;1;0;0;0;;1
5690;2;OCE87193532;Diebling;936146,2466636;936146;2466636;57176;1;0;0;0;;1
5697;2;OCE87213298;Bannstein;977915,2457582;977915;2457582;57188;1;0;0;0;;1
5702;2;OCE87407247;Budange;891776,2482882;891776;2482882;57206;1;0;0;0;;1
5704;2;OCE87406884;Farébersviller (Moulin);930701,2467103;930701;2467103;57207;1;0;0;0;;1
5709;2;OCE87193136;Han-sur-Nied;900103,2451421;900103;2451421;57209;1;0;0;0;;1
5716;2;OCE87193003;gare de Forbach;932853,2475407;932853;2475407;57227;1;0;0;0;;1
5721;2;OCE87407130;Gosselming (Poste);942947,2431566;942947;2431566;57255;1;0;0;0;;1
4067;2;OCE87276089;gare de Montigny-Beauchamp;589841,2445501;589841;2445501;95424;1;0;0;0;;1
4072;2;OCE87381145;gare de Osny;579607,2451680;579607;2451680;95476;1;0;0;0;;1
4079;2;OCE87994210;Aéroport-CDG-T1;616412,2445760;616412;2445760;95527;1;0;0;0;;1
4084;2;OCE87271494;gare de Aéropt-C-de-Gaulle-TGV;617211,2445125;617211;2445125;95527;1;0;0;0;;1
4086;2;OCE87588392;Roissy-Pole;616219,2445727;616219;2445727;95527;1;0;0;0;;1
4091;2;OCE87276105;gare de St-Ouen-l'Aumône;583177,2449738;583177;2449738;95572;1;0;0;0;;1
4098;2;OCE87606574;Sannois-Noctilien;0,0;0;0;95582;1;0;0;0;;1
4103;2;OCE87276634;gare de Taverny;591603,2447484;591603;2447484;95607;1;0;0;0;;1
4105;2;OCE87381178;gare de Us;573254,2455807;573254;2455807;95625;1;0;0;0;;1
4110;2;OCE87172858;gare de Anchamps;767869,2550724;767869;2550724;8011;1;0;0;0;;1
4117;2;OCE87172353;gare de Carignan;804786,2518302;804786;2518302;8090;1;0;0;0;;1
4122;2;OCE87172239;gare de Donchery;783291,2525322;783291;2525322;8142;1;0;0;0;;1
4129;2;OCE87172098;gare de Fumay;769149,2556983;769149;2556983;8185;1;0;0;0;;1
4135;2;OCE87588673;Liart-Centre;0,0;0;0;8254;1;0;0;0;;1
4137;2;OCE87172262;gare de Amagne-Lucquy;754881,2505051;754881;2505051;8262;1;0;0;0;;1
4142;2;OCE87172213;gare de Nouvion-sur-Meuse;777546,2525012;777546;2525012;8327;1;0;0;0;;1
4149;2;OCE87297275;Mainbressy;736070,2525088;736070;2525088;8366;1;0;0;0;;1
4154;2;OCE87172221;gare de Vrigne-Meuse;781008,2525534;781008;2525534;8492;1;0;0;0;;1
4156;2;OCE87215624;Ailleville;774196,2364340;774196;2364340;10002;1;0;0;0;;1
4161;2;OCE87139535;Barberey-Route-de-Méry;725609,2372455;725609;2372455;10030;1;0;0;0;;1
4169;2;OCE87117911;Chamoy-Carrefour D1/D23;721860,2347686;721860;2347686;10074;1;0;0;0;;1
4174;2;OCE87139899;Le Cheminot;724559,2351142;724559;2351142;10116;1;0;0;0;;1
4176;2;OCE87110346;Ervy-le-Châtel-Halle;0,0;0;0;10140;1;0;0;0;;1
4181;2;OCE87139865;Lirey-La-Chapelle;726914,2352181;726914;2352181;10198;1;0;0;0;;1
4188;2;OCE87118141;Maizières-Gde-Parroisse;707135,2390574;707135;2390574;10220;1;0;0;0;;1
4193;2;OCE87279968;Montaulin-Mairie;737946,2363092;737946;2363092;10245;1;0;0;0;;1
4200;2;OCE87216150;Nogent-S/S De Gaulle;686719,2388804;686719;2388804;10268;1;0;0;0;;1
4205;2;OCE87118158;gare de Romilly-sur-Seine;702858,2391510;702858;2391510;10323;1;0;0;0;;1
4208;2;OCE87216127;Romilly-S/S Hôpital;701910,2391677;701910;2391677;10323;1;0;0;0;;1
4213;2;OCE87280016;Rouilly-St-Loup-Guérade;733655,2364785;733655;2364785;10329;1;0;0;0;;1
4220;2;OCE87118067;St-Lyé;723233,2374621;723233;2374621;10349;1;0;0;0;;1
4225;2;OCE87215731;Trannes;766805,2369471;766805;2369471;10384;1;0;0;0;;1
4227;2;OCE87216036;Troyes(Bld 14 Juillet);729364,2367562;729364;2367562;10387;1;0;0;0;;1
4232;2;OCE87216051;Troyes-Victor-Hugo;728584,2367421;728584;2367421;10387;1;0;0;0;;1
4239;2;OCE87117978;Villery;725123,2353780;725123;2353780;10425;1;0;0;0;;1
4244;2;OCE87171561;gare de Ay;721794,2451371;721794;2451371;51030;1;0;0;0;;1
4251;2;OCE87174003;gare de Châlons-en-Champagne;747458,2441588;747458;2441588;51108;1;0;0;0;;1
4256;2;OCE87171330;gare de Fismes;697939,2480086;697939;2480086;51250;1;0;0;0;;1
4258;2;OCE87417477;Blesme-Centre;779541,2416900;779541;2416900;51284;1;0;0;0;;1
4263;2;OCE87400986;gare de Magneux-Courlandon;701641,2480056;701641;2480056;51337;1;0;0;0;;1
4271;2;OCE87171009;gare de Reims;722928,2474803;722928;2474803;51454;1;0;0;0;;1
4276;2;OCE87174441;gare de St-Hilaire-au-Temple;749368,2452862;749368;2452862;51485;1;0;0;0;;1
4279;2;OCE87171637;gare de Sillery;731814,2468799;731814;2468799;51536;1;0;0;0;;1
4284;2;OCE87674135;Togny-aux-Boeufs;754780,2430314;754780;2430314;51574;1;0;0;0;;1
4291;2;OCE87112300;Vitry-le-François-pi;765171,2416565;765171;2416565;51649;1;0;0;0;;1
4296;2;OCE87279877;Bricon(la Poste);796745,2345706;796745;2345706;52076;1;0;0;0;;1
4298;2;OCE87215228;Buxieres-les-Villiers;801100,2348544;801100;2348544;52087;1;0;0;0;;1
4303;2;OCE87142133;Chaudenay (Haute-Marne);836167,2317848;836167;2317848;52119;1;0;0;0;;1
4310;2;OCE87142125;gare de Culmont-Chalindrey;832636,2316909;832636;2316909;52155;1;0;0;0;;1
4315;2;OCE87142158;Charmoy-Fayl-Billot;844759,2314257;844759;2314257;52197;1;0;0;0;;1
238;2;OCE71313114;gare de BANDEIRA;0,0;0;0;;1;0;0;0;;1
629;2;OCE82001180;gare de Colmar-Berg;0,0;0;0;;1;0;0;0;;1
946;2;OCE80204875;gare de FREISING;0,0;0;0;;1;0;0;0;;1
1342;2;OCE71570036;gare de Iznalloz;0,0;0;0;;1;0;0;0;;1
1896;2;OCE55178897;gare de Mezobereny;0,0;0;0;;1;0;0;0;;1
2285;2;OCE83017038;gare de Pioltello-Limito;0,0;0;0;;1;0;0;0;;1
2442;2;OCE71032136;gare de Requena-Utiel;0,0;0;0;;1;0;0;0;;1
2835;2;OCE80012096;gare de STADE;0,0;0;0;;1;0;0;0;;1
3387;2;OCE84007427;gare de Zuidbroek;0,0;0;0;;1;0;0;0;;1
3726;2;OCE87382887;gare de Viroflay-Rive-Droite;587642,2423038;587642;2423038;78686;1;0;0;0;;1
4206;2;OCE87139600;Romilly-Gornet-Boivin;703827,2391279;703827;2391279;10323;1;0;0;0;;1
4559;2;OCE87313056;gare de Corbie;611736,2546150;611736;2546150;80212;1;0;0;0;;1
4700;2;OCE87401893;Rouen-Gare-Routière;509362,2494335;509362;2494335;76540;1;0;0;0;;1
5051;2;OCE87536433;Chatillon-Ville;0,0;0;0;21154;1;0;0;0;;1
5547;2;OCE87194456;Cons-la-Grandville;844282,2504002;844282;2504002;54137;1;0;0;0;;1
5552;2;OCE87141119;gare de Dombasle-sur-Meurthe;895394,2410273;895394;2410273;54159;1;0;0;0;;1
5554;2;OCE87405720;Domgermain (Bois-le-C.);858962,2412584;858962;2412584;54162;1;0;0;0;;1
5559;2;OCE87141051;gare de Fontenoy-sur-Moselle;868171,2418761;868171;2418761;54202;1;0;0;0;;1
5566;2;OCE87191692;gare de Homécourt;866969,2475173;866969;2475173;54263;1;0;0;0;;1
5571;2;OCE87191700;gare de Joeuf;868274,2475983;868274;2475983;54280;1;0;0;0;;1
5576;2;OCE87406686;Lexy (Providence-Usine);846620,2505199;846620;2505199;54314;1;0;0;0;;1
5581;2;OCE87406702;Longuyon (La Machine);836812,2500091;836812;2500091;54322;1;0;0;0;;1
5588;2;OCE87476747;Luneville-LP;906506,2408125;906506;2408125;54329;1;0;0;0;;1
5593;2;OCE87141168;Marainviller;914604,2407335;914604;2407335;54350;1;0;0;0;;1
5595;2;OCE87141499;gare de Messein;880316,2408352;880316;2408352;54366;1;0;0;0;;1
5600;2;OCE87405654;Mont-sur-Meurthe (Lorr);903761,2403000;903761;2403000;54383;1;0;0;0;;1
5607;2;OCE87141556;gare de Pierreville;879606.51,2401235.3;879606.51;2401235.3;54429;1;0;0;0;;1
5612;2;OCE87141564;gare de Pulligny-Autrey;880696.54,2399816.93;880696.54;2399816.93;54437;1;0;0;0;;1
5614;2;OCE87194449;Rehon;847801,2506654;847801;2506654;54451;1;0;0;0;;1
5619;2;OCE87141598;gare de Tantonville;880346.67,2393997.83;880346.67;2393997.83;54513;1;0;0;0;;1
5626;2;OCE87405704;Vallois (Centre);911451,2393289;911451;2393289;54543;1;0;0;0;;1
5631;2;OCE87117564;Villette;832740,2502178;832740;2502178;54582;1;0;0;0;;1
5638;2;OCE87175737;gare de Clermont-en-Argonne;799341,2459974;799341;2459974;55117;1;0;0;0;;1
5643;2;OCE87175794;gare de Etain;840795,2472826;840795;2472826;55181;1;0;0;0;;1
5645;2;OCE87175711;gare de Les Islettes;794761,2459791;794761;2459791;55253;1;0;0;0;;1
5650;2;OCE87194209;gare de Montmédy;819882,2507085;819882;2507085;55351;1;0;0;0;;1
5657;2;OCE87175778;gare de Verdun;822044.83,2467360.46;822044.83;2467360.46;55545;1;0;0;0;;1
5662;2;OCE87405571;Anzeling (Carrefour);900463,2481915;900463;2481915;57025;1;0;0;0;;1
5664;2;OCE87191643;gare de Apach (Moselle);892746,2503249;892746;2503249;57026;1;0;0;0;;1
5669;2;OCE87215111;Nouvel-Avricourt;930423,2415327;930423;2415327;57042;1;0;0;0;;1
5677;2;OCE87193821;Bitche;972462,2462106;972462;2462106;57089;1;0;0;0;;1
5682;2;OCE87192260;Brulange;908456,2449526;908456;2449526;57115;1;0;0;0;;1
5684;2;OCE87192138;Chenois;904869,2448202;904869;2448202;57138;1;0;0;0;;1
5689;2;OCE87199620;Destry;911232,2446767;911232;2446767;57174;1;0;0;0;;1
5696;2;OCE87191379;gare de Ebersviller;896618,2482901;896618;2482901;57186;1;0;0;0;;1
5701;2;OCE87193144;Hargarten-Falck;913139,2477562;913139;2477562;57205;1;0;0;0;;1
5708;2;OCE87193359;gare de Faulquemont;912005,2458166;912005;2458166;57209;1;0;0;0;;1
5713;2;OCE87406983;Fénétrange (Pensionnat);943660,2437954;943660;2437954;57210;1;0;0;0;;1
5715;2;OCE87194365;Fontoy;866281,2490225;866281;2490225;57226;1;0;0;0;;1
5720;2;OCE87215244;Gosselming;942679,2431771;942679;2431771;57255;1;0;0;0;;1
7502;2;OCE87168773;Douelle-les-Bories;521361,1942480;521361;1942480;46088;1;0;0;0;;1
7507;2;OCE87165514;Ceint-d'Eau-Village;572173,1954787;572173;1954787;46102;1;0;0;0;;1
7514;2;OCE87613059;gare de Gramat;551359,1974935;551359;1974935;46128;1;0;0;0;;1
7519;2;OCE87613570;Calvignac;555744,1941604;555744;1941604;46155;1;0;0;0;;1
7521;2;OCE87167114;Seuzac;558235,1941901;558235;1941901;46155;1;0;0;0;;1
7526;2;OCE87165613;Livernon-Gendarmerie;560796,1960842;560796;1960842;46176;1;0;0;0;;1
7533;2;OCE87613703;Mercuès;524295,1944339;524295;1944339;46191;1;0;0;0;;1
7538;2;OCE87620039;Pescadoires;506443,1945971;506443;1945971;46218;1;0;0;0;;1
7545;2;OCE87594564;gare de Les Quatre-Routes;545411,1999837;545411;1999837;46232;1;0;0;0;;1
7550;2;OCE87613539;St-Géry;539789,1942237;539789;1942237;46268;1;0;0;0;;1
7552;2;OCE87168054;Latoulzanie;0,0;0;0;46276;1;0;0;0;;1
7557;2;OCE87609610;Souillac-Renaissance;0,0;0;0;46309;1;0;0;0;;1
7564;2;OCE87168070;Vers-le-Cuzoul;536946,1941097;536946;1941097;46331;1;0;0;0;;1
7569;2;OCE87677997;Ancizan;436366,1765438;436366;1765438;65006;1;0;0;0;;1
7571;2;OCE87620146;Antist;419273,1792814;419273;1792814;65016;1;0;0;0;;1
7576;2;OCE87677971;Arreau;437998,1769003;437998;1769003;65031;1;0;0;0;;1
7583;2;OCE87671602;Bazet;416326,1812452;416326;1812452;65072;1;0;0;0;;1
7588;2;OCE87618652;Beyrède;439694,1774705;439694;1774705;65092;1;0;0;0;;1
7595;2;OCE87678078;Artigues.;425715,1772435;425715;1772435;65123;1;0;0;0;;1
7600;2;OCE87439976;Capvern-Mairie;435196,1790958;435196;1790958;65127;1;0;0;0;;1
7603;2;OCE87671081;Castelnau-Riv.-Basse;409595,1846794;409595;1846794;65130;1;0;0;0;;1
7608;2;OCE87177329;Escondeaux;420963,1817801;420963;1817801;65161;1;0;0;0;;1
7615;2;OCE87671438;Rebouc;439643,1778824;439643;1778824;65218;1;0;0;0;;1
7620;2;OCE87177352;Lacassagne-65;421463,1819446;421463;1819446;65242;1;0;0;0;;1
7622;2;OCE87671123;gare de Lannemezan;441095,1792153;441095;1792153;65258;1;0;0;0;;1
7627;2;OCE87671412;Lortet;440229,1784186;440229;1784186;65279;1;0;0;0;;1
7634;2;OCE87176305;Mascaras-D5-N117;423999,1801607;423999;1801607;65303;1;0;0;0;;1
7639;2;OCE87443424;Monlong-Eglise;447680,1802308;447680;1802308;65316;1;0;0;0;;1
7641;2;OCE87671644;Nouilhan;413611,1827280;413611;1827280;65330;1;0;0;0;;1
7646;2;OCE87176313;Péré;434886,1794829;434886;1794829;65356;1;0;0;0;;1
7653;2;OCE87671362;gare de St-Pé (Htes-Pyrénées);396246,1792002;396246;1792002;65395;1;0;0;0;;1
7658;2;OCE87671446;Sarrancolin;439994,1775988;439994;1775988;65408;1;0;0;0;;1
7665;2;OCE87671008;gare de Tarbes;415553,1806811;415553;1806811;65440;1;0;0;0;;1
7670;2;OCE87176909;Tournay-Centre;429723,1800223;429723;1800223;65447;1;0;0;0;;1
7672;2;OCE87176925;Tournay-Village-Retrait;429540,1800305;429540;1800305;65447;1;0;0;0;;1
7677;2;OCE87671354;Villefranque;410181,1836205;410181;1836205;65472;1;0;0;0;;1
7684;2;OCE87615195;gare de Albi-Madeleine.;584294,1881841;584294;1881841;81004;1;0;0;0;;1
7689;2;OCE87551937;Beauvais-sur-Tescou;538258,1879355;538258;1879355;81024;1;0;0;0;;1
7691;2;OCE87442509;Pont-de-Blaye;585550,1891790;585550;1891790;81033;1;0;0;0;;1
7696;2;OCE87615625;gare de Carmaux;585225,1894197;585225;1894197;81060;1;0;0;0;;1
7704;2;OCE87442285;Cadix-Cuq-Toulzat-RN;563364,1840957;563364;1840957;81076;1;0;0;0;;1
7709;2;OCE87177527;Gaillac-Pl.-Libération;564718,1877718;564718;1877718;81099;1;0;0;0;;1
7711;2;OCE87615245;gare de Tessonnières;567911,1880846;567911;1880846;81099;1;0;0;0;;1
7716;2;OCE87165738;Labruguière-Abri-Bus;594164,1837468;594164;1837468;81120;1;0;0;0;;1
7723;2;OCE87443143;Le-Ramel-Centre;550817,1852218;550817;1852218;81140;1;0;0;0;;1
7728;2;OCE87177592;Marssac-Tarn-Croisement;575288,1879723;575288;1879723;81156;1;0;0;0;;1
7735;2;OCE87442293;Puylaurens-Halle;573825,1841125;573825;1841125;81219;1;0;0;0;;1
7740;2;OCE87615559;St-Amans-Soult;612090,1830784;612090;1830784;81238;1;0;0;0;;1
7742;2;OCE87442301;St-Germain-81-Trappe-H;0,0;0;0;81251;1;0;0;0;;1
7747;2;OCE87110155;Salvagnac;547239,1879421;547239;1879421;81276;1;0;0;0;;1
1709;2;OCE56131011;gare de Liptovsky-Mikulas;0,0;0;0;;1;0;0;0;;1
1714;2;OCE70224600;gare de Liverpool;0,0;0;0;;1;0;0;0;;1
1716;2;OCE88410040;gare de Liège Guillemins;0,0;0;0;;1;0;0;0;;1
1721;2;OCE70248500;gare de Llandudno J;0,0;0;0;;1;0;0;0;;1
1728;2;OCE83118513;gare de Locri;0,0;0;0;;1;0;0;0;;1
1733;2;OCE80135889;gare de Lohne;0,0;0;0;;1;0;0;0;;1
1735;2;OCE10001420;gare de Loimaa;0,0;0;0;;1;0;0;0;;1
1741;2;OCE70612101;gare de London-King'S-Cross;0,0;0;0;;1;0;0;0;;1
1748;2;OCE71060061;gare de Lorca-Sutullena;0,0;0;0;;1;0;0;0;;1
1753;2;OCE70189704;gare de LOUGHBOROUGH;0,0;0;0;;1;0;0;0;;1
1760;2;OCE80290171;gare de Ludwigsburg;0,0;0;0;;1;0;0;0;;1
1765;2;OCE80040105;gare de LUEBBEN(SPREEWALD);0,0;0;0;;1;0;0;0;;1
1767;2;OCE80016766;gare de LUEBECK TRAVEMUENDE;0,0;0;0;;1;0;0;0;;1
1772;2;OCE83031252;gare de LUMIGNACCO;0,0;0;0;;1;0;0;0;;1
1779;2;OCE94460949;gare de Luso Bucaco;0,0;0;0;;1;0;0;0;;1
1784;2;OCE82001000;gare de Luxembourg;874714,2518035;874714;2518035;;1;0;0;0;;1
1786;2;OCE54534560;gare de LUZNA U RAKOVNIKA;0,0;0;0;;1;0;0;0;;1
1791;2;OCE84004226;gare de Maassluis;0,0;0;0;;1;0;0;0;;1
1798;2;OCE71376046;gare de Madrid-Vallecas;0,0;0;0;;1;0;0;0;;1
1803;2;OCE70314708;gare de Maidenhead;0,0;0;0;;1;0;0;0;;1
1806;2;OCE80190546;gare de MAINZ SUED;0,0;0;0;;1;0;0;0;;1
1811;2;OCE71544130;gare de Malaga;0,0;0;0;;1;0;0;0;;1
1819;2;OCE53811836;gare de Mangalia;0,0;0;0;;1;0;0;0;;1
1824;2;OCE84004275;gare de Mantgum;0,0;0;0;;1;0;0;0;;1
1831;2;OCE81029009;gare de Marchegg Gr;0,0;0;0;;1;0;0;0;;1
1836;2;OCE56134908;gare de Margecany;0,0;0;0;;1;0;0;0;;1
1838;2;OCE54744052;gare de Marianske-Lazne;0,0;0;0;;1;0;0;0;;1
1843;2;OCE80145805;gare de MARKELFINGEN;0,0;0;0;;1;0;0;0;;1
1850;2;OCE85015008;gare de Martigny.;0,0;0;0;;1;0;0;0;;1
1855;2;OCE71795000;gare de Mataro;0,0;0;0;;1;0;0;0;;1
1857;2;OCE83002071;gare de MEANA;0,0;0;0;;1;0;0;0;;1
1862;2;OCE53806844;gare de Medgidia;0,0;0;0;;1;0;0;0;;1
1869;2;OCE80015297;gare de MELDORF;0,0;0;0;;1;0;0;0;;1
1874;2;OCE88930396;gare de Melle.;0,0;0;0;;1;0;0;0;;1
1881;2;OCE80210781;gare de MEPPEN;0,0;0;0;;1;0;0;0;;1
1886;2;OCE82001100;gare de Mersch;0,0;0;0;;1;0;0;0;;1
1888;2;OCE80253492;gare de MERZIG SAAR;0,0;0;0;;1;0;0;0;;1
1893;2;OCE79425025;gare de Metlika;0,0;0;0;;1;0;0;0;;1
5;2;OCE87589564;Gannat-Lycée-Eiffel;666613,2121027;666613;2121027;;1;0;0;0;;1
10;2;OCE88950000;gare de Aalst;0,0;0;0;;1;0;0;0;;1
13;2;OCE86000539;gare de Aarhus H;0,0;0;0;;1;0;0;0;;1
18;2;OCE81038778;gare de ABFALTERSBACH;0,0;0;0;;1;0;0;0;;1
25;2;OCE54330159;gare de ADAMOV;0,0;0;0;;1;0;0;0;;1
30;2;OCE83117051;gare de Agropoli Castellabate;0,0;0;0;;1;0;0;0;;1
32;2;OCE71141143;gare de Aguilar-de-Campoo;0,0;0;0;;1;0;0;0;;1
37;2;OCE85014001;gare de Aigle;0,0;0;0;;1;0;0;0;;1
44;2;OCE83078006;gare de Alba-Adriatica;0,0;0;0;;1;0;0;0;;1
49;2;OCE94780635;gare de Albufeira;0,0;0;0;;1;0;0;0;;1
56;2;OCE83004705;gare de Alessandria;0,0;0;0;;1;0;0;0;;1
61;2;OCE71060020;gare de Alhama-de-Murcia;0,0;0;0;;1;0;0;0;;1
5728;2;OCE87193383;gare de Herny;902984,2453034;902984;2453034;57319;1;0;0;0;;1
5733;2;OCE87193276;gare de Hombourg-Haut;924006,2467836;924006;2467836;57332;1;0;0;0;;1
5735;2;OCE87406793;Hombourg (Tilleuls);891225,2485248;891225;2485248;57332;1;0;0;0;;1
5740;2;OCE87193565;Ippling;940910,2466613;940910;2466613;57348;1;0;0;0;;1
5747;2;OCE87406819;Kuntzig (Bibiche);884090,2489954;884090;2489954;57372;1;0;0;0;;1
5752;2;OCE87190801;Loupershouse;934471,2463391;934471;2463391;57419;1;0;0;0;;1
5754;2;OCE87192120;Lucy;902704,2446187;902704;2446187;57424;1;0;0;0;;1
5759;2;OCE87193219;Merten;915018,2481000;915018;2481000;57460;1;0;0;0;;1
5766;2;OCE87406843;Metzervisse (Eglise);887010,2486819;887010;2486819;57465;1;0;0;0;;1
5771;2;OCE87407155;Morhange (Pl. Républiq);915032,2444796;915032;2444796;57483;1;0;0;0;;1
5774;2;OCE87476887;Romelfing-Rte-Départale;0,0;0;0;57486;1;0;0;0;;1
5779;2;OCE87192203;gare de Peltre;883972.59,2459906.01;883972.59;2459906.01;57534;1;0;0;0;;1
5786;2;OCE87191411;Remelfang;903425,2482982;903425;2482982;57567;1;0;0;0;;1
5791;2;OCE87199604;Gros-Réderching;956837,2463309;956837;2463309;57589;1;0;0;0;;1
5798;2;OCE87414011;St-Louis57;957381,2424368;957381;2424368;57618;1;0;0;0;;1
5803;2;OCE87407015;Sarraltroff (Mairie);947299,2429841;947299;2429841;57629;1;0;0;0;;1
5805;2;OCE87215012;gare de Sarrebourg;946857,2425900;946857;2425900;57630;1;0;0;0;;1
5810;2;OCE87477620;Sarrebourg-Abri-Phalsbo;0,0;0;0;57630;1;0;0;0;;1
5817;2;OCE87193607;Welferding;943880,2467486;943880;2467486;57631;1;0;0;0;;1
5822;2;OCE87193342;gare de Téting (Moselle);916421.09,2459138.17;916421.09;2459138.17;57668;1;0;0;0;;1
5824;2;OCE87191007;gare de Thionville;878566,2490833;878566;2490833;57672;1;0;0;0;;1
5829;2;OCE87193771;Woelfling-Sarreguemines;954539,2466158;954539;2466158;57750;1;0;0;0;;1
5836;2;OCE87144758;Autrey;922771,2375319;922771;2375319;88021;1;0;0;0;;1
5841;2;OCE87146332;La Bresse;938864,2343968;938864;2343968;88075;1;0;0;0;;1
5848;2;OCE87144055;gare de Charmes (Vosges);893656,2382932;893656;2382932;88090;1;0;0;0;;1
5853;2;OCE87144691;Cornimont;935969,2338883;935969;2338883;88116;1;0;0;0;;1
5855;2;OCE87405787;Cornimont (Lansauchamp);935765,2341352;935765;2341352;88116;1;0;0;0;;1
5860;2;OCE87144709;Deinvillers;914142,2388938;914142;2388938;88127;1;0;0;0;;1
5867;2;OCE87144642;gare de Etival-Clairefontaine;936332.6,2383948.11;936332.6;2383948.11;88165;1;0;0;0;;1
5872;2;OCE87144550;Fresse;932434,2328999;932434;2328999;88188;1;0;0;0;;1
5875;2;OCE87144089;gare de Igney;901549,2371336;901549;2371336;88247;1;0;0;0;;1
5880;2;OCE87144329;gare de Lesseux-Frapelle;951612,2376237;951612;2376237;88268;1;0;0;0;;1
5887;2;OCE87144212;gare de Mirecourt;881356,2373479;881356;2373479;88304;1;0;0;0;;1
5892;2;OCE87144204;gare de Poussay;881034,2376017;881034;2376017;88357;1;0;0;0;;1
5894;2;OCE87144345;gare de Provenchères-sur-Fave;952145.35,2377933.47;952145.35;2377933.47;88361;1;0;0;0;;1
