87745737;Charix-Lalleyriat;858865;2135187
87745349;Divonne-les-Bains;892376;2157424
87745273;Gex Centre;886458;2154745
87742627;Longeray;874066;2130091
87723726;Mionnay;800428;2102904
87743435;Les Neyrolles;854452;2132057
87743120;Pont-d'Ain;831929;2121510
74001198;ALINGSAS;0;0
84000505;Allkmaar;0;0
74048017;ALMHULT;0;0
55144311;Mezoepeterd;0;0
83020354;Mezzocorona;0;0
53403733;Miercurea-Ciuc;0;0
83018200;Milano-Rogor;0;0
54571695;MIMON;0;0
81019331;MITTERWEISSENBACH;0;0
80291518;MOCHENWANGEN;0;0
81038620;MOELLBRUECKE SACHSENBUR;0;0
56151704;Moldava-Nad-Bodvou;0;0
71203000;Monforte-L;0;0
85040709;Montbovon;0;0
83015354;MONTELLO GORLAGO;0;0
71541052;Montilla;0;0
54351254;MORAVSKY PISEK;0;0
80015800;MORSUM SYLT;0;0
88212381;Mortsel-Oude-God;0;0
71715029;Altafulla-Tamarit;0;0
74048140;ALVSBYN;0;0
71654053;Ametlla-del-Mar;0;0
84000596;Amsterdam-Sloterdyk;0;0
80190082;Andernach;0;0
81017368;ANDORF;0;0
84000653;Anna-Paulowna;0;0
88210060;Anvers/Antwerpen C.;746069;2693500
85062869;Appenzell;0;0
71376012;Aranjuez;0;0
71704031;Arcos-de-Jalon;0;0
71705004;Ariza;0;0
84000711;Arnhem;0;0
83042077;Arquata-Scrivia;0;0
83117119;Ascea;0;0
84840730;Assen;0;0
20196105;Moskva-Rijskaia;0;0
88857040;Mouscron/Moeskroen;713777;2706557
80202838;MUENCHEN HARRAS;0;0
80206581;Muenchen-Aeroport-J-Str;0;0
80102178;Mulheim-Stt;0;0
80136432;Munster-Oertze;0;0
80203018;Murnau;0;0
79437046;MURSKA SOBOTA;0;0
84004523;NAARDEN BUSSUM;0;0
76013417;NAMSSKOGAN;0;0
76024026;Narvik;0;0
80141267;Neckarelz;0;0
94466722;Nelas;0;0
81012427;Nendeln;0;0
76021055;NESLANDSVATN;0;0
54340729;LIPOVA LAZNE ZASTAVKA;0;0
79422071;Litija;0;0
79437004;Ljutomer;0;0
85054007;Locarno;0;0
54768549;LOCHOVICE;0;0
79440065;Logatec;0;0
55180695;Lokoshaza;0;0
70182907;LONG EATON;0;0
76013763;LONSDAL;0;0
83075036;Loreto;0;0
