spt_ide;saa_ide;spt_code;spt_name;coord;spt_xcoord;spt_ycoord;spt_insee;csp_ide;spt_ufr;spt_sheltered;spt_elevator;spt_escalator;spt_bikeaccepted;spt_bikedepot;spt_visualannouncement;spt_audibleannouncement;spt_appropriatesignage;spt_appropriateescort
3380;3004;OCETrain-71715037;gare de Torredembarra;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3387;3011;OCETrain-71060038;gare de Totana;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3392;3015;OCETrain-81016022;gare de TRAUN;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3394;3017;OCETrain-85042150;gare de Travers;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3399;3022;OCETrain-83118083;gare de Trebisacce;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3406;3029;OCETrain-56138669;gare de Trencin;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3411;3033;OCETrain-83027128;gare de Treviso-Centrale;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3419;3040;OCETrain-94041509;gare de Trofa;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3424;3045;OCETrain-82001360;gare de Troisvierges;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3426;3047;OCETrain-76011262;gare de Trondheim;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3431;3052;OCETrain-20533364;gare de TUAPSE-PASSAJIRSKAIA;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3439;3060;OCETrain-10001354;gare de Turku Satama Abo Hamn;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3444;3065;OCEICE-80203109;gare de Tutzing;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3446;3066;OCETrain-20061507;gare de Tver;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3451;3071;OCETrain-74043141;gare de UDDEVALLA CENTRAL;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3458;3076;OCETrain-54365759;gare de UHERSKE HRADISTE;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3463;3081;OCETrain-54156067;gare de ULANY NAD ZITAVOU;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3465;3082;OCEICE-80291039;gare de Ulm-Hbf;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
3470;3086;OCETrain-85094169;gare de Unterterzen;0,0;0;0;;2;0;0;0;0;0;0;0;0;0;0
5658;4472;OCETrain TER-87313676;gare de Laboissiθre-le-Dιluge;585435,2476743;585435;2476743;60196;2;0;0;0;0;0;0;0;0;0;0
5663;4475;OCE9-87419200;Eragny-Bazincourt(Carr);558803,2480721;558803;2480721;60211;2;0;0;0;0;0;0;0;0;0;0
5671;4480;OCETrain TER-87313833;gare de Formerie;555622,2517644;555622;2517644;60245;2;0;0;0;0;0;0;0;0;0;0
5676;4484;OCE9-87588491;Godenvillers;615632,2510300;615632;2510300;60276;2;0;0;0;0;0;0;0;0;0;0
5678;4485;9-87313734;gare de Grandvilliers;571228,2518125;571228;2518125;60286;2;0;0;0;0;0;0;0;0;0;0
5683;4487;OCETrain TER-87313692;gare de Herchies;576364,2498993;576364;2498993;60310;2;0;0;0;0;0;0;0;0;0;0
5690;4491;OCETransilien-87381202;gare de La Villetertre;569658,2467266;569658;2467266;60356;2;0;0;0;0;0;0;0;0;0;0
5695;4495;9-87315176;Maignelay-Centre;613279,2506194;613279;2506194;60374;2;0;0;0;0;0;0;0;0;0;0
5702;4499;OCETrain TER-87313726;gare de Marseille-en-Beauvaisis;572381,2508243;572381;2508243;60387;2;0;0;0;0;0;0;0;0;0;0
5707;4502;OCETrain TER-87313700;gare de Milly-sur-Thιrain;574808,2500915;574808;2500915;60403;2;0;0;0;0;0;0;0;0;0;0
5709;4502;OCECar TER-87313700;gare de Milly-sur-Thιrain;574808,2500915;574808;2500915;60403;2;0;0;0;0;0;0;0;0;0;0
5714;4505;9-87271577;gare de Nanteuil-le-Haudouin;633394,2460571;633394;2460571;60446;2;0;0;0;0;0;0;0;0;0;0
5721;4506;OCECorail Intercitι-87276782;gare de Noyon;648499,2509122;648499;2509122;60471;2;0;0;0;0;0;0;0;0;0;0
5726;4509;OCETrain TER-87276279;gare de Orry-la-Ville-Coye;611179,2460100;611179;2460100;60482;2;0;0;0;0;0;0;0;0;0;0
5728;4509;OCECar TER-87276279;gare de Orry-la-Ville-Coye;611172,2460128;611172;2460128;60482;2;0;0;0;0;0;0;0;0;0;0
5733;4511;OCE9-87279109;Plainval-D117;607521,2503340;607521;2503340;60495;2;0;0;0;0;0;0;0;0;0;0
5740;4514;OCETransilien-87276410;gare de Prιcy-sur-Oise;602907,2467271;602907;2467271;60513;2;0;0;0;0;0;0;0;0;0;0
5745;4517;9-87276766;gare de Ribιcourt;642820,2501169;642820;2501169;60537;2;0;0;0;0;0;0;0;0;0;0
5752;4522;OCE9-87313270;gare de St-Just-SNCF;606715,2500700;606715;2500700;60581;2;0;0;0;0;0;0;0;0;0;0
5757;4524;9-87313718;gare de St-Omer-en-Chaussιe;575445,2503814;575445;2503814;60590;2;0;0;0;0;0;0;0;0;0;0
5759;4525;OCETrain TER-87313288;gare de St-Rιmy-en-l'Eau;606459,2496702;606459;2496702;60595;2;0;0;0;0;0;0;0;0;0;0
5764;4529;9-87271668;Senlis-Gare-Routiθre;618627,2467619;618627;2467619;60612;2;0;0;0;0;0;0;0;0;0;0
5018;4118;OCECar TER-87112334;Wι;803683,2519634;803683;2519634;8090;2;0;0;0;0;0;0;0;0;0;0
5023;4119;OCETGV-87172007;gare de Charleville-Mιziθres;772248,2532697;772248;2532697;8105;2;0;0;0;0;0;0;0;0;0;0
5025;4120;OCETrain TER-87172155;gare de Mohon;772904,2531071;772904;2531071;8105;2;0;0;0;0;0;0;0;0;0;0
5030;4121;OCETrain TER-87172064;gare de Deville;770586,2545140;770586;2545140;8139;2;0;0;0;0;0;0;0;0;0;0
5037;4125;OCE9-87297267;La Fιrιe-Place-Eglise;741928,2531371;741928;2531371;8167;2;0;0;0;0;0;0;0;0;0;0
5042;4129;OCETrain TER-87172098;gare de Fumay;769149,2556983;769149;2556983;8185;2;0;0;0;0;0;0;0;0;0;0
5044;4130;OCETrain TER-87172130;gare de Givet;777649,2574413;777649;2574413;8190;2;0;0;0;0;0;0;0;0;0;0
5050;4133;OCECar TER-87172072;gare de Laifour;769457,2548667;769457;2548667;8242;2;0;0;0;0;0;0;0;0;0;0
5057;4137;OCETrain TER-87172262;gare de Amagne-Lucquy;754881,2505051;754881;2505051;8262;2;0;0;0;0;0;0;0;0;0;0
5062;4138;OCECar TER-87172189;gare de Lumes-Halte;776550,2529014;776550;2529014;8263;2;0;0;0;0;0;0;0;0;0;0
5069;4142;9-87172213;gare de Nouvion-sur-Meuse;777546,2525012;777546;2525012;8327;2;0;0;0;0;0;0;0;0;0;0
5074;4145;OCECorail Intercitι-87172171;gare de Poix-Terron;816897,2588020;816897;2588020;8341;2;0;0;0;0;0;0;0;0;0;0
5076;4145;OCECar TER-87172171;gare de Poix-Terron;816897,2588020;816897;2588020;8341;2;0;0;0;0;0;0;0;0;0;0
5081;4147;OCECorail Intercitι-87172270;gare de Rethel;747440,2502720;747440;2502720;8362;2;0;0;0;0;0;0;0;0;0;0
5088;4151;OCETGV-87172254;gare de Sedan;787304,2525090;787304;2525090;8409;2;0;0;0;0;0;0;0;0;0;0
5093;4151;OCECorail Intercitι-87172254;gare de Sedan;787304,2525090;787304;2525090;8409;2;0;0;0;0;0;0;0;0;0;0
5095;4153;OCECar TER-87172114;gare de Vireux-Molhain;771058,2567813;771058;2567813;8486;2;0;0;0;0;0;0;0;0;0;0
5100;4156;OCECar TER-87215624;Ailleville;774196,2364340;774196;2364340;10002;2;0;0;0;0;0;0;0;0;0;0
5108;4163;OCECar TER-87215608;Bar-sur-Aube(Hτpital);776710,2361757;776710;2361757;10033;2;0;0;0;0;0;0;0;0;0;0
5113;4165;OCECorail Intercitι-87118299;gare de Bar-sur-Aube;776078,2362597;776078;2362597;10033;2;0;0;0;0;0;0;0;0;0;0
5116;4167;OCECar TER-87215756;Bossancourt;768102,2367375;768102;2367375;10050;2;0;0;0;0;0;0;0;0;0;0
5121;4171;9-87118133;Chatres;712264,2390005;712264;2390005;10089;2;0;0;0;0;0;0;0;0;0;0
5128;4177;OCECar TER-87110379;Fays-La-Chapelle;725242,2349179;725242;2349179;10147;2;0;0;0;0;0;0;0;0;0;0
5133;4180;OCECar TER-87117929;Jeugny (Eglise);726543,2349269;726543;2349269;10179;2;0;0;0;0;0;0;0;0;0;0
5140;4186;OCECar TER-87139873;Machy;727099,2350362;727099;2350362;10212;2;0;0;0;0;0;0;0;0;0;0
5145;4190;9-87139568;Mιry-sur-Seine;714754,2391113;714754;2391113;10233;2;0;0;0;0;0;0;0;0;0;0
5147;4191;9-87139550;Mesgrigny;714392,2388634;714392;2388634;10234;2;0;0;0;0;0;0;0;0;0;0
5152;4194;OCECar TER-87319764;Montaulin-vallιe-Verte;738183,2363530;738183;2363530;10245;2;0;0;0;0;0;0;0;0;0;0
9607;6376;OCETrain TER-87484139;gare de Le Vieux-Briollay;387909,2289812;387909;2289812;49048;2;0;0;0;0;0;0;0;0;0;0
9614;6380;OCETrain TER-87484154;gare de Etrichι-Chateauneuf;389909,2298985;389909;2298985;49080;2;0;0;0;0;0;0;0;0;0;0
9619;6382;OCECar TER-87462960;Cholet-les-Halles;0,0;0;0;49099;2;0;0;0;0;0;0;0;0;0;0
9621;6383;9-87484303;gare de Cholet;356546,2234512;356546;2234512;49099;2;0;0;0;0;0;0;0;0;0;0
9626;6385;OCETrain TER-87484360;gare de Ingrandes-sur-Loire;354229,2272458;354229;2272458;49160;2;0;0;0;0;0;0;0;0;0;0
9633;6388;OCETrain TER-87487884;gare de La Menitrι;402838,2269689;402838;2269689;49201;2;0;0;0;0;0;0;0;0;0;0
9638;6391;OCETrain TER-87484337;gare de La Possonniθre;371355,2267941;371355;2267941;49247;2;0;0;0;0;0;0;0;0;0;0
9645;6394;OCECorail Intercitι-87487603;gare de Saumur;417825,2254929;417825;2254929;49328;2;0;0;0;0;0;0;0;0;0;0
9650;6397;9-87486894;gare de Torfou;337590,2231689;337590;2231689;49350;2;0;0;0;0;0;0;0;0;0;0
9652;6397;OCETrain TER-87486894;gare de Torfou;337590,2231689;337590;2231689;49350;2;0;0;0;0;0;0;0;0;0;0
9657;6400;OCECar TER-87474445;Ernιe;356909,2371476;356909;2371476;53096;2;0;0;0;0;0;0;0;0;0;0
9664;6403;OCETGV-87478404;gare de Laval;369221,2346444;369221;2346444;53130;2;0;0;0;0;0;0;0;0;0;0
9669;6407;OCETrain TER-87478545;gare de Neau;390677,2354651;390677;2354651;53163;2;0;0;0;0;0;0;0;0;0;0
9671;6409;OCETrain TER-87478768;gare de St-Pierre-la-Cour;349696,2351410;349696;2351410;53247;2;0;0;0;0;0;0;0;0;0;0
9676;6413;OCETrain TER-87396572;gare de Aubignι-Racan;444557,2300663;444557;2300663;72013;2;0;0;0;0;0;0;0;0;0;0
9683;6417;9-87396606;gare de Chβteau-du-Loir;455743,2299962;455743;2299962;72071;2;0;0;0;0;0;0;0;0;0;0
9688;6418;9-87358622;Clermont-Crιans;0,0;0;0;72084;2;0;0;0;0;0;0;0;0;0;0
9695;6424;OCECorail Intercitι-87396564;gare de Ecommoy;445200,2315940;445200;2315940;72124;2;0;0;0;0;0;0;0;0;0;0
9700;6426;9-87358655;La Fontaine-St-Martin;428573,2312683;428573;2312683;72135;2;0;0;0;0;0;0;0;0;0;0
9703;6428;OCE9-87462994;Guιcelard-Belle-Etoile;0,0;0;0;72146;2;0;0;0;0;0;0;0;0;0;0
9708;6431;OCE9-87358630;La Flθche-Gare-Routiθre;419429,2302420;419429;2302420;72154;2;0;0;0;0;0;0;0;0;0;0
9715;6433;9-87396002;gare de Le Mans;439965,2335108;439965;2335108;72181;2;0;0;0;0;0;0;0;0;0;0
9720;6435;OCE9-87463059;Le-Mans-Pontlieue;0,0;0;0;72181;2;0;0;0;0;0;0;0;0;0;0
9722;6436;OCE9-87463067;Le-Mans-Viaduc;0,0;0;0;72181;2;0;0;0;0;0;0;0;0;0;0
9727;6440;OCETrain TER-87396374;gare de Noyen;417871,2322274;417871;2322274;72223;2;0;0;0;0;0;0;0;0;0;0
9734;6444;OCETrain TER-87396259;gare de Rouessι-Vassι;411316,2354265;411316;2354265;72255;2;0;0;0;0;0;0;0;0;0;0
9739;6446;OCE9-87358861;St-Jean-de-la-Motte;426110,2309666;426110;2309666;72291;2;0;0;0;0;0;0;0;0;0;0
9741;6447;OCETrain TER-87396283;gare de St-Mars-la-Briθre;453016,2338430;453016;2338430;72300;2;0;0;0;0;0;0;0;0;0;0
9746;6450;OCECar TER-87396366;gare de La Suze;427300,2323993;427300;2323993;72346;2;0;0;0;0;0;0;0;0;0;0
9753;6455;9-87462911;Barbβtre-Rond-Pt-du-Goi;0,0;0;0;85011;2;0;0;0;0;0;0;0;0;0;0
9758;6457;9-87320739;Beauvoir-sur-Mer-(Nico);266280,2220739;266280;2220739;85018;2;0;0;0;0;0;0;0;0;0;0
9765;6462;OCETrain TER-87486308;gare de La Chaize-le-Vicomte;323156,2192694;323156;2192694;85046;2;0;0;0;0;0;0;0;0;0;0
9770;6464;OCETrain TER-87486332;gare de Chantonnay;340725,2193388;340725;2193388;85051;2;0;0;0;0;0;0;0;0;0;0
9772;6464;9-87486332;gare de Chantonnay;340725,2193388;340725;2193388;85051;2;0;0;0;0;0;0;0;0;0;0
9777;6466;OCE9-87485615;Fontenay-le-Comte-(PEMU;359649,2166727;359649;2166727;85092;2;0;0;0;0;0;0;0;0;0;0
9784;6471;OCE9-87485078;L'Ile-d'Elle (Car-Gare);347025,2152531;347025;2152531;85111;2;0;0;0;0;0;0;0;0;0;0
9789;6472;OCECorail Intercitι-87486258;gare de Luηon;330962,2168628;330962;2168628;85128;2;0;0;0;0;0;0;0;0;0;0
9791;6473;OCE9-87463075;Luηon-Centre;0,0;0;0;85128;2;0;0;0;0;0;0;0;0;0;0
9796;6476;OCECar TER-87486423;gare de La Mothe-Achard;294007,2186316;294007;2186316;85152;2;0;0;0;0;0;0;0;0;0;0
9804;6480;OCETrain TER-87486431;gare de Olonne-sur-Mer;285430,2180280;285430;2180280;85166;2;0;0;0;0;0;0;0;0;0;0
9809;6483;OCETrain TER-87487314;gare de Pouzauges;359323,2199543;359323;2199543;85182;2;0;0;0;0;0;0;0;0;0;0
9811;6484;OCECar TER-87333005;Pouzauges (centre);357553,2202714;357553;2202714;85182;2;0;0;0;0;0;0;0;0;0;0
9816;6485;OCECar TER-87486019;gare de La Roche-sur-Yon;311493,2192708;311493;2192708;85191;2;0;0;0;0;0;0;0;0;0;0
9823;6487;OCETGV-87486449;gare de Les Sables-d'Olonne;284092,2174938;284092;2174938;85194;2;0;0;0;0;0;0;0;0;0;0
9828;6489;OCETrain TER-87486563;gare de St-Hilaire-de-Riez SNCF;272495,2199666;272495;2199666;85226;2;0;0;0;0;0;0;0;0;0;0
9835;6493;OCE9-87359356;St-Jean-de-Mts-Esp-Mer;0,0;0;0;85234;2;0;0;0;0;0;0;0;0;0;0
9840;6495;OCE9-87334177;Velluire;351552,2161088;351552;2161088;85299;2;0;0;0;0;0;0;0;0;0;0
9842;6496;9-87485086;Vix (Vendιe) (Centre);354148,2156594;354148;2156594;85303;2;0;0;0;0;0;0;0;0;0;0
9847;6500;OCECar TER-87473546;gare de Callac;174167,2394268;174167;2394268;22025;2;0;0;0;0;0;0;0;0;0;0
9854;6504;OCETrain TER-87473140;gare de Chatelaudren-Plouagat;207953,2405969;207953;2405969;22038;2;0;0;0;0;0;0;0;0;0;0
4103;3562;OCENoctilien-87590562;Melun-Noctilien;6235561,2392141;6235561;2392141;77288;2;0;0;0;0;0;0;0;0;0;0
4108;3565;OCETrain TER-87682302;gare de Montereau;644931,2375830;644931;2375830;77305;2;0;0;0;0;0;0;0;0;0;0
4110;3565;OCERER D-87682302;gare de Montereau;644931,2375830;644931;2375830;77305;2;0;0;0;0;0;0;0;0;0;0
4115;3567;OCETransilien-87684100;gare de Montigny-sur-Loing;629813,2371044;629813;2371044;77312;2;0;0;0;0;0;0;0;0;0;0
4122;3570;OCETransilien-87116087;gare de Mormant;640790,2401762;640790;2401762;77317;2;0;0;0;0;0;0;0;0;0;0
4127;3572;OCETransilien-87116285;gare de Mouroux;651937,2424139;651937;2424139;77320;2;0;0;0;0;0;0;0;0;0;0
4134;3575;OCERER D-87684126;gare de Nemours-St-Pierre;625920,2363286;625920;2363286;77333;2;0;0;0;0;0;0;0;0;0;0
4139;3578;OCENoctilien-87116020;gare de Ozoir-la-Ferriθre;625992,2419198;625992;2419198;77350;2;0;0;0;0;0;0;0;0;0;0
4141;3579;OCENoctilien-87433136;Ozoir-la-Ferriere-Centr;624676,2418236;624676;2418236;77350;2;0;0;0;0;0;0;0;0;0;0
4146;3582;OCENoctilien-87433144;Emerainville-P.C-Noctil;0,0;0;0;77373;2;0;0;0;0;0;0;0;0;0;0
4153;3585;OCECar TER-87116160;gare de Provins;671359,2395657;671359;2395657;77379;2;0;0;0;0;0;0;0;0;0;0
4159;3587;OCENoctilien-87116038;gare de Roissy-en-Brie;623033,2421933;623033;2421933;77390;2;0;0;0;0;0;0;0;0;0;0
4161;3589;OCENoctilien-87433078;St-Thiebault-des-Vignes;0,0;0;0;77400;2;0;0;0;0;0;0;0;0;0;0
4166;3591;OCECar TER-87682542;gare de St-Fargeau;615206,2396224;615206;2396224;77407;2;0;0;0;0;0;0;0;0;0;0
4173;3595;OCENoctilien-87682187;gare de Savigny-le-Temple-Nandy;618199,2399672;618199;2399672;77445;2;0;0;0;0;0;0;0;0;0;0
4178;3599;OCENoctilien-87684217;gare de Souppes-Chβteau-Landon;629620,2353725;629620;2353725;77458;2;0;0;0;0;0;0;0;0;0;0
4185;3602;OCERER A-87758375;gare de Torcy;623373,2426823;623373;2426823;77468;2;0;0;0;0;0;0;0;0;0;0
4190;3605;OCENoctilien-87116210;gare de Tournan;631119,2415717;631119;2415717;77470;2;0;0;0;0;0;0;0;0;0;0
4192;3607;OCENoctilien-87116491;gare de Trilport;644906,2440384;644906;2440384;77475;2;0;0;0;0;0;0;0;0;0;0
4197;3610;OCETransilien-87116079;gare de Verneuil-l'Etang;635987,2405248;635987;2405248;77493;2;0;0;0;0;0;0;0;0;0;0
4205;3615;OCENoctilien-87605444;Achθres-Ville-Noctilien;0,0;0;0;78005;2;0;0;0;0;0;0;0;0;0;0
4211;3617;OCETransilien-87381657;gare de Achθres-Ville;581046,2441272;581046;2441272;78005;2;0;0;0;0;0;0;0;0;0;0
4213;3618;OCETransilien-87381491;gare de Andrιsy;578892,2441829;578892;2441829;78015;2;0;0;0;0;0;0;0;0;0;0
4218;3620;OCETransilien-87393363;gare de Beynes;566180,2429101;566180;2429101;78062;2;0;0;0;0;0;0;0;0;0;0
4225;3625;OCENoctilien-87561951;Carrieres-Poissy-Noctil;0,0;0;0;78123;2;0;0;0;0;0;0;0;0;0;0
4230;3628;OCECar TER-87381475;gare de Chanteloup-les-Vignes;577377,2441449;577377;2441449;78138;2;0;0;0;0;0;0;0;0;0;0
4232;3628;OCENoctilien-87381475;gare de Chanteloup-les-Vignes;577342,2441391;577342;2441391;78138;2;0;0;0;0;0;0;0;0;0;0
4237;3632;OCENoctilien-87432849;Conflans-Ste-Honorine-N;0,0;0;0;78172;2;0;0;0;0;0;0;0;0;0;0
4244;3634;OCENoctilien-87381897;gare de Conflans-Ste-Honorine;582539,2444350;582539;2444350;78172;2;0;0;0;0;0;0;0;0;0;0
4249;3637;OCETransilien-87386763;gare de Epτne-Mιziιres;561370,2440697;561370;2440697;78217;2;0;0;0;0;0;0;0;0;0;0
4256;3642;OCENoctilien-87381566;gare de Gargenville;561367,2442903;561367;2442903;78267;2;0;0;0;0;0;0;0;0;0;0
4261;3645;OCENoctilien-87393462;gare de Houdan;546071,2422210;546071;2422210;78310;2;0;0;0;0;0;0;0;0;0;0
4264;3646;OCETransilien-87381574;gare de Issou-Porcheville;559610,2442492;559610;2442492;78314;2;0;0;0;0;0;0;0;0;0;0
4269;3649;OCENoctilien-87381558;gare de Juziers;564072,2443908;564072;2443908;78327;2;0;0;0;0;0;0;0;0;0;0
4276;3652;OCETransilien-87386425;gare de Maisons-Laffitte;585938,2438651;585938;2438651;78358;2;0;0;0;0;0;0;0;0;0;0
4281;3654;OCETrain TER-87381509;gare de Mantes-la-Jolie;553629,2443692;553629;2443692;78361;2;0;0;0;0;0;0;0;0;0;0
4283;3654;OCENoctilien-87381509;gare de Mantes-la-Jolie;553629,2443692;553629;2443692;78361;2;0;0;0;0;0;0;0;0;0;0
4288;3657;OCENoctilien-87604892;Mantes-La-Jolie-Noc;0,0;0;0;78361;2;0;0;0;0;0;0;0;0;0;0
4295;3663;OCENoctilien-87381483;gare de Maurecourt;579728,2443253;579728;2443253;78382;2;0;0;0;0;0;0;0;0;0;0
4300;3665;OCECar TER-87381830;gare de Meulan-Hardricourt;568182,2445379;568182;2445379;78401;2;0;0;0;0;0;0;0;0;0;0
4306;3669;OCETransilien-87393892;gare de Montfort-l'Amaury-Mιrι;561705,2422819;561705;2422819;78420;2;0;0;0;0;0;0;0;0;0;0
4311;3672;OCECar TER-87386680;gare de Les Mureaux;568991,2443920;568991;2443920;78440;2;0;0;0;0;0;0;0;0;0;0
4313;3673;OCENoctilien-87604876;Les-Mureaux-Noctilien;0,0;0;0;78440;2;0;0;0;0;0;0;0;0;0;0
4318;3677;OCETransilien-87393447;gare de Orgerus-Bιhoust;553526,2425617;553526;2425617;78465;2;0;0;0;0;0;0;0;0;0;0
4326;3681;OCENoctilien-87604843;Poissy-Noctilien;0,0;0;0;78498;2;0;0;0;0;0;0;0;0;0;0
4331;3683;OCETrain TER-87415885;gare de Rosny-sur-Seine;548315,2444570;548315;2444570;78531;2;0;0;0;0;0;0;0;0;0;0
4338;3685;OCENoctilien-87393843;gare de St-Quentin-en-Yvelines;578546,2421099;578546;2421099;78545;2;0;0;0;0;0;0;0;0;0;0
4343;3690;OCETransilien-87382481;gare de St-Nom-Bretθche-F.Marly;579039,2429991;579039;2429991;78571;2;0;0;0;0;0;0;0;0;0;0
4345;3692;OCETransilien-87386417;gare de Sartrouville;586857,2437743;586857;2437743;78586;2;0;0;0;0;0;0;0;0;0;0
4350;3694;OCENoctilien-87393454;gare de Tacoigniθres-Richebourg;550979,2425898;550979;2425898;78605;2;0;0;0;0;0;0;0;0;0;0
6960;5079;OCETrain TER-87713529;gare de Nuits-St-Georges;798701,2240072;798701;2240072;21464;2;0;0;0;0;0;0;0;0;0;0
6965;5081;9-87712604;gare de Ouges;807090,2254262;807090;2254262;21473;2;0;0;0;0;0;0;0;0;0;0
6972;5085;OCECar TER-87134296;Rouvray;733204,2270977;733204;2270977;21531;2;0;0;0;0;0;0;0;0;0;0
6977;5088;9-87713651;gare de St-Jean-de-Losne;820671,2237411;820671;2237411;21554;2;0;0;0;0;0;0;0;0;0;0
6984;5090;OCECar TER-87694489;St-Martin-de-la-Mer;744726,2250359;744726;2250359;21560;2;0;0;0;0;0;0;0;0;0;0
6989;5092;OCECar TER-87536367;Santenay-Haut;0,0;0;0;21582;2;0;0;0;0;0;0;0;0;0;0
6991;5093;9-87694471;Saulieu;743685,2255420;743685;2255420;21584;2;0;0;0;0;0;0;0;0;0;0
6996;5096;OCECar TER-87142646;Selongey;815743,2290123;815743;2290123;21599;2;0;0;0;0;0;0;0;0;0;0
7003;5100;OCECar TER-87713677;gare de Seurre;814021,2225673;814021;2225673;21607;2;0;0;0;0;0;0;0;0;0;0
7008;5102;OCETrain TER-87713099;gare de Thenissey;772301,2279700;772301;2279700;21627;2;0;0;0;0;0;0;0;0;0;0
7010;5103;9-87142786;Til-Chatel-Mairie;813426,2282906;813426;2282906;21638;2;0;0;0;0;0;0;0;0;0;0
7015;5106;OCECar TER-87139998;Toutry;734483,2279284;734483;2279284;21642;2;0;0;0;0;0;0;0;0;0;0
7022;5109;OCECar TER-87713081;gare de Verrey;776005,2273599;776005;2273599;21670;2;0;0;0;0;0;0;0;0;0;0
7027;5113;9-87696641;Asnois;694257,2267234;694257;2267234;58016;2;0;0;0;0;0;0;0;0;0;0
7034;5116;OCECar TER-87533547;Bιard-Bourg;0,0;0;0;58025;2;0;0;0;0;0;0;0;0;0;0
7039;5118;OCETrain TER-87696492;gare de Cercy-la-Tour;699766,2207274;699766;2207274;58046;2;0;0;0;0;0;0;0;0;0;0
7042;5119;9-87497222;Chantenay-Imbert-Bourg;664701,2192915;664701;2192915;58057;2;0;0;0;0;0;0;0;0;0;0
7047;5121;OCECorail Intercitι-87696195;gare de La-Charitι-sur-Loire;652105,2242584;652105;2242584;58059;2;0;0;0;0;0;0;0;0;0;0
7054;5124;OCETrain TER-87696617;gare de Corbigny;701484,2251396;701484;2251396;58083;2;0;0;0;0;0;0;0;0;0;0
7120;5151;OCECorail Intercitι-87696211;gare de Pougues-les-Eaux;657507,2231070;657507;2231070;58214;2;0;0;0;0;0;0;0;0;0;0
7122;5152;OCECar TER-87696179;gare de Pouilly-sur-Loire;647623,2253794;647623;2253794;58215;2;0;0;0;0;0;0;0;0;0;0
7127;5154;9-87696260;gare de Saincaize;655999,2214870;655999;2214870;58225;2;0;0;0;0;0;0;0;0;0;0
7134;5157;9-87500991;St-Lιger-Vignes-Valette;0,0;0;0;58250;2;0;0;0;0;0;0;0;0;0;0
7139;5159;OCECar TER-87500900;St-Ouen-le-Port-des-Boi;0,0;0;0;58258;2;0;0;0;0;0;0;0;0;0;0
7141;5160;OCETrain TER-87696294;gare de St-Pierre-le-Moϋtier;659178,2199549;659178;2199549;58264;2;0;0;0;0;0;0;0;0;0;0
7146;5163;9-87501049;Tannay-Place-Eglise;0,0;0;0;58286;2;0;0;0;0;0;0;0;0;0;0
7153;5166;OCETrain TER-87691469;gare de Vauzelles;660659,2222695;660659;2222695;58303;2;0;0;0;0;0;0;0;0;0;0
7158;5168;9-87501064;Villiers-Abribus;0,0;0;0;58310;2;0;0;0;0;0;0;0;0;0;0
7165;5172;9-87605972;Autun-Lycιe-Militaire;0,0;0;0;71014;2;0;0;0;0;0;0;0;0;0;0
7170;5174;OCE9-87605147;Autun-Place-Champ-Mars;0,0;0;0;71014;2;0;0;0;0;0;0;0;0;0;0
7172;5175;OCE9-87605154;Autun-Pont-L'Evκque;0,0;0;0;71014;2;0;0;0;0;0;0;0;0;0;0
7177;5177;OCETrain TER-87694570;gare de Autun;748902,2219089;748902;2219089;71014;2;0;0;0;0;0;0;0;0;0;0
7184;5180;OCETrain TER-87694596;gare de Brion-Laizy;742488,2213767;742488;2213767;71062;2;0;0;0;0;0;0;0;0;0;0
7189;5181;OCETrain TER-87694166;gare de Broye;749387,2208752;749387;2208752;71063;2;0;0;0;0;0;0;0;0;0;0
7191;5182;9-87605196;Buxy-Centre;0,0;0;0;71070;2;0;0;0;0;0;0;0;0;0;0
7196;5185;OCETrain TER-87713578;gare de Chagny;783799,2214767;783799;2214767;71073;2;0;0;0;0;0;0;0;0;0;0
7204;5188;OCETGV-87725002;gare de Chalon-sur-Saτne;791390,2201008;791390;2201008;71076;2;0;0;0;0;0;0;0;0;0;0
7209;5191;OCECar TER-87699009;La Chapelle-sous-Dun;751018,2141649;751018;2141649;71095;2;0;0;0;0;0;0;0;0;0;0
7211;5192;9-87725390;Charnay-Les-Macon-Verte;787933,2147222;787933;2147222;71105;2;0;0;0;0;0;0;0;0;0;0
7216;5195;9-87605220;Chβtenoy-Le-Royal-Vesse;0,0;0;0;71118;2;0;0;0;0;0;0;0;0;0;0
