UIC;Remontée dans TVS National;Code TVS export TGD/ TGA;Libellé;affichage GeM;Info TIC;code QLT;code UIC 8;;
775 213;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;GNC;Génolhac;01/01/2013;;FRIJY;87775213;;
747 477;Avant Avril 2011;GOC;Goncelin;17/02/2012;NON;FRHVX;87747477;;
613 141;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;GOV;Gourdon;02/09/2011;;FRFSI;87613141;;
212 258;14/05/2013;GPM;Geispolsheim;OUI;;FRBUO;87212258;;
757 724;16/04/2013;GRA;Grasse;OUI;;FRIBL;87757724;;
747 006;Avant Avril 2011;GRE;Grenoble;OUI;OUI;FRGNB;87747006;;
212 241;21/05/2013;GRF;Graffenstaden;OUI;;FRBUN;87212241;;
747 402;02/09/2011;GRS;Grenoble Universités Gières;OUI;NON;FRHVS;87747402;;
613 059;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;GRT;Gramat;01/01/2013;;FRFSB;87613059;;
447 680;Avant Avril 2011;GRV;Granville;OUI;NON;FRGFR;87447680;;
182 386;05/03/2013;GSB;Gunsbach - Griesbach;OUI;vides;FRBJV;87182386;;
746 248;Avant Avril 2011;GTC;Groisy - Thorens la Caille;17/02/2012;NON;FRHTO;87746248;;
673 459;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;GTH;Guéthary;01/01/2013;;FRGHG;87673459;;
597 609;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;GTJ;Guéret;02/09/2011;;FRXGT;87597609;;
172 130;23/04/2013;GVT;Givet;OUI;;FRBDK;87172130;;
214 254;23/04/2013;GWL;Gertwiller;OUI;;FRBXS;87214254;;
214 270;23/04/2013;GXW;Goxwiller;OUI;;FRBXT;87214270;;
182 089;16/04/2013;HAB;Habsheim;OUI;;FRBJC;87182089;;
213 058;29/10/2013;HAG;Haguenau;NON;NON;FRHAG;87213058;;
313 114;05/03/2013;HAS;Hangest-sur-Somme;OUI;;FRCQQ;87313114;;
191 239;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;HAY;Hayange;01/01/2013;;FRBNT;87191239;;
212 167;16/04/2013;HCH;Hochfelden;OUI;;FRBUH;87212167;;
677 005;Avant Avril 2011;HED;Hendaye;OUI;OUI;FRAEF;87677005;;
313 692;21/05/2013;HEE;Herchies;OUI;;FRCSD;87313692;;
476 259;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;HEN;Hennebont;01/01/2013;;FRECK;87476259;;
191 114;29/10/2013;HGD;Hagondange;NON;NON;FRHGD;87191114;;
295 063;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;HIQ;Hirson;01/01/2013;;FRHIR;87295063;;
213 686;16/04/2013;HOD;Hoerdt;OUI;;FRBWT;87213686;;
214 510;14/05/2013;HOZ;Holtzheim;OUI;;FRBYL;87214510;;
313 882;Avant Avril 2011;HPI;TGV Haute Picardie;OUI;NON;FRTHP;87313882;;
677 104;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;HPZ;Les Deux-Jumeaux;01/01/2013;;FRGJU;87677104;;
755 629;Avant Avril 2011;HYE;Hyères;23/03/2012;OUI;FRXHE;87755629;;
172 106;14/05/2013;HYM;Haybes;OUI;;FRBDH;87172106;;
286 302;Avant Avril 2011;HZK;Hazebrouk;26/04/2012;OUI;FRHZK;87286302;;
213 785;16/04/2013;IGW;Ingwiller;OUI;;FRBWZ;87213785;;
761 239;05/02/2013;ISA;L'Isle d'Abeau;OUI;;FRIEV;87761239;;
597 062;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;ISK;Issoudun;01/01/2013;;FRFMN;87597062;;
734 202;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;ISS;Issoire;01/01/2013;;FRHLB;87734202;;
713 859;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;IST;Is sur Tille;01/01/2013;;FRGYB;87713859;;
144 089;05/03/2013;IYA;Igney;OUI;vides;FRAXR;87144089;;
141 010;09/04/2013;JAR;Jarville-la-Malgrange;OUI;;FRJAM;87141010;;
172 031;14/05/2013;JGY;Joigny-sur-Meuse;OUI;;FRBDA;87172031;;
491 142;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;JOH;Jonzac;01/01/2013;;FREMR;87491142;;
683 243;19/04/2012;JOI;Joigny;26/04/2012;NON;FRGMU;87683243;;
175 091;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;JQI;Joinville;01/01/2013;;FRBGN;87175091;;
295 014;26/02/2013;JTJ;Jeumont;OUI;;FRCMA;87295014;;
545 244;Via WS SUM Sans VaQ Copyright SNCFProximités 16/05/2012;JYG;Juvisy TGV;10/05/2012;;FRJSY;87545244;;
214 114;21/05/2013;KEN;Kogenheim;OUI;;FRBXJ;87214114;;
721 241;09/04/2013;KMD;Couzon-au-Mont-d'Or;OUI;;FRHCI;87721241;;
611 939;09/04/2013;KPL;Lardenne;OUI;;FRFRQ;87611939;;
338 525;26/02/2013;KRI;Krimmeri Meinau;OUI;;FRKRI;87338525;;
725 713;09/04/2013;KSA;Crêches-sur-Saône;OUI;;FRHGV;87725713;;
213 660;14/05/2013;KUR;Kurtzenhouse;OUI;;FRBWR;87213660;;
543 017;Avant Avril 2011;LAB;Les Aubrais Orléans;OUI;OUI;FRLAB;87543017;;
755 447;Avant Avril 2011;LAC;Les Arcs Draguignan;OUI;OUI;FRXRS;87755447;;
444 638;11/12/2012;LAE;L'Aigle;20/12/2012;;FRDSQ;87444638;;
142 091;Avant Avril 2011;LAG;Langres;23/03/2012;NON;FRLAG;87142091;;
478 404;Avant Avril 2011;LAL;Laval;OUI;OUI;FRACR;87478404;;
473 108;Avant Avril 2011;LAM;Lamballe;23/03/2012;NON;FRLAM;87473108;;
296 012;29/01/2013;LAO;Laon;OUI;;FRDKM;87296012;;
641 274;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LAQ;Laqueuille;01/01/2013;;FRLAQ;87641274;;
683 268;Avant Avril 2011;LAR;Laroche Migennes;OUI;OUI;FRISI;87683268;;
696 195;19/04/2012;LAT;La Charité sur Loire;26/04/2012;NON;FRGSL;87696195;;
741 777;04/04/2013;LAY;Landry;02/09/2011;NON;FRHPG;87741777;;
781 583;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LBD;Le Bousquet d'Orb;01/01/2013;;FRIMG;87781583;;
481 754;Avant Avril 2011;LBE;La Baule Escoublac;OUI;OUI;FRJEE;87481754;;
721 431;29/01/2013;LBL;L'Arbresle;OUI;;FRLBL;87721431;;
775 171;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LBS;La Bastide Saint-Laurent-les-Bains;01/01/2013;;FRLBS;87775171;;
295 220;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;LCA;Le Cateau;01/01/2013;;FRCMG;87295220;;
481 788;19/04/2012;LCC;Le Croisic;26/04/2012;OUI;FREGU;87481788;;
726 711;05/03/2013;LCF;Le Chambon-Feugerolles;OUI;;FRHIM;87726711;;
694 109;Avant Avril 2011;LCM;Le Creusot TGV (Monceau Montchanin);OUI;OUI;FRXCC;87694109;;
726 828;26/02/2013;LCU;Le Coteau;OUI;;FRLCU;87726828;;
417 501;Avant Avril 2011;LCW;Lancey;17/02/2012;NON;FRLEY;87417501;;
761 874;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LDE;Luc en Diois;01/01/2013;;FRIFP;87761874;;
474 239;Avant Avril 2011;LDO;Landerneau;23/03/2012;NON;FRXLD;87474239;;
671 339;Avant Avril 2011;LDS;Lourdes;OUI;NON;FRLDE;87671339;;
763 557;11/12/2012;LEE;L'Argentière les Ecrins;20/12/2012;;FRIHC;87763557;;
396 002;Avant Avril 2011;LEN;Le Mans;OUI;OUI;FRAET;87396002;;
781 088;11/12/2012;LEU;Leucate la-Franqui - Pas d'Arrivées;20/12/2012;;FRILQ;87781088;;
223 263;Avant Avril 2011;LEW;Lille Europe;OUI;OUI;FRLLE;87223263;;
734 442;02/09/2011;LEZ;Lezoux;OUI;NON;FRHLS;87734442;;
726 232;05/03/2013;LFI;La Fouillouse;OUI;;FRHHL;87726232;;
172 072;14/05/2013;LFU;Laifour;OUI;;FRBDE;87172072;;
182 543;05/03/2013;LFZ;Luttenbach-près-Munster;OUI;vides;FRBKK;87182543;;
775 254;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LGC;Grand Combe la Pise;01/01/2013;;FRIKC;87775254;;
734 350;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LGG;Langogne;01/01/2013;;FRHLM;87734350;;
214 502;14/05/2013;LGH;Lingolsheim;OUI;;FRBYK;87214502;;
747 220;Avant Avril 2011;LGL;Le Grand Lemps;23/03/2012;NON;FRHVK;87747220;;
194 274;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LGN;Longuyon;01/01/2013;;FRLGN;87194274;;
313 122;26/02/2013;LGP;Longpré-les-Corps-Saints;OUI;;FRCQR;87313122;;
413 013;Avant Avril 2011;LHA;Le Havre;OUI;OUI;FRAEZ;87413013;;
481 416;Avant Avril 2011;LHE;La Haie Fouassière;23/03/2012;NON;FREFZ;87481416;;
212 274;21/05/2013;LHJ;Limersheim;OUI;;FRBUQ;87212274;;
611 517;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LHT;L'Hospitalet pres l'Andorre;01/01/2013;;FRFQG;87611517;;
584 052;Avant Avril 2011;LIB;Libourne;OUI;OUI;FRXLR;87584052;;
481 762;Via WS SUM Sans VaQ Copyright SNCFProximités 16/05/2012;LIG;Le Pouliguen;10/05/2012;;FREGS;87481762;;
611 806;05/02/2013;LIJ;L'Isle Jourdain;OUI;;FRFRD;87611806;;
592 006;Avant Avril 2011;LIM;Limoges Bénédictins;OUI;OUI;FRAGQ;87592006;;
444 265;Avant Avril 2011;LIS;Lisieux;OUI;NON;FRXLX;87444265;;
761 247;05/03/2013;LIV;Livron;OUI;;FRLIV;87761247;;
282 624;20/09/2011;LJC;Lyon Jean Macé;OUI;OUI;FRHTF   ;87282624;;
713 115;26/02/2013;LLA;Les Laumes Alésia;OUI;;FRGWC;87713115;;
286 005;Avant Avril 2011;LLF;Lille Flandres;OUI;OUI;FRADJ;87286005;;
718 239;Avant Avril 2011;LLS;Lons le Saunier;OUI;OUI;FRXLL;87718239;;
141 150;Avant Avril 2011;LNE;Lunéville;OUI;OUI;FRLNE;87141150;;
734 319;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LNG;Langeac;01/01/2013;;FRHLI;87734319;;
473 223;Avant Avril 2011;LNI;Lannion;23/03/2012;NON;FRLAI;87473223;;
345 025;Avant Avril 2011;LNS;Lens;OUI;OUI;FRXLE;87345025;;
671 123;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LNZ;Lannemezan;02/09/2011;;FRLNZ;87671123;;
182 345;05/03/2013;LOJ;Logelbach;OUI;vides;FRBJR;87182345;;
761 262;05/03/2013;LOL;Loriol;OUI;;FRIEW;87761262;;
116 137;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LON;Longueville;01/01/2013;;FRLON;87116137;;
721 423;29/01/2013;LOZ;Lozanne;OUI;;FRLOZ;87721423;;
741 439;21/05/2013;LPL;Lépin-le-Lac - La Bauche;OUI;;FRHOM;87741439;;
484 337;14/05/2013;LPO;La Possonnière;OUI;;FRLPO;87484337;;
722 025;Avant Avril 2011;LPR;Lyon Perrache;OUI;OUI;FRLPE;87722025;;
734 699;02/09/2011;LPU;Le Puy en Velay;OUI;NON;FRLPY;87734699;;
485 003;Avant Avril 2011;LRE;La Rochelle;OUI;OUI;FRLRH;87485003;;
746 305;02/09/2011;LRF;La Roche sur Foron;OUI;NON;FRLRF;87746305;;
486 258;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LRK;Luçon;01/01/2013;;FRLCN;87486258;;
726 703;05/03/2013;LRM;La Ricamarie;OUI;;FRHIL;87726703;;
476 002;Avant Avril 2011;LRT;Lorient;OUI;NON;FRLRT;87476002;;
486 019;Avant Avril 2011;LRY;La Roche sur Yon;OUI;OUI;FRXRO;87486019;;
722 298;05/03/2013;LSB;Grigny le Sablon;OUI;;FRHEB;87722298;;
447 219;10/10/2012;LSN;Lison;OUI;;;87447219;;
486 449;09/05/2012;LSO;Les Sables d'Olonne;10/05/2012;NON;FRLSO;87486449;;
721 159;29/01/2013;LSP;Lyon Saint-Paul - Pas d'Arrivées;OUI;;FRLSP;87721159;;
592 378;Via WS SUM VaQ Copyright SNCFProximités 16/05/2012;LST;La Souterraine;02/09/2011;;FRLST;87592345;;
611 483;11/12/2012;LTL;Latour de Carol Enveitg;20/12/2012;;FRXTE;87611483;;
317 529;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LTM;Le Tréport Mers les Bains;01/01/2013;;FRCWV;87317529;;
723 478;29/01/2013;LTP;La Tour du Pin;OUI;;FRHFB;87723478;;
721 555;05/02/2013;LTY;Lentilly;OUI;;FRHCY;87721555;;
313 049;Avant Avril 2011;LUA;Longueau;OUI;OUI;FRCQL;87313049;;
611 236;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LUC;Luchon;01/01/2013;;FRXLH;87611236;;
611 558;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LUG;Luzenac-Garanou;01/01/2013;;FRFQI;87611558;;
773 408;29/01/2013;LUN;Lunel;OUI;;FRIJB;87773408;;
185 249;19/04/2012;LUR;Lure;26/04/2012;NON;FRLUR;87185249;;
721 001;29/01/2013;LVI;Lyon Vaise;OUI;;FRHCD;87721001;;
194 001;Avant Avril 2011;LWY;Longwy;OUI;OUI;FRLWY;87194001;;
723 197;Avant Avril 2011;LYD;Lyon Part Dieu;OUI;OUI;FRLPD;87723197;;
611 921;05/02/2013;LYF;Colomiers Lycee International;OUI;;FRFRP;87611921;;
721 175;29/01/2013;LYL;Lyon Gorge de Loup;OUI;;FRLYL;87721175;;
615 112;janv.-13;LZA;Lézignan Corbières;janv.-13;;FRFUX;87615112;;
611 178;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LZB;Loures Barbazan;01/01/2013;;FRFPK;87611178;;
725 689;Avant Avril 2011;MAC;Mâcon;OUI;OUI;FRHGU;87725689;;
313 726;21/05/2013;MAI;Marseille-en-Beauvaisis;OUI;;FRCSH;87313726;;
753 004;Avant Avril 2011;MAS;Miramas;OUI;OUI;FRMAZ;87753004;;
783 001;11/12/2012;MAU;Millau;20/12/2012;;FRMAU;87783001;;
713 131;02/09/2011;MBA;Montbard;OUI;OUI;FRGWE;87713131;;
751 081;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;MBC;Marseille-Blancarde;01/01/2013;;FRMBC;87751081;;
184 523;Avant Avril 2011;MBD;Montbéliard;OUI;NON;FRXMF;87184523;;
295 006;19/04/2012;MBG;Maubeuge;10/05/2012;NON;FRXME;87295006;;
611 244;Avant Avril 2011;MBN;Montauban Ville Bourbon;OUI;OUI;FRXMW;87611244;;
718 833;19/04/2012;MCD;Mouchard;10/05/2012;NON;FRMCD;87718833;;
694 307;19/04/2012;MCH;Montchanin;26/04/2012;NON;FRMCH;87694307;;
745 588;Avant Avril 2011;MCI;Machilly;17/02/2012;NON;FRHSK;87745588;;
673 103;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;MCX;Morcenx;01/01/2013;;FRMCX;87673103;;
783 605;05/03/2013;MDE;Mende;OUI;vides;FRMEN;87783605;;
194 209;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;MDY;Montmédy;01/01/2013;;FRBTI;87194209;;
741 280;21/05/2013;MEE;Épierre - Saint-Léger;OUI;;FRHOH;87741280;;
682 005;23/04/2013;MEL;Melun;OUI;;FRMEL;87682005;;
756 486;Avant Avril 2011;MEN;Menton;OUI;OUI;FRXMT;87756486;;
611 038;11/12/2012;MET;Muret;20/12/2012;;FRFOZ;87611038;;
723 585;29/01/2013;MEX;Meximieux - Pérouges;OUI;;FRHFJ;87723585;;
444 208;11/12/2012;MEZ;Mézidon;20/12/2012;;FRMEZ;87444208;;
747 691;14/05/2013;MFE;Moirans la Galifette;OUI;;FRHWN;87747691;;
781 666;11/12/2012;MGA;Magalas;20/12/2012;;FRIMK;87781666;;
746 412;Avant Avril 2011;MGD;Magland;17/02/2012;NON;FRHUB;87746412;;
574 137;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;MGL;Meung-sur-Loire;01/01/2013;;FREUC;87574137;;
182 733;03/04/2013;MHK;Muhlbach-sur-Munster;OUI;;FRBLC;87182733;;
214 130;21/05/2013;MHW;Matzenheim;OUI;;FRBXL;87214130;;
734 871;11/12/2012;MIA;Massiac-Blesle;20/12/2012;;FRHMY;87734871;;
723 528;05/02/2013;MIB;Miribel;OUI;;FRHFE;87723528;;
723 726;03/04/2013;MIO;Mionnay;OUI;;FRHFN;87723726;;
725 705;Avant Avril 2011;MLH;Mâcon Loché TGV;OUI;OUI;FRMLT;87725705;;
641 001;Avant Avril 2011;MLN;Montluçon;OUI;OUI;FRMCU;87641001;;
174 409;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;MLP;Mourmelon le Petit;01/01/2013;;FRBFV;87174409;;
586 453;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;MLS;Monsempron Libos;01/01/2013;;FRMLS;87586453;;
723 569;29/01/2013;MLU;Montluel;OUI;;FRHFI;87723569;;
111 849;Avant Avril 2011;MLV;Marne la Vallée Chessy;OUI;OUI;FRMLV;87111849;;
444 083;janv-13;MLW;Le Molay Littry;20/12/2012;;FRDRM;87444083;;
611 525;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;MLX;Mérens les Vals;01/01/2013;;FRFQH;87611525;;
586 545;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;MMD;Marmande;01/01/2013;;FRXMR;87586545;;
172 056;23/04/2013;MME;Monthermé;OUI;;FRBDC;87172056;;
741 181;02/09/2011;MML;Montmélian;OUI;NON;FRMML;87741181;;
671 016;Avant Avril 2011;MMR;Mont de Marsan;OUI;OUI;FRXMJ;87671016;;
191 106;16/04/2013;MMZ;Maizières-lès-Metz;OUI;;FRBNP;87191106;;
756 403;Avant Avril 2011;MNA;Monaco - Monte Carlo;OUI;OUI;FRXMM;87756403;;
747 329;Avant Avril 2011;MOA;Moirans;17/02/2012;NON;FRABZ;87747329;;
726 448;05/02/2013;MOB;Montbrison;OUI;;FRHHW;87726448;;
742 007;Avant Avril 2011;MOD;Modane;OUI;OUI;FRAGR;87742007;;
763 508;11/12/2012;MOG;Montdauphin-Guillestre;20/12/2012;;FRIGZ;87763508;;
212 142;16/04/2013;MOH;Mommenheim;OUI;;FRMOH;87212142;;
214 577;29/10/2013;MOL;Molsheim;NON;NON;FRMOL;87214577;;
682 278;07/10/2013;MOR;Moret - Veneux-les-Sablons;01/01/2013;;FRMOR;87682278;;
741 728;Avant Avril 2011;MOS;Moutiers - Salins - Brides les Bains;OUI;NON;FRQMU;87741728;;
595 322;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;MPI;Montpon Ménestérol;01/01/2013;;FRFLL;87595322;;
773 002;Avant Avril 2011;MPL;Montpellier Saint-Roch;OUI;OUI;FRMPL;87773002;;
393 702;17/01/2012;MPW;Massy TGV ;OUI (RA+RD au 17/01/2012);OUI;FRDJU;87393702;;
726 885;26/02/2013;MRB;Montrond-les-Bains;OUI;;FRHJC;87726885;;
746 347;Avant Avril 2011;MRG;Marignier;17/02/2012;NON;FRHTW;87746347;;
715 441;19/04/2012;MRZ;Morez;26/04/2012;NON;FRGZG;87715441;;
696 328;Avant Avril 2011;MSA;Moulins sur Allier;OUI;OUI;FRXMU;87696328;;
611 194;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;MSB;Marignac-Saint-Béat;01/01/2013;;FRFPM;87611194;;
751 008;Avant Avril 2011;MSC;Marseille Saint-Charles;OUI;OUI;FRMSC;87751008;;
182 063;Avant Avril 2011;MSE;Mulhouse;OUI;OUI;FRAEK;87182063;;
684 001;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;MSR;Montargis;01/01/2013;;FRGNX;87684001;;
594 820;02/09/2011;MST;Masseret;OUI;NON;FRFKP;87594820;;
381 509;19/04/2012;MTE;Mantes La Jolie;10/05/2012;NON;FRMTE;87381509;;
611 152;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;MTJ;Montréjeau-Gourdan Polignan;01/01/2013;;FRMTJ;87611152;;
213 603;14/05/2013;MTK;Marienthal;OUI;;FRBWP;87213603;;
381 590;23/04/2013;MTQ;Mantes Station - Pas de provenance dans les Arrivées;OUI;;FRDDK;87381590;;
764 001;Avant Avril 2011;MTR;Montélimar;OUI;NON;FRXMK;87764001;;
682 302;23/04/2013;MTU;Montereau;OUI;;FRMTU;87682302;;
214 585;29/05/2013;MTZ;Mutzig;OUI;;FRBYQ;87214585;;
386 540;03/04/2013;MUB;Munster Badischhof;OUI;;FRMUB;87386540;;
212 100;14/05/2013;MUM;Mundolsheim;OUI;;FRBUB;87212100;;
645 481;17/01/2012;MUR;Murat;OUI;NON;FRGCG;87645481;;
595 298;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;MUS;Mussidan;01/01/2013;;FRFLJ;87595298;;
182 394;29/01/2013;MUT;Munster;OUI;;FRMUS;87182394;;
401 323;23/04/2013;MUU;Mouans-Sartoux;OUI;;FRMSE;87401323;;
783 282;11/12/2012;MVJ;Marvejols;20/12/2012;;FRINE;87783282;;
611 814;03/04/2013;MWE;Mérenvielle;OUI;;FRFRE;87611814;;
723 767;05/03/2013;MXC;Marlieux - Chatillon;OUI;;FRHFR;87723767;;
474 338;24/05/2012;MXR;Morlaix;22/05/2012;NON;FRMXN;87474338;;
594 275;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;MYC;Meymac;01/01/2013;;FRMYC;87594275;;
313 700;21/05/2013;MYH;Milly-sur-Thérain;OUI;;FRCSE;87313700;;
192 039;Avant Avril 2011;MZE;Metz;OUI;OUI;FRADE;87192039;;
182 816;03/04/2013;MZL;Metzeral;OUI;;FRBLF;87182816;;
741 694;09/04/2013;NAB;Notre-Dame de Briançon;OUI;;FRHPB;87741694;;
781 104;Avant Avril 2011;NBN;Narbonne;OUI;OUI;FRXNA;87781104;;
141 291;Via WS SUM Sans VaQ Copyright SNCFProximités 16/05/2012;NCH;Neufchateau;10/05/2012;;FRNCH;87141291;;
141 002;Avant Avril 2011;NCY;Nancy;OUI;OUI;FRENC;87141002;;
595 512;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;NEC;Niversac;01/01/2013;;FRNEC;87595512;;
645 507;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;NEU;Neussargues;01/01/2013;;FRNEU;87645507;;
743 351;19/04/2012;NEX;Nurieux;26/04/2012;NON;FRHQN;87743351;;
684 274;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;NGI;Nogent-sur-Vernisson;01/01/2013;;FRGOG;87684274;;
756 056;Avant Avril 2011;NIC;Nice;OUI;OUI;FRNIC;87756056;;
775 007;Avant Avril 2011;NMS;Nîmes;OUI;OUI;FRFNI;87775007;;
317 396;10/10/2012;NOE;Noyelles sur Mer;OUI;;;87317396;;
118 190;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;NOG;Nogent sur Seine;01/01/2013;;FRAPM;87118190;;
172 023;14/05/2013;NOU;Nouzonville;OUI;;FRBCZ;87172023;;
276 782;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;NOY;Noyon;01/01/2013;;FRCHT;87276782;;
485 300;Avant Avril 2011;NRT;Niort;OUI;OUI;FRNIT;87485300;;
172 213;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;NSM;Nouvion sur Meuse;01/01/2013;;FRBDP;87172213;;
684 126;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;NSP;Nemours Saint-Pierre;01/01/2013;;FRGOA;87684126;;
481 002;Avant Avril 2011;NTS;Nantes;OUI;OUI;FRNTE;87481002;;
713 529;19/04/2012;NUI;Nuits Saint-Georges;26/04/2012;NON;FRGXC;87713529;;
559 070;14/05/2013;NVB;Nevers le Banlay;OUI;;FRNLB;87559070;;
696 005;Avant Avril 2011;NVS;Nevers;OUI;OUI;FRNVS;87696005;;
214 288;29/10/2013;OBE;Obernai;NON;NON;FRBXU;87214288;;
213 165;16/04/2013;OBM;Obermodern;OUI;;FROBM;87213165;;
765 107;19/04/2012;OGE;Orange;26/04/2012;OUI;FRXOG;87765107;;
543 009;Avant Avril 2011;ORL;Orléans;OUI;OUI;FRAFK;87543009;;
672 253;11/05/2011;ORT;Orthez;OUI;OUI;FRGFI;87672253;;
411 207;08/12/2011;OSL;Oissel;10/05/2012;NON;FROIL;87411207;;
722 207;03/04/2013;OUL;Oullins;OUI;;FRHDV;87722207;;
574 319;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;OZA;Onzain;01/01/2013;;FREUL;87574319;;
141 820;29/01/2013;PAM;Pont-à-Mousson;OUI;;FRATW;87141820;;
672 006;Avant Avril 2011;PAU;Pau;OUI;OUI;FRAEE;87672006;;
547 000;Avant Avril 2011;PAZ;Paris Austerlitz;OUI;OUI;FRPAZ;87547000;;
611 830;26/02/2013;PBR;Pibrac;OUI;;FRFRG;87611830;;
686 667;Avant Avril 2011;PBY;Paris Bercy;OUI;OUI;FRPBE;87686667;;
747 493;02/09/2011;PCA;Pontcharra sur Breda - Allevard;OUI;NON;FRHVZ;87747493;;
481 846;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;PCU;Pontchâteau;01/01/2013;;FRPCT;87481846;;
734 459;02/09/2011;PDO;Pont de Dore;OUI;NON;FRPDO;87734459;;
745 620;Avant Avril 2011;PEG;Pérrignier;17/02/2012;NON;FRHSN;87745620;;
751 362;14/05/2013;PER;Pertuis;OUI;;FRHXN;87751362;;
113 001;Avant Avril 2011;PES;Paris Est;OUI;OUI;FRPST;87113001;;
;11/05/2011;PES_TRANS;Paris Est Transilien;OUI;;;;;
722 678;29/01/2013;PGR;Le Péage-de-Roussillon;OUI;;FRHEN;87722678;;
746 206;02/09/2011;PGY;Pringy Haute Savoie;OUI;NON;FRHTK;87746206;;
313 106;03/04/2013;PIQ;Picquigny;OUI;;FRCQP;87313106;;
481 424;Avant Avril 2011;PLL;Le Pallet;23/03/2012;NON;FREGA;87481424;;
694 687;19/04/2012;PLM;Paray le Monial;26/04/2012;NON;FRPLM;87694687;;
781 062;11/12/2012;PLN;Port la Nouvelle;20/12/2012;;FRILP;87781062;;
473 181;Avant Avril 2011;PLT;Plouaret - Trégor;23/03/2012;NON;FRPLT;87473181;;
686 006;Avant Avril 2011;PLY;Paris Gare de Lyon;OUI;OUI;FRPLY;87686006;;
192 468;16/04/2013;PMO;Pagny-sur-Moselle;OUI;;FRBQA;87192468;;
391 003;Avant Avril 2011;PMP;Paris Montparnasse;OUI;OUI;FRPMO;87391003;;
;11/05/2011;PMP_TRANS;Paris Montparnasse Transilien;OUI;;;;;
611 343;04/04/2013;PMS;Pamiers;NON;;FRPMS;87611343;;
586 438;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;PNE;Penne (Lot-et-Garonne);01/01/2013;;FRFFO;87586438;;
721 464;03/04/2013;PNF;Pontcharra - Saint-Forgeux;OUI;;FRHCS;87721464;;
481 747;Via WS SUM Sans VaQ Copyright SNCFProximités 16/05/2012;PNI;Pornichet;10/05/2012;;FREGR;87481747;;
