;;;;;;;87300863;873488;2262710;;969400;2354956
;;;;;;;87303875;969400;2354956;;551538;2203094
;;;;;;;87304626;551538;2203094;;573304;2216584
;;;;;;;87304642;573304;2216584;;583795;2221431
;;;;;;;87304659;583795;2221431;;578843;2218281
;;;;;;;87304691;578843;2218281;;335567;1835630
;;;;;;;87306720;335567;1835630;;507326;2430962
;;;;;;;87307579;507326;2430962;;495594;2427268
;;;;;;;87307975;495594;2427268;;567510;2290208
;;;;;;;87309757;567510;2290208;;515599;2325650
;;;;;;;87309765;515599;2325650;;578261;2240347
;;;;;;;87309773;578261;2240347;;593067;2221427
;;;;;;;87310813;593067;2221427;;563575;2209749
;;;;;;;87310862;563575;2209749;;555500;2035921
;;;;;;;87311407;555500;2035921;;573637;2249681
;;;;;;;87312546;573637;2249681;;730096;2367146
;;;;;;;87312587;730096;2367146;;0;0
313 049;Avant Avril 2011;LUA;Longueau;OUI;OUI;FRCQL;87313049;;;;601133;2540775
;;;;;;;87313049;601133;2540775;;611736;2546150
;;;;;;;87313056;611736;2546150;;616924;2551040
;;;;;;;87313064;616924;2551040;;622115;2556630
;;;;;;;87313072;622115;2556630;;0;0
313 080;03/04/2013;SRO;Saint-Roch;OUI;;FRSRO;87313080;;;;596203;2544116
;;;;;;;87313080;596203;2544116;;0;0
313 098;02/09/2011;AYS;Ailly sur Somme;23/03/2012;NON;FRAIS;87313098;;;;590226;2548013
;;;;;;;87313098;590226;2548013;;0;0
313 106;03/04/2013;PIQ;Picquigny;OUI;;FRCQP;87313106;;;;586046;2550040
;;;;;;;87313106;586046;2550040;;0;0
313 114;05/03/2013;HAS;Hangest-sur-Somme;OUI;;FRCQQ;87313114;;;;580520;2554104
;;;;;;;87313114;580520;2554104;;0;0
313 122;26/02/2013;LGP;Longpré-les-Corps-Saints;OUI;;FRCQR;87313122;;;;576045;2557299
;;;;;;;87313122;576045;2557299;;0;0
313 130;03/04/2013;PRM;Pont-Remy;OUI;;FRCQS;87313130;;;;568620;2561346
;;;;;;;87313130;568620;2561346;;604409;2538880
;;;;;;;87313213;604409;2538880;;601997;2528632
;;;;;;;87313221;601997;2528632;;600882;2522185
;;;;;;;87313239;600882;2522185;;603488;2514380
;;;;;;;87313247;603488;2514380;;607279;2508337
;;;;;;;87313262;607279;2508337;;0;0
313 270;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SJS;Saint-Just en Chaussée;01/01/2013;;FRSJS;87313270;;;;606723;2500698
;;;;;;;87313270;606723;2500698;;606461;2496754
;;;;;;;87313288;606461;2496754;;605909;2494132
;;;;;;;87313296;605909;2494132;;0;0
313 304;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;CDO;Clermont de l'Oise;01/01/2013;;FRCQZ;87313304;;;;605865;2487543
;;;;;;;87313304;605865;2487543;;610047;2531155
;;;;;;;87313320;610047;2531155;;614060;2524182
;;;;;;;87313338;614060;2524182;;616377;2516082
;;;;;;;87313346;616377;2516082;;617765;2507235
;;;;;;;87313353;617765;2507235;;583345;2534660
;;;;;;;87313379;583345;2534660;;622177;2493475
;;;;;;;87313387;622177;2493475;;575000;2531293
;;;;;;;87313395;575000;2531293;;626806;2492944
;;;;;;;87313403;626806;2492944;;642992;2548255
;;;;;;;87313411;642992;2548255;;654978;2550250
;;;;;;;87313429;654978;2550250;;613279;2540724
;;;;;;;87313437;613279;2540724;;617660;2539657
;;;;;;;87313445;617660;2539657;;627003;2536285
;;;;;;;87313460;627003;2536285;;633492;2534658
;;;;;;;87313478;633492;2534658;;641309;2529830
;;;;;;;87313486;641309;2529830;;652964;2527256
;;;;;;;87313494;652964;2527256;;632527;2523201
;;;;;;;87313502;632527;2523201;;582002;2492152
;;;;;;;87313510;582002;2492152;;604982;2473202
;;;;;;;87313544;604982;2473202;;601746;2474905
;;;;;;;87313551;601746;2474905;;600546;2477405
;;;;;;;87313569;600546;2477405;;599268;2480322
;;;;;;;87313577;599268;2480322;;593111;2484101
;;;;;;;87313585;593111;2484101;;591570;2485605
;;;;;;;87313593;591570;2485605;;588104;2489036
;;;;;;;87313601;588104;2489036;;585134;2470529
;;;;;;;87313668;585134;2470529;;585412;2476783
;;;;;;;87313676;585412;2476783;;583997;2483342
;;;;;;;87313684;583997;2483342;;0;0
313 692;21/05/2013;HEE;Herchies;OUI;;FRCSD;87313692;;;;576402;2499013
;;;;;;;87313692;576402;2499013;;0;0
313 700;21/05/2013;MYH;Milly-sur-Thérain;OUI;;FRCSE;87313700;;;;574779;2500792
;;;;;;;87313700;574779;2500792;;0;0
313 718;21/05/2013;SHS;Saint-Omer-en-Chaussée;NON;;FRXSG;87313718;;;;575445;2503814
;;;;;;;87313718;575445;2503814;;0;0
313 726;21/05/2013;MAI;Marseille-en-Beauvaisis;OUI;;FRCSH;87313726;;;;572354;2508285
;;;;;;;87313726;572354;2508285;;0;0
313 734;21/05/2013;GAR;Grandvilliers;OUI;;FRCSI;87313734;;;;571228;2518125
;;;;;;;87313734;571228;2518125;;0;0
313 742;21/05/2013;FBS;Feuquières - Broquiers;OUI;;FRCSJ;87313742;;;;563456;2517607
;;;;;;;87313742;563456;2517607;;0;0
313 759;21/05/2013;ABT;Abancourt;OUI;;FRABT;87313759;;;;559375;2521123
;;;;;;;87313759;559375;2521123;;558133;2529981
;;;;;;;87313767;558133;2529981;;548892;2548684
;;;;;;;87313809;548892;2548684;;543712;2554256
;;;;;;;87313817;543712;2554256;;555637;2517642
;;;;;;;87313833;555637;2517642;;563122;2526729
;;;;;;;87313841;563122;2526729;;642896;2546303
;;;;;;;87313866;642896;2546303;;0;0
313 874;Avant Avril 2011;AMS;Amiens;OUI;OUI;FRQAM;87313874;;;;597957;2543793
;;;;;;;87313874;597957;2543793;;0;0
313 882;Avant Avril 2011;HPI;TGV Haute Picardie;OUI;NON;FRTHP;87313882;;;;635652;2540415
;;;;;;;87313882;635652;2540415;;607630;2276466
;;;;;;;87314518;607630;2276466;;608372;2284496
;;;;;;;87314526;608372;2284496;;611707;2299975
;;;;;;;87314534;611707;2299975;;637820;2259318
;;;;;;;87314880;637820;2259318;;639326;2260131
;;;;;;;87314898;639326;2260131;;641472;2265396
;;;;;;;87314906;641472;2265396;;608791;2544758
;;;;;;;87315044;608791;2544758;;613279;2506194
;;;;;;;87315176;613279;2506194;;614426;2510822
;;;;;;;87315184;614426;2510822;;637976;2537605
;;;;;;;87315234;637976;2537605;;642048;2542360
;;;;;;;87315242;642048;2542360;;648294;2546837
;;;;;;;87315259;648294;2546837;;632574;2530256
;;;;;;;87315267;632574;2530256;;624853;2517400
;;;;;;;87315275;624853;2517400;;565756;2109272
;;;;;;;87315952;565756;2109272;;614592;2549698
;;;;;;;87316059;614592;2549698;;618805;2552094
;;;;;;;87316067;618805;2552094;;0;0
316 075;05/03/2013;DAS;Dreuil-lès-Amiens;OUI;;FRCTM;87316075;;;;592398;2546473
;;;;;;;87316075;592398;2546473;;604041;2533632
;;;;;;;87316109;604041;2533632;;607163;2535019
;;;;;;;87316125;607163;2535019;;619958;2500668
;;;;;;;87316208;619958;2500668;;635703;2536963
;;;;;;;87316216;635703;2536963;;642247;2543998
;;;;;;;87316224;642247;2543998;;645301;2547544
;;;;;;;87316240;645301;2547544;;651307;2548916
;;;;;;;87316257;651307;2548916;;650791;2549452
;;;;;;;87316265;650791;2549452;;632635;2533059
;;;;;;;87316331;632635;2533059;;631667;2526828
;;;;;;;87316349;631667;2526828;;630522;2519716
;;;;;;;87316356;630522;2519716;;628645;2518600
;;;;;;;87316364;628645;2518600;;626821;2517977
;;;;;;;87316372;626821;2517977;;621043;2516756
;;;;;;;87316380;621043;2516756;;595376;2482525
;;;;;;;87316398;595376;2482525;;590135;2487103
;;;;;;;87316406;590135;2487103;;585403;2490791
;;;;;;;87316422;585403;2490791;;856285;2318235
;;;;;;;87316562;856285;2318235;;573933;2600026
;;;;;;;87316604;573933;2600026;;561058;2653399
;;;;;;;87316679;561058;2653399;;560145;2647119
;;;;;;;87316687;560145;2647119;;551312;2565400
;;;;;;;87316745;551312;2565400;;547586;2563458
;;;;;;;87316752;547586;2563458;;548523;2637272
;;;;;;;87317016;548523;2637272;;0;0
317 057;Via WS SUM VaQ Copyright SNCFProximités 16/05/2012;RDF;Rang du Fliers - Verton - Berck;10/05/2012;;FRCVU;87317057;;;;550978;2602531
;;;;;;;87317057;550978;2602531;;0;0
317 065;11/05/2011;ETA;Etaples le Touquet;23/03/2012;NON;FRETA;87317065;;;;550680;2613781
;;;;;;;87317065;550680;2613781;;548767;2620390
;;;;;;;87317081;548767;2620390;;550847;2625698
;;;;;;;87317099;550847;2625698;;552583;2629837
;;;;;;;87317107;552583;2629837;;549759;2632268
;;;;;;;87317115;549759;2632268;;548880;2641349
;;;;;;;87317123;548880;2641349;;559620;2608080
;;;;;;;87317164;559620;2608080;;564233;2605880
;;;;;;;87317180;564233;2605880;;568577;2603201
;;;;;;;87317198;568577;2603201;;571127;2601518
;;;;;;;87317206;571127;2601518;;578531;2598162
;;;;;;;87317222;578531;2598162;;583325;2600169
;;;;;;;87317230;583325;2600169;;588303;2603305
;;;;;;;87317248;588303;2603305;;594202;2605770
;;;;;;;87317255;594202;2605770;;0;0
317 263;26/01/2012;CSV;Calais;OUI;OUI;FRAEA;87317263;;;;565781;2662365
;;;;;;;87317263;565781;2662365;;565709;2660973
;;;;;;;87317305;565709;2660973;;562985;2650819
;;;;;;;87317321;562985;2650819;;557137;2645941
;;;;;;;87317339;557137;2645941;;0;0
317 362;Avant Avril 2011;ABB;Abbeville;OUI;NON;FRXAB;87317362;;;;563312;2567490
;;;;;;;87317362;563312;2567490;;0;0
317 396;10/10/2012;NOE;Noyelles sur Mer;OUI;;;87317396;;;;554789;2577038
;;;;;;;87317396;554789;2577038;;0;0
317 404;26/02/2013;RUE;Rue;OUI;;FRRUE;87317404;;;;552805;2586622
;;;;;;;87317404;552805;2586622;;554576;2568308
;;;;;;;87317487;554576;2568308;;549741;2563801
;;;;;;;87317495;549741;2563801;;546409;2563293
;;;;;;;87317503;546409;2563293;;542673;2562813
;;;;;;;87317511;542673;2562813;;0;0
317 529;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;LTM;Le Tréport Mers les Bains;01/01/2013;;FRCWV;87317529;;;;531131;2563394
;;;;;;;87317529;531131;2563394;;534044;2562420
;;;;;;;87317537;534044;2562420;;0;0
317 586;Avant Avril 2011;BEM;Boulogne;OUI;OUI;FRAEB;87317586;;;;548562;2635971
;;;;;;;87317586;548562;2635971;;569110;2661445
;;;;;;;87317610;569110;2661445;;578895;2236428
;;;;;;;87317701;578895;2236428;;578011;2235704
;;;;;;;87317727;578011;2235704;;0;0
318 964;Avant Avril 2011;AVV;Avignon TGV;OUI;OUI;FRAVG;87318964;;;;796918;1883116
;;;;;;;87318964;796918;1883116;;0;0
319 012;Avant Avril 2011;AXV;Aix en provence TGV;OUI;OUI;FRAIE;87319012;;;;841563;1832693
;;;;;;;87319012;841563;1832693;;807888;2363742
;;;;;;;87319756;807888;2363742;;738183;2363530
;;;;;;;87319764;738183;2363530;;866857;2320306
;;;;;;;87320408;866857;2320306;;269480;2206893
;;;;;;;87320705;269480;2206893;;0;0
;;;;;;;87320713;0;0;;270517;2228389
;;;;;;;87320721;270517;2228389;;266280;2220739
;;;;;;;87320739;266280;2220739;;259223;2220024
;;;;;;;87320747;259223;2220024;;251448;2232473
;;;;;;;87320762;251448;2232473;;0;0
;;;;;;;87320911;0;0;;0;0
;;;;;;;87321190;0;0;;338705;2461575
;;;;;;;87321687;338705;2461575;;256992;2264368
;;;;;;;87321745;256992;2264368;;304794;2145914
;;;;;;;87321794;304794;2145914;;300940;2143878
;;;;;;;87321836;300940;2143878;;302550;2141264
;;;;;;;87321844;302550;2141264;;309586;2139408
;;;;;;;87321877;309586;2139408;;312245;2138446
;;;;;;;87321885;312245;2138446;;314454;2140691
;;;;;;;87321893;314454;2140691;;317950;2134655
;;;;;;;87321919;317950;2134655;;321094;2135282
;;;;;;;87321927;321094;2135282;;317512;2138600
;;;;;;;87321943;317512;2138600;;316413;2401828
;;;;;;;87321992;316413;2401828;;235395;2339776
;;;;;;;87322008;235395;2339776;;197742;2430681
;;;;;;;87322347;197742;2430681;;246644;2336395
;;;;;;;87322966;246644;2336395;;621150;2148427
;;;;;;;87323675;621150;2148427;;321478;2006313
;;;;;;;87324061;321478;2006313;;0;0
324 095;Avant Avril 2011;FTU;Futuroscope;OUI;NON;FRTGO;87324095;;;;450168;2187448
;;;;;;;87324095;450168;2187448;;725737;2549548
;;;;;;;87324335;725737;2549548;;765408;2416139
;;;;;;;87326397;765408;2416139;;748630;2441746
;;;;;;;87326413;748630;2441746;;749225;2440772
;;;;;;;87326421;749225;2440772;;751148;2435783
;;;;;;;87326439;751148;2435783;;808740;2360712
;;;;;;;87326462;808740;2360712;;636408;2131242
;;;;;;;87327601;636408;2131242;;553052;1859348
;;;;;;;87328021;553052;1859348;;522557;2258585
;;;;;;;87328195;522557;2258585;;602850;2425718
;;;;;;;87328328;602850;2425718;;285332;2241999
;;;;;;;87328625;285332;2241999;;494813;2323267
;;;;;;;87331397;494813;2323267;;492255;2332180
;;;;;;;87332635;492255;2332180;;357553;2202714
;;;;;;;87333005;357553;2202714;;326971;2176800
;;;;;;;87334029;326971;2176800;;369660;2206779
;;;;;;;87334060;369660;2206779;;351552;2161088
;;;;;;;87334177;351552;2161088;;581143;2446254
;;;;;;;87334482;581143;2446254;;306767;2353262
;;;;;;;87334490;306767;2353262;;304550;2351113
;;;;;;;87334508;304550;2351113;;266597;2335165
;;;;;;;87335208;266597;2335165;;865426;2027049
;;;;;;;87335521;865426;2027049;;0;0
;;;;;;;87335810;0;0;;784619;2030975
;;;;;;;87336909;784619;2030975;;760983;1943545
;;;;;;;87336933;760983;1943545;;800766;1995668
;;;;;;;87336958;800766;1995668;;796048;1985171
;;;;;;;87336966;796048;1985171;;793495;1980630
;;;;;;;87336974;793495;1980630;;787046;1975413
;;;;;;;87336982;787046;1975413;;785192;1974482
;;;;;;;87336990;785192;1974482;;781236;1973216
;;;;;;;87337006;781236;1973216;;777355;1972351
;;;;;;;87337014;777355;1972351;;767303;1963633
;;;;;;;87337022;767303;1963633;;764904;1960720
;;;;;;;87337030;764904;1960720;;761095;1953545
;;;;;;;87337063;761095;1953545;;762879;1957920
;;;;;;;87337071;762879;1957920;;762995;1959601
;;;;;;;87337089;762995;1959601;;768379;1954849
;;;;;;;87337097;768379;1954849;;422334;2479598
;;;;;;;87337378;422334;2479598;;833966;1830846
;;;;;;;87337493;833966;1830846;;486410;2253182
;;;;;;;87337501;486410;2253182;;489457;2250839
;;;;;;;87337519;489457;2250839;;492358;2248438
;;;;;;;87337527;492358;2248438;;496288;2243396
;;;;;;;87337543;496288;2243396;;482688;2535203
;;;;;;;87337899;482688;2535203;;584736;2448488
;;;;;;;87337980;584736;2448488;;824251;2321348
;;;;;;;87338129;824251;2321348;;794016;2406174
;;;;;;;87338145;794016;2406174;;802943;2397668
;;;;;;;87338152;802943;2397668;;804165;2395608
;;;;;;;87338160;804165;2395608;;807642;2387971
;;;;;;;87338178;807642;2387971;;807461;2384409
;;;;;;;87338186;807461;2384409;;808324;2376958
;;;;;;;87338194;808324;2376958;;999492;2417110
;;;;;;;87338517;999492;2417110;;0;0
338 525;26/02/2013;KRI;Krimmeri Meinau;OUI;;FRKRI;87338525;;;;999541;2409925
;;;;;;;87338525;999541;2409925;;630399;2334265
;;;;;;;87338574;630399;2334265;;793887;1981786
;;;;;;;87338707;793887;1981786;;326058;2104768
;;;;;;;87339499;326058;2104768;;492210;2330822
;;;;;;;87340380;492210;2330822;;594838;2215077
;;;;;;;87341156;594838;2215077;;0;0
;;;;;;;87341826;0;0;;0;0
342 006;Avant Avril 2011;BET;Béthune;OUI;NON;FRXBH;87342006;;;;621597;2614130
;;;;;;;87342006;621597;2614130;;0;0
342 014;Avant Avril 2011;ARR;Arras;OUI;OUI;FRQRV;87342014;;;;631745;2588030
;;;;;;;87342014;631745;2588030;;628515;2566634
;;;;;;;87342030;628515;2566634;;631772;2570745
;;;;;;;87342048;631772;2570745;;632303;2574967
;;;;;;;87342063;632303;2574967;;631129;2579512
;;;;;;;87342071;631129;2579512;;639842;2589939
;;;;;;;87342089;639842;2589939;;643173;2591386
;;;;;;;87342097;643173;2591386;;628229;2606015
;;;;;;;87342105;628229;2606015;;645949;2592620
;;;;;;;87342113;645949;2592620;;625955;2607356
;;;;;;;87342121;625955;2607356;;624018;2609844
;;;;;;;87342139;624018;2609844;;625823;2591965
;;;;;;;87342188;625823;2591965;;619306;2614563
;;;;;;;87342204;619306;2614563;;621158;2594713
;;;;;;;87342212;621158;2594713;;616219;2615989
;;;;;;;87342220;616219;2615989;;610117;2618578
;;;;;;;87342238;610117;2618578;;618258;2595337
;;;;;;;87342246;618258;2595337;;615781;2595428
;;;;;;;87342253;615781;2595428;;609178;2621742
;;;;;;;87342261;609178;2621742;;608959;2624409
;;;;;;;87342279;608959;2624409;;609653;2628698
;;;;;;;87342287;609653;2628698;;612345;2631937
;;;;;;;87342295;612345;2631937;;611513;2595775
;;;;;;;87342303;611513;2595775;;0;0
342337;16/08/2011;SPT;Saint-Pol sur Ternoise;23/03/2012;NON;FRSPT;87342337;;;;600178;2598229
;;;;;;;87342337;600178;2598229;;625223;2615736
;;;;;;;87342402;625223;2615736;;629197;2614220
;;;;;;;87342410;629197;2614220;;633282;2614923
;;;;;;;87342436;633282;2614923;;635585;2616446
;;;;;;;87342451;635585;2616446;;637687;2617181
;;;;;;;87342469;637687;2617181;;635266;2595948
;;;;;;;87342527;635266;2595948;;612848;2612272
;;;;;;;87342535;612848;2612272;;610281;2609787
;;;;;;;87342543;610281;2609787;;606718;2609502
;;;;;;;87342550;606718;2609502;;634632;2597771
;;;;;;;87342576;634632;2597771;;635413;2601465
;;;;;;;87342584;635413;2601465;;635992;2593460
;;;;;;;87342592;635992;2593460;;0;0
343 004;Avant Avril 2011;VSN;Valenciennes;OUI;OUI;FRXVS;87343004;;;;684160;2597088
;;;;;;;87343004;684160;2597088;;677069;2605902
;;;;;;;87343103;677069;2605902;;517844;2333456
;;;;;;;87343152;517844;2333456;;683331;2600006
;;;;;;;87343160;683331;2600006;;683177;2593370
;;;;;;;87343210;683177;2593370;;675348;2599338
;;;;;;;87343301;675348;2599338;;681407;2600050
;;;;;;;87343319;681407;2600050;;682239;2593535
;;;;;;;87343400;682239;2593535;;680264;2591839
;;;;;;;87343418;680264;2591839;;675048;2593754
;;;;;;;87343459;675048;2593754;;671840;2591006
;;;;;;;87343475;671840;2591006;;725037;2373185
;;;;;;;87344127;725037;2373185;;400099;2214645
;;;;;;;87344440;400099;2214645;;591796;2055953
;;;;;;;87344598;591796;2055953;;529026;2078520
;;;;;;;87344960;529026;2078520;;0;0
345 009;Avant Avril 2011;DOI;Douai;OUI;OUI;FRXDN;87345009;;;;653703;2597654
;;;;;;;87345009;653703;2597654;;0;0
345 025;Avant Avril 2011;LNS;Lens;OUI;OUI;FRXLE;87345025;;;;635008;2603646
;;;;;;;87345025;635008;2603646;;632513;2604862
;;;;;;;87345033;632513;2604862;;630983;2604451
;;;;;;;87345041;630983;2604451;;648316;2593654
;;;;;;;87345108;648316;2593654;;650200;2594403
;;;;;;;87345116;650200;2594403;;637508;2602439
;;;;;;;87345124;637508;2602439;;639139;2602354
;;;;;;;87345132;639139;2602354;;640986;2602434
;;;;;;;87345140;640986;2602434;;643835;2602619
;;;;;;;87345157;643835;2602619;;646317;2604311
;;;;;;;87345165;646317;2604311;;653313;2600599
;;;;;;;87345207;653313;2600599;;636955;2603154
;;;;;;;87345215;636955;2603154;;651489;2603885
;;;;;;;87345223;651489;2603885;;637217;2605188
;;;;;;;87345231;637217;2605188;;649501;2605810
;;;;;;;87345249;649501;2605810;;647805;2609692
;;;;;;;87345256;647805;2609692;;638318;2608623
;;;;;;;87345264;638318;2608623;;639551;2611482
;;;;;;;87345272;639551;2611482;;640434;2613087
;;;;;;;87345280;640434;2613087;;660727;2596585
;;;;;;;87345306;660727;2596585;;667104;2596005
;;;;;;;87345314;667104;2596005;;671062;2587414
;;;;;;;87345389;671062;2587414;;671007;2581576
;;;;;;;87345397;671007;2581576;;655330;2595992
;;;;;;;87345405;655330;2595992;;656048;2591083
;;;;;;;87345413;656048;2591083;;655987;2588150
;;;;;;;87345421;655987;2588150;;657797;2587282
;;;;;;;87345439;657797;2587282;;658726;2586219
;;;;;;;87345447;658726;2586219;;667166;2577752
;;;;;;;87345496;667166;2577752;;0;0
345 520;15/01/2012;CAM;Cambrai;OUI;OUI;FRAFX;87345520;;;;664733;2576033
;;;;;;;87345520;664733;2576033;;680288;2564075
;;;;;;;87345546;680288;2564075;;679718;2566712
;;;;;;;87345553;679718;2566712;;0;0
345 561;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;CAU;Caudry;01/01/2013;;FRDAZ;87345561;;;;676889;2568921
;;;;;;;87345561;676889;2568921;;671419;2570710
;;;;;;;87345587;671419;2570710;;669812;2571327
;;;;;;;87345595;669812;2571327;;0;0
;;;;;;;87346981;0;0;;317509;2111247
;;;;;;;87347013;317509;2111247;;873711;2199820
;;;;;;;87352047;873711;2199820;;397041;2398940
;;;;;;;87352484;397041;2398940;;0;0
353 573;09/04/2013;TOE;Le Toec;OUI;;FRTOE;87353573;;;;524375;1844181
;;;;;;;87353573;524375;1844181;;0;0
353 581;09/04/2013;RAM;Les Ramassiers;OUI;;FRRAR;87353581;;;;520469;1844992
;;;;;;;87353581;520469;1844992;;0;0
353 599;03/04/2013;SMT;Saint-Martin du Touch;OUI;;FRSMA;87353599;;;;521956;1844687
;;;;;;;87353599;521956;1844687;;0;0
354 589;03/04/2013;XTX;Saint-Sébastien Pas Enchantés;OUI;;FRPHT;87354589;;;;308638;2252375
;;;;;;;87354589;308638;2252375;;0;0
354 597;05/03/2013;XTD;Saint-Sébastien Frêne Rond;OUI;;FRROD;87354597;;;;309708;2250486
;;;;;;;87354597;309708;2250486;;432108;2316907
;;;;;;;87358085;432108;2316907;;506088;2338523
;;;;;;;87358556;506088;2338523;;489153;2326059
;;;;;;;87358564;489153;2326059;;0;0
;;;;;;;87358622;0;0;;419429;2302420
;;;;;;;87358630;419429;2302420;;432851;2314476
;;;;;;;87358648;432851;2314476;;428573;2312683
;;;;;;;87358655;428573;2312683;;485798;2321211
;;;;;;;87358697;485798;2321211;;426110;2309666
;;;;;;;87358861;426110;2309666;;0;0
;;;;;;;87359356;0;0;;378844;2273269
;;;;;;;87360073;378844;2273269;;439248;2327646
;;;;;;;87360339;439248;2327646;;556951;2207291
;;;;;;;87360875;556951;2207291;;574268;2041824
;;;;;;;87361980;574268;2041824;;673535;2145905
;;;;;;;87361998;673535;2145905;;0;0
;;;;;;;87365155;0;0;;434919;2322142
;;;;;;;87365502;434919;2322142;;417233;2319668
;;;;;;;87365668;417233;2319668;;580590;2433004
;;;;;;;87366922;580590;2433004;;0;0
;;;;;;;87367912;0;0;;597190;2431908
;;;;;;;87381012;597190;2431908;;595981;2431041
;;;;;;;87381020;595981;2431041;;595582;2430392
;;;;;;;87381038;595582;2430392;;595294;2429546
;;;;;;;87381046;595294;2429546;;595304;2435033
;;;;;;;87381079;595304;2435033;;594356;2436116
;;;;;;;87381087;594356;2436116;;594445;2437035
;;;;;;;87381095;594445;2437035;;598350;2432142
;;;;;;;87381111;598350;2432142;;597203;2433183
;;;;;;;87381129;597203;2433183;;596099;2434169
;;;;;;;87381137;596099;2434169;;579607;2451680
;;;;;;;87381145;579607;2451680;;577252;2453130
;;;;;;;87381152;577252;2453130;;575636;2453680
;;;;;;;87381160;575636;2453680;;573254;2455807
;;;;;;;87381178;573254;2455807;;571722;2458458
;;;;;;;87381186;571722;2458458;;570820;2462868
;;;;;;;87381194;570820;2462868;;569658;2467266
;;;;;;;87381202;569658;2467266;;568575;2469267
;;;;;;;87381210;568575;2469267;;566143;2473846
;;;;;;;87381228;566143;2473846;;562253;2476222
;;;;;;;87381236;562253;2476222;;0;0
381 244;29/10/2013;GIS;Gisors;NON;NON;FRDCP;87381244;;;;559807;2476526
;;;;;;;87381244;559807;2476526;;558381;2484560
;;;;;;;87381269;558381;2484560;;555901;2488045
;;;;;;;87381277;555901;2488045;;555198;2491659
;;;;;;;87381285;555198;2491659;;556596;2498417
;;;;;;;87381293;556596;2498417;;582028;2446712
;;;;;;;87381418;582028;2446712;;582965;2449131
;;;;;;;87381426;582965;2449131;;580817;2443481
;;;;;;;87381459;580817;2443481;;577377;2441449
;;;;;;;87381475;577377;2441449;;579728;2443253
;;;;;;;87381483;579728;2443253;;578892;2441829
;;;;;;;87381491;578892;2441829;;0;0
381 509;19/04/2012;MTE;Mantes La Jolie;10/05/2012;NON;FRMTE;87381509;;;;553629;2443692
;;;;;;;87381509;553629;2443692;;564072;2443908
;;;;;;;87381558;564072;2443908;;561367;2442903
;;;;;;;87381566;561367;2442903;;559610;2442492
;;;;;;;87381574;559610;2442492;;556834;2443052
;;;;;;;87381582;556834;2443052;;0;0
381 590;23/04/2013;MTQ;Mantes Station - Pas de provenance dans les Arrivées;OUI;;FRDDK;87381590;;;;554527;2443009
;;;;;;;87381590;554527;2443009;;0;0
381 624;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;BVA;Bréval;01/01/2013;;FRDDM;87381624;;;;541716;2438619
;;;;;;;87381624;541716;2438619;;581046;2441272
;;;;;;;87381657;581046;2441272;;565909;2432854
;;;;;;;87381715;565909;2432854;;564827;2434642
;;;;;;;87381723;564827;2434642;;563642;2437937
;;;;;;;87381731;563642;2437937;;592276;2439136
;;;;;;;87381798;592276;2439136;;575765;2442590
;;;;;;;87381806;575765;2442590;;572700;2445495
;;;;;;;87381814;572700;2445495;;569458;2445482
;;;;;;;87381822;569458;2445482;;568182;2445379
;;;;;;;87381830;568182;2445379;;594186;2438758
;;;;;;;87381848;594186;2438758;;589514;2441174
;;;;;;;87381863;589514;2441174;;588549;2442457
;;;;;;;87381871;588549;2442457;;587217;2443592
;;;;;;;87381889;587217;2443592;;582539;2444350
;;;;;;;87381897;582539;2444350;;581212;2448747
;;;;;;;87381905;581212;2448747;;595017;2434148
;;;;;;;87382002;595017;2434148;;593505;2433334
;;;;;;;87382200;593505;2433334;;592819;2432592
;;;;;;;87382218;592819;2432592;;589008;2426668
;;;;;;;87382259;589008;2426668;;586489;2426507
;;;;;;;87382267;586489;2426507;;589075;2423759
;;;;;;;87382333;589075;2423759;;590013;2425458
;;;;;;;87382341;590013;2425458;;591217;2427340
;;;;;;;87382358;591217;2427340;;591209;2428737
;;;;;;;87382366;591209;2428737;;591523;2430383
;;;;;;;87382374;591523;2430383;;592444;2431693
;;;;;;;87382382;592444;2431693;;585437;2427152
;;;;;;;87382432;585437;2427152;;585002;2428451
;;;;;;;87382440;585002;2428451;;584332;2429213
;;;;;;;87382457;584332;2429213;;582393;2430364
;;;;;;;87382465;582393;2430364;;580933;2430014
;;;;;;;87382473;580933;2430014;;579039;2429991
;;;;;;;87382481;579039;2429991;;577906;2450226
;;;;;;;87382499;577906;2450226;;576283;2450103
;;;;;;;87382655;576283;2450103;;580680;2433912
;;;;;;;87382804;580680;2433912;;581121;2431489
;;;;;;;87382812;581121;2431489;;585225;2423487
;;;;;;;87382861;585225;2423487;;586385;2423161
;;;;;;;87382879;586385;2423161;;587642;2423038
;;;;;;;87382887;587642;2423038;;595337;2415144
;;;;;;;87383281;595337;2415144;;0;0
384 008;Avant Avril 2011;PSL;Paris Saint-Lazare;OUI;OUI;FRPSL;87384008;;;;599114;2431062
;;;;;;;87384008;599114;2431062;;592916;2434579
;;;;;;;87386003;592916;2434579;;582078;2439691
